#,Date-Time (PDT),Temperature   (°C),Started,Host Connected,Button Down,Button Up,End of File
84,06/17/2025 17:34:00,6.56,,,,,
85,06/17/2025 17:35:00,6.65,,,,,
86,06/17/2025 17:36:00,6.65,,,,,
87,06/17/2025 17:37:00,6.69,,,,,
88,06/17/2025 17:38:00,6.78,,,,,
89,06/17/2025 17:39:00,6.73,,,,,
90,06/17/2025 17:40:00,6.60,,,,,
91,06/17/2025 17:41:00,6.43,,,,,
92,06/17/2025 17:42:00,6.35,,,,,
93,06/17/2025 17:43:00,6.17,,,,,
94,06/17/2025 17:44:00,6.17,,,,,
95,06/17/2025 17:45:00,6.26,,,,,
96,06/17/2025 17:46:00,6.22,,,,,
97,06/17/2025 17:47:00,6.22,,,,,
98,06/17/2025 17:48:00,6.13,,,,,
99,06/17/2025 17:49:00,6.09,,,,,
100,06/17/2025 17:50:00,6.09,,,,,
101,06/17/2025 17:51:00,6.22,,,,,
102,06/17/2025 17:52:00,6.22,,,,,
103,06/17/2025 17:53:00,6.13,,,,,
104,06/17/2025 17:54:00,6.00,,,,,
105,06/17/2025 17:55:00,5.96,,,,,
106,06/17/2025 17:56:00,5.87,,,,,
107,06/17/2025 17:57:00,5.92,,,,,
108,06/17/2025 17:58:00,5.87,,,,,
109,06/17/2025 17:59:00,5.83,,,,,
110,06/17/2025 18:00:00,5.83,,,,,
111,06/17/2025 18:01:00,5.75,,,,,
112,06/17/2025 18:02:00,5.70,,,,,
113,06/17/2025 18:03:00,5.66,,,,,
114,06/17/2025 18:04:00,5.62,,,,,
115,06/17/2025 18:05:00,5.62,,,,,
116,06/17/2025 18:06:00,5.62,,,,,
117,06/17/2025 18:07:00,5.62,,,,,
118,06/17/2025 18:08:00,5.66,,,,,
119,06/17/2025 18:09:00,5.70,,,,,
120,06/17/2025 18:10:00,5.70,,,,,
121,06/17/2025 18:11:00,5.75,,,,,
122,06/17/2025 18:12:00,5.79,,,,,
123,06/17/2025 18:13:00,5.83,,,,,
124,06/17/2025 18:14:00,5.87,,,,,
125,06/17/2025 18:15:00,6.05,,,,,
126,06/17/2025 18:16:00,6.00,,,,,
127,06/17/2025 18:17:00,6.26,,,,,
128,06/17/2025 18:18:00,6.35,,,,,
129,06/17/2025 18:19:00,6.39,,,,,
130,06/17/2025 18:20:00,6.48,,,,,
131,06/17/2025 18:21:00,6.56,,,,,
132,06/17/2025 18:22:00,6.73,,,,,
133,06/17/2025 18:23:00,6.82,,,,,
134,06/17/2025 18:24:00,6.73,,,,,
135,06/17/2025 18:25:00,6.69,,,,,
136,06/17/2025 18:26:00,6.69,,,,,
137,06/17/2025 18:27:00,6.82,,,,,
138,06/17/2025 18:28:00,6.95,,,,,
139,06/17/2025 18:29:00,6.99,,,,,
140,06/17/2025 18:30:00,7.08,,,,,
141,06/17/2025 18:31:00,7.16,,,,,
142,06/17/2025 18:32:00,7.33,,,,,
143,06/17/2025 18:33:00,7.25,,,,,
144,06/17/2025 18:34:00,7.20,,,,,
145,06/17/2025 18:35:00,7.29,,,,,
146,06/17/2025 18:36:00,7.46,,,,,
147,06/17/2025 18:37:00,7.63,,,,,
148,06/17/2025 18:38:00,7.55,,,,,
149,06/17/2025 18:39:00,7.38,,,,,
150,06/17/2025 18:40:00,7.16,,,,,
151,06/17/2025 18:41:00,7.12,,,,,
152,06/17/2025 18:42:00,6.95,,,,,
153,06/17/2025 18:43:00,6.95,,,,,
154,06/17/2025 18:44:00,6.86,,,,,
155,06/17/2025 18:45:00,6.78,,,,,
156,06/17/2025 18:46:00,6.69,,,,,
157,06/17/2025 18:47:00,6.60,,,,,
158,06/17/2025 18:48:00,6.48,,,,,
159,06/17/2025 18:49:00,6.39,,,,,
160,06/17/2025 18:50:00,6.39,,,,,
161,06/17/2025 18:51:00,6.30,,,,,
162,06/17/2025 18:52:00,6.22,,,,,
163,06/17/2025 18:53:00,6.13,,,,,
164,06/17/2025 18:54:00,6.13,,,,,
165,06/17/2025 18:55:00,6.13,,,,,
166,06/17/2025 18:56:00,6.13,,,,,
167,06/17/2025 18:57:00,6.17,,,,,
168,06/17/2025 18:58:00,6.22,,,,,
169,06/17/2025 18:59:00,6.17,,,,,
170,06/17/2025 19:00:00,6.13,,,,,
171,06/17/2025 19:01:00,5.96,,,,,
172,06/17/2025 19:02:00,6.05,,,,,
173,06/17/2025 19:03:00,6.05,,,,,
174,06/17/2025 19:04:00,6.09,,,,,
175,06/17/2025 19:05:00,6.09,,,,,
176,06/17/2025 19:06:00,6.00,,,,,
177,06/17/2025 19:07:00,5.92,,,,,
178,06/17/2025 19:08:00,5.70,,,,,
179,06/17/2025 19:09:00,5.70,,,,,
180,06/17/2025 19:10:00,5.62,,,,,
181,06/17/2025 19:11:00,5.49,,,,,
182,06/17/2025 19:12:00,5.23,,,,,
183,06/17/2025 19:13:00,4.89,,,,,
184,06/17/2025 19:14:00,4.63,,,,,
185,06/17/2025 19:15:00,4.37,,,,,
186,06/17/2025 19:16:00,4.20,,,,,
187,06/17/2025 19:17:00,4.12,,,,,
188,06/17/2025 19:18:00,3.99,,,,,
189,06/17/2025 19:19:00,4.03,,,,,
190,06/17/2025 19:20:00,4.12,,,,,
191,06/17/2025 19:21:00,4.16,,,,,
192,06/17/2025 19:22:00,4.29,,,,,
193,06/17/2025 19:23:00,4.46,,,,,
194,06/17/2025 19:24:00,4.50,,,,,
195,06/17/2025 19:25:00,4.50,,,,,
196,06/17/2025 19:26:00,4.59,,,,,
197,06/17/2025 19:27:00,4.63,,,,,
198,06/17/2025 19:28:00,4.76,,,,,
199,06/17/2025 19:29:00,4.80,,,,,
200,06/17/2025 19:30:00,4.76,,,,,
201,06/17/2025 19:31:00,4.67,,,,,
202,06/17/2025 19:32:00,4.72,,,,,
203,06/17/2025 19:33:00,4.80,,,,,
204,06/17/2025 19:34:00,4.89,,,,,
205,06/17/2025 19:35:00,4.93,,,,,
206,06/17/2025 19:36:00,5.10,,,,,
207,06/17/2025 19:37:00,5.23,,,,,
208,06/17/2025 19:38:00,5.27,,,,,
209,06/17/2025 19:39:00,5.23,,,,,
210,06/17/2025 19:40:00,5.27,,,,,
211,06/17/2025 19:41:00,5.32,,,,,
212,06/17/2025 19:42:00,5.45,,,,,
213,06/17/2025 19:43:00,5.40,,,,,
214,06/17/2025 19:44:00,5.36,,,,,
215,06/17/2025 19:45:00,5.27,,,,,
216,06/17/2025 19:46:00,5.02,,,,,
217,06/17/2025 19:47:00,4.80,,,,,
218,06/17/2025 19:48:00,4.63,,,,,
219,06/17/2025 19:49:00,4.50,,,,,
220,06/17/2025 19:50:00,4.54,,,,,
221,06/17/2025 19:51:00,4.59,,,,,
222,06/17/2025 19:52:00,4.63,,,,,
223,06/17/2025 19:53:00,4.63,,,,,
224,06/17/2025 19:54:00,4.54,,,,,
225,06/17/2025 19:55:00,4.42,,,,,
226,06/17/2025 19:56:00,4.33,,,,,
227,06/17/2025 19:57:00,4.20,,,,,
228,06/17/2025 19:58:00,4.07,,,,,
229,06/17/2025 19:59:00,4.12,,,,,
230,06/17/2025 20:00:00,3.99,,,,,
231,06/17/2025 20:01:00,3.99,,,,,
232,06/17/2025 20:02:00,4.16,,,,,
233,06/17/2025 20:03:00,4.33,,,,,
234,06/17/2025 20:04:00,4.63,,,,,
235,06/17/2025 20:05:00,4.84,,,,,
236,06/17/2025 20:06:00,4.97,,,,,
237,06/17/2025 20:07:00,5.06,,,,,
238,06/17/2025 20:08:00,5.02,,,,,
239,06/17/2025 20:09:00,4.89,,,,,
240,06/17/2025 20:10:00,4.84,,,,,
241,06/17/2025 20:11:00,4.80,,,,,
242,06/17/2025 20:12:00,4.67,,,,,
243,06/17/2025 20:13:00,4.50,,,,,
244,06/17/2025 20:14:00,4.42,,,,,
245,06/17/2025 20:15:00,4.37,,,,,
246,06/17/2025 20:16:00,4.33,,,,,
247,06/17/2025 20:17:00,4.29,,,,,
248,06/17/2025 20:18:00,4.37,,,,,
249,06/17/2025 20:19:00,4.50,,,,,
250,06/17/2025 20:20:00,4.54,,,,,
251,06/17/2025 20:21:00,4.54,,,,,
252,06/17/2025 20:22:00,4.59,,,,,
253,06/17/2025 20:23:00,4.63,,,,,
254,06/17/2025 20:24:00,4.67,,,,,
255,06/17/2025 20:25:00,4.72,,,,,
256,06/17/2025 20:26:00,4.76,,,,,
257,06/17/2025 20:27:00,4.84,,,,,
258,06/17/2025 20:28:00,4.93,,,,,
259,06/17/2025 20:29:00,4.89,,,,,
260,06/17/2025 20:30:00,4.97,,,,,
261,06/17/2025 20:31:00,5.02,,,,,
262,06/17/2025 20:32:00,4.97,,,,,
263,06/17/2025 20:33:00,5.32,,,,,
264,06/17/2025 20:34:00,5.62,,,,,
265,06/17/2025 20:35:00,5.79,,,,,
266,06/17/2025 20:36:00,5.96,,,,,
267,06/17/2025 20:37:00,6.13,,,,,
268,06/17/2025 20:38:00,6.17,,,,,
269,06/17/2025 20:39:00,6.22,,,,,
270,06/17/2025 20:40:00,6.22,,,,,
271,06/17/2025 20:41:00,6.05,,,,,
272,06/17/2025 20:42:00,5.96,,,,,
273,06/17/2025 20:43:00,5.87,,,,,
274,06/17/2025 20:44:00,5.79,,,,,
275,06/17/2025 20:45:00,5.70,,,,,
276,06/17/2025 20:46:00,6.05,,,,,
277,06/17/2025 20:47:00,6.39,,,,,
278,06/17/2025 20:48:00,6.56,,,,,
279,06/17/2025 20:49:00,6.52,,,,,
280,06/17/2025 20:50:00,6.43,,,,,
281,06/17/2025 20:51:00,6.39,,,,,
282,06/17/2025 20:52:00,6.48,,,,,
283,06/17/2025 20:53:00,6.43,,,,,
284,06/17/2025 20:54:00,6.52,,,,,
285,06/17/2025 20:55:00,6.26,,,,,
286,06/17/2025 20:56:00,6.17,,,,,
287,06/17/2025 20:57:00,6.35,,,,,
288,06/17/2025 20:58:00,6.26,,,,,
289,06/17/2025 20:59:00,6.26,,,,,
290,06/17/2025 21:00:00,6.09,,,,,
291,06/17/2025 21:01:00,5.96,,,,,
292,06/17/2025 21:02:00,5.79,,,,,
293,06/17/2025 21:03:00,5.53,,,,,
294,06/17/2025 21:04:00,5.27,,,,,
295,06/17/2025 21:05:00,5.06,,,,,
296,06/17/2025 21:06:00,4.97,,,,,
297,06/17/2025 21:07:00,4.80,,,,,
298,06/17/2025 21:08:00,4.63,,,,,
299,06/17/2025 21:09:00,4.50,,,,,
300,06/17/2025 21:10:00,4.42,,,,,
301,06/17/2025 21:11:00,4.24,,,,,
302,06/17/2025 21:12:00,4.07,,,,,
303,06/17/2025 21:13:00,3.99,,,,,
304,06/17/2025 21:14:00,3.77,,,,,
305,06/17/2025 21:15:00,3.73,,,,,
306,06/17/2025 21:16:00,3.69,,,,,
307,06/17/2025 21:17:00,3.69,,,,,
308,06/17/2025 21:18:00,3.64,,,,,
309,06/17/2025 21:19:00,3.64,,,,,
310,06/17/2025 21:20:00,3.69,,,,,
311,06/17/2025 21:21:00,3.69,,,,,
312,06/17/2025 21:22:00,3.73,,,,,
313,06/17/2025 21:23:00,3.86,,,,,
314,06/17/2025 21:24:00,3.82,,,,,
315,06/17/2025 21:25:00,3.82,,,,,
316,06/17/2025 21:26:00,3.73,,,,,
317,06/17/2025 21:27:00,3.73,,,,,
318,06/17/2025 21:28:00,3.60,,,,,
319,06/17/2025 21:29:00,3.56,,,,,
320,06/17/2025 21:30:00,3.43,,,,,
321,06/17/2025 21:31:00,3.39,,,,,
322,06/17/2025 21:32:00,3.30,,,,,
323,06/17/2025 21:33:00,3.26,,,,,
324,06/17/2025 21:34:00,3.21,,,,,
325,06/17/2025 21:35:00,3.13,,,,,
326,06/17/2025 21:36:00,3.04,,,,,
327,06/17/2025 21:37:00,3.04,,,,,
328,06/17/2025 21:38:00,3.09,,,,,
329,06/17/2025 21:39:00,3.17,,,,,
330,06/17/2025 21:40:00,3.26,,,,,
331,06/17/2025 21:41:00,3.34,,,,,
332,06/17/2025 21:42:00,3.34,,,,,
333,06/17/2025 21:43:00,3.52,,,,,
334,06/17/2025 21:44:00,3.56,,,,,
335,06/17/2025 21:45:00,3.56,,,,,
336,06/17/2025 21:46:00,3.60,,,,,
337,06/17/2025 21:47:00,3.43,,,,,
338,06/17/2025 21:48:00,3.39,,,,,
339,06/17/2025 21:49:00,3.26,,,,,
340,06/17/2025 21:50:00,3.30,,,,,
341,06/17/2025 21:51:00,3.30,,,,,
342,06/17/2025 21:52:00,3.21,,,,,
343,06/17/2025 21:53:00,3.21,,,,,
344,06/17/2025 21:54:00,3.17,,,,,
345,06/17/2025 21:55:00,3.09,,,,,
346,06/17/2025 21:56:00,3.00,,,,,
347,06/17/2025 21:57:00,2.96,,,,,
348,06/17/2025 21:58:00,2.96,,,,,
349,06/17/2025 21:59:00,2.96,,,,,
350,06/17/2025 22:00:00,2.91,,,,,
351,06/17/2025 22:01:00,2.87,,,,,
352,06/17/2025 22:02:00,2.83,,,,,
353,06/17/2025 22:03:00,2.83,,,,,
354,06/17/2025 22:04:00,2.87,,,,,
355,06/17/2025 22:05:00,2.96,,,,,
356,06/17/2025 22:06:00,2.96,,,,,
357,06/17/2025 22:07:00,2.96,,,,,
358,06/17/2025 22:08:00,2.96,,,,,
359,06/17/2025 22:09:00,2.96,,,,,
360,06/17/2025 22:10:00,3.00,,,,,
361,06/17/2025 22:11:00,3.09,,,,,
362,06/17/2025 22:12:00,3.13,,,,,
363,06/17/2025 22:13:00,3.09,,,,,
364,06/17/2025 22:14:00,3.09,,,,,
365,06/17/2025 22:15:00,3.09,,,,,
366,06/17/2025 22:16:00,3.00,,,,,
367,06/17/2025 22:17:00,3.09,,,,,
368,06/17/2025 22:18:00,3.04,,,,,
369,06/17/2025 22:19:00,3.00,,,,,
370,06/17/2025 22:20:00,3.04,,,,,
371,06/17/2025 22:21:00,3.13,,,,,
372,06/17/2025 22:22:00,3.17,,,,,
373,06/17/2025 22:23:00,3.26,,,,,
374,06/17/2025 22:24:00,3.56,,,,,
375,06/17/2025 22:25:00,3.64,,,,,
376,06/17/2025 22:26:00,3.73,,,,,
377,06/17/2025 22:27:00,4.03,,,,,
378,06/17/2025 22:28:00,4.12,,,,,
379,06/17/2025 22:29:00,4.33,,,,,
380,06/17/2025 22:30:00,4.33,,,,,
381,06/17/2025 22:31:00,4.24,,,,,
382,06/17/2025 22:32:00,4.12,,,,,
383,06/17/2025 22:33:00,4.03,,,,,
384,06/17/2025 22:34:00,3.90,,,,,
385,06/17/2025 22:35:00,3.94,,,,,
386,06/17/2025 22:36:00,3.90,,,,,
387,06/17/2025 22:37:00,3.86,,,,,
388,06/17/2025 22:38:00,3.90,,,,,
389,06/17/2025 22:39:00,3.77,,,,,
390,06/17/2025 22:40:00,3.69,,,,,
391,06/17/2025 22:41:00,3.64,,,,,
392,06/17/2025 22:42:00,3.64,,,,,
393,06/17/2025 22:43:00,3.47,,,,,
394,06/17/2025 22:44:00,3.34,,,,,
395,06/17/2025 22:45:00,3.26,,,,,
396,06/17/2025 22:46:00,3.13,,,,,
397,06/17/2025 22:47:00,3.13,,,,,
398,06/17/2025 22:48:00,3.13,,,,,
399,06/17/2025 22:49:00,3.09,,,,,
400,06/17/2025 22:50:00,3.13,,,,,
401,06/17/2025 22:51:00,3.09,,,,,
402,06/17/2025 22:52:00,3.13,,,,,
403,06/17/2025 22:53:00,3.17,,,,,
404,06/17/2025 22:54:00,3.00,,,,,
405,06/17/2025 22:55:00,2.96,,,,,
406,06/17/2025 22:56:00,2.87,,,,,
407,06/17/2025 22:57:00,2.79,,,,,
408,06/17/2025 22:58:00,2.70,,,,,
409,06/17/2025 22:59:00,2.66,,,,,
410,06/17/2025 23:00:00,2.61,,,,,
411,06/17/2025 23:01:00,2.53,,,,,
412,06/17/2025 23:02:00,2.53,,,,,
413,06/17/2025 23:03:00,2.49,,,,,
414,06/17/2025 23:04:00,2.57,,,,,
415,06/17/2025 23:05:00,2.57,,,,,
416,06/17/2025 23:06:00,2.57,,,,,
417,06/17/2025 23:07:00,2.57,,,,,
418,06/17/2025 23:08:00,2.57,,,,,
419,06/17/2025 23:09:00,2.61,,,,,
420,06/17/2025 23:10:00,2.79,,,,,
421,06/17/2025 23:11:00,2.96,,,,,
422,06/17/2025 23:12:00,3.00,,,,,
423,06/17/2025 23:13:00,2.96,,,,,
424,06/17/2025 23:14:00,2.91,,,,,
425,06/17/2025 23:15:00,2.91,,,,,
426,06/17/2025 23:16:00,2.91,,,,,
427,06/17/2025 23:17:00,2.91,,,,,
428,06/17/2025 23:18:00,3.09,,,,,
429,06/17/2025 23:19:00,2.96,,,,,
430,06/17/2025 23:20:00,2.96,,,,,
431,06/17/2025 23:21:00,2.96,,,,,
432,06/17/2025 23:22:00,2.91,,,,,
433,06/17/2025 23:23:00,2.91,,,,,
434,06/17/2025 23:24:00,2.91,,,,,
435,06/17/2025 23:25:00,2.96,,,,,
436,06/17/2025 23:26:00,2.87,,,,,
437,06/17/2025 23:27:00,2.87,,,,,
438,06/17/2025 23:28:00,2.87,,,,,
439,06/17/2025 23:29:00,2.91,,,,,
440,06/17/2025 23:30:00,2.87,,,,,
441,06/17/2025 23:31:00,2.91,,,,,
442,06/17/2025 23:32:00,2.96,,,,,
443,06/17/2025 23:33:00,3.04,,,,,
444,06/17/2025 23:34:00,3.17,,,,,
445,06/17/2025 23:35:00,3.34,,,,,
446,06/17/2025 23:36:00,3.39,,,,,
447,06/17/2025 23:37:00,3.34,,,,,
448,06/17/2025 23:38:00,3.30,,,,,
449,06/17/2025 23:39:00,3.21,,,,,
450,06/17/2025 23:40:00,3.30,,,,,
451,06/17/2025 23:41:00,3.26,,,,,
452,06/17/2025 23:42:00,3.17,,,,,
453,06/17/2025 23:43:00,3.21,,,,,
454,06/17/2025 23:44:00,3.21,,,,,
455,06/17/2025 23:45:00,3.17,,,,,
456,06/17/2025 23:46:00,3.17,,,,,
457,06/17/2025 23:47:00,3.04,,,,,
458,06/17/2025 23:48:00,3.00,,,,,
459,06/17/2025 23:49:00,2.96,,,,,
460,06/17/2025 23:50:00,2.96,,,,,
461,06/17/2025 23:51:00,2.91,,,,,
462,06/17/2025 23:52:00,2.91,,,,,
463,06/17/2025 23:53:00,2.96,,,,,
464,06/17/2025 23:54:00,3.09,,,,,
465,06/17/2025 23:55:00,3.30,,,,,
466,06/17/2025 23:56:00,3.52,,,,,
467,06/17/2025 23:57:00,3.73,,,,,
468,06/17/2025 23:58:00,4.07,,,,,
469,06/17/2025 23:59:00,4.50,,,,,
470,06/18/2025 00:00:00,4.42,,,,,
471,06/18/2025 00:01:00,4.33,,,,,
472,06/18/2025 00:02:00,4.16,,,,,
473,06/18/2025 00:03:00,4.07,,,,,
474,06/18/2025 00:04:00,4.07,,,,,
475,06/18/2025 00:05:00,4.33,,,,,
476,06/18/2025 00:06:00,4.63,,,,,
477,06/18/2025 00:07:00,4.72,,,,,
478,06/18/2025 00:08:00,4.63,,,,,
479,06/18/2025 00:09:00,4.54,,,,,
480,06/18/2025 00:10:00,4.76,,,,,
481,06/18/2025 00:11:00,4.54,,,,,
482,06/18/2025 00:12:00,4.42,,,,,
483,06/18/2025 00:13:00,4.54,,,,,
484,06/18/2025 00:14:00,4.80,,,,,
485,06/18/2025 00:15:00,5.15,,,,,
486,06/18/2025 00:16:00,5.19,,,,,
487,06/18/2025 00:17:00,5.40,,,,,
488,06/18/2025 00:18:00,5.57,,,,,
489,06/18/2025 00:19:00,5.57,,,,,
490,06/18/2025 00:20:00,5.66,,,,,
491,06/18/2025 00:21:00,5.70,,,,,
492,06/18/2025 00:22:00,5.79,,,,,
493,06/18/2025 00:23:00,5.79,,,,,
494,06/18/2025 00:24:00,5.87,,,,,
495,06/18/2025 00:25:00,6.13,,,,,
496,06/18/2025 00:26:00,6.26,,,,,
497,06/18/2025 00:27:00,6.26,,,,,
498,06/18/2025 00:28:00,6.30,,,,,
499,06/18/2025 00:29:00,6.22,,,,,
500,06/18/2025 00:30:00,6.35,,,,,
501,06/18/2025 00:31:00,6.39,,,,,
502,06/18/2025 00:32:00,6.48,,,,,
503,06/18/2025 00:33:00,6.48,,,,,
504,06/18/2025 00:34:00,6.60,,,,,
505,06/18/2025 00:35:00,6.65,,,,,
506,06/18/2025 00:36:00,6.69,,,,,
507,06/18/2025 00:37:00,6.73,,,,,
508,06/18/2025 00:38:00,6.69,,,,,
509,06/18/2025 00:39:00,6.82,,,,,
510,06/18/2025 00:40:00,6.82,,,,,
511,06/18/2025 00:41:00,6.82,,,,,
512,06/18/2025 00:42:00,6.90,,,,,
513,06/18/2025 00:43:00,6.90,,,,,
514,06/18/2025 00:44:00,6.99,,,,,
515,06/18/2025 00:45:00,6.95,,,,,
516,06/18/2025 00:46:00,6.99,,,,,
517,06/18/2025 00:47:00,6.90,,,,,
518,06/18/2025 00:48:00,6.86,,,,,
519,06/18/2025 00:49:00,6.78,,,,,
520,06/18/2025 00:50:00,6.78,,,,,
521,06/18/2025 00:51:00,6.69,,,,,
522,06/18/2025 00:52:00,6.60,,,,,
523,06/18/2025 00:53:00,6.52,,,,,
524,06/18/2025 00:54:00,6.48,,,,,
525,06/18/2025 00:55:00,6.43,,,,,
526,06/18/2025 00:56:00,6.43,,,,,
527,06/18/2025 00:57:00,6.35,,,,,
528,06/18/2025 00:58:00,6.17,,,,,
529,06/18/2025 00:59:00,6.17,,,,,
530,06/18/2025 01:00:00,6.17,,,,,
531,06/18/2025 01:01:00,6.22,,,,,
532,06/18/2025 01:02:00,6.26,,,,,
533,06/18/2025 01:03:00,6.35,,,,,
534,06/18/2025 01:04:00,6.39,,,,,
535,06/18/2025 01:05:00,6.48,,,,,
536,06/18/2025 01:06:00,6.56,,,,,
537,06/18/2025 01:07:00,6.52,,,,,
538,06/18/2025 01:08:00,6.56,,,,,
539,06/18/2025 01:09:00,6.60,,,,,
540,06/18/2025 01:10:00,6.56,,,,,
541,06/18/2025 01:11:00,6.60,,,,,
542,06/18/2025 01:12:00,6.65,,,,,
543,06/18/2025 01:13:00,6.39,,,,,
544,06/18/2025 01:14:00,5.96,,,,,
545,06/18/2025 01:15:00,5.66,,,,,
546,06/18/2025 01:16:00,5.32,,,,,
547,06/18/2025 01:17:00,5.02,,,,,
548,06/18/2025 01:18:00,4.72,,,,,
549,06/18/2025 01:19:00,4.46,,,,,
550,06/18/2025 01:20:00,4.20,,,,,
551,06/18/2025 01:21:00,4.03,,,,,
552,06/18/2025 01:22:00,4.03,,,,,
553,06/18/2025 01:23:00,3.86,,,,,
554,06/18/2025 01:24:00,3.73,,,,,
555,06/18/2025 01:25:00,3.56,,,,,
556,06/18/2025 01:26:00,3.39,,,,,
557,06/18/2025 01:27:00,3.17,,,,,
558,06/18/2025 01:28:00,3.04,,,,,
559,06/18/2025 01:29:00,2.87,,,,,
560,06/18/2025 01:30:00,2.74,,,,,
561,06/18/2025 01:31:00,2.61,,,,,
562,06/18/2025 01:32:00,2.53,,,,,
563,06/18/2025 01:33:00,2.53,,,,,
564,06/18/2025 01:34:00,2.44,,,,,
565,06/18/2025 01:35:00,2.36,,,,,
566,06/18/2025 01:36:00,2.53,,,,,
567,06/18/2025 01:37:00,2.74,,,,,
568,06/18/2025 01:38:00,2.70,,,,,
569,06/18/2025 01:39:00,2.74,,,,,
570,06/18/2025 01:40:00,3.00,,,,,
571,06/18/2025 01:41:00,3.47,,,,,
572,06/18/2025 01:42:00,3.82,,,,,
573,06/18/2025 01:43:00,4.20,,,,,
574,06/18/2025 01:44:00,4.54,,,,,
575,06/18/2025 01:45:00,4.72,,,,,
576,06/18/2025 01:46:00,4.84,,,,,
577,06/18/2025 01:47:00,5.15,,,,,
578,06/18/2025 01:48:00,5.32,,,,,
579,06/18/2025 01:49:00,5.53,,,,,
