#,Date-Time (PDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
44,06/17/2025 20:13:00,9.69,,,,,
45,06/17/2025 20:14:00,9.56,,,,,
46,06/17/2025 20:15:00,9.44,,,,,
47,06/17/2025 20:16:00,9.35,,,,,
48,06/17/2025 20:17:00,9.22,,,,,
49,06/17/2025 20:18:00,9.05,,,,,
50,06/17/2025 20:19:00,8.92,,,,,
51,06/17/2025 20:20:00,8.79,,,,,
52,06/17/2025 20:21:00,8.66,,,,,
53,06/17/2025 20:22:00,8.53,,,,,
54,06/17/2025 20:23:00,8.53,,,,,
55,06/17/2025 20:24:00,8.53,,,,,
56,06/17/2025 20:25:00,8.62,,,,,
57,06/17/2025 20:26:00,8.88,,,,,
58,06/17/2025 20:27:00,9.09,,,,,
59,06/17/2025 20:28:00,9.31,,,,,
60,06/17/2025 20:29:00,9.61,,,,,
61,06/17/2025 20:30:00,9.99,,,,,
62,06/17/2025 20:31:00,10.34,,,,,
63,06/17/2025 20:32:00,10.38,,,,,
64,06/17/2025 20:33:00,10.21,,,,,
65,06/17/2025 20:34:00,10.04,,,,,
66,06/17/2025 20:35:00,9.69,,,,,
67,06/17/2025 20:36:00,9.26,,,,,
68,06/17/2025 20:37:00,8.75,,,,,
69,06/17/2025 20:38:00,8.53,,,,,
70,06/17/2025 20:39:00,8.23,,,,,
71,06/17/2025 20:40:00,8.11,,,,,
72,06/17/2025 20:41:00,7.98,,,,,
73,06/17/2025 20:42:00,7.93,,,,,
74,06/17/2025 20:43:00,7.89,,,,,
75,06/17/2025 20:44:00,7.89,,,,,
76,06/17/2025 20:45:00,7.68,,,,,
77,06/17/2025 20:46:00,7.50,,,,,
78,06/17/2025 20:47:00,7.42,,,,,
79,06/17/2025 20:48:00,7.29,,,,,
80,06/17/2025 20:49:00,7.16,,,,,
81,06/17/2025 20:50:00,7.08,,,,,
82,06/17/2025 20:51:00,7.08,,,,,
83,06/17/2025 20:52:00,7.08,,,,,
84,06/17/2025 20:53:00,7.03,,,,,
85,06/17/2025 20:54:00,6.90,,,,,
86,06/17/2025 20:55:00,6.73,,,,,
87,06/17/2025 20:56:00,6.43,,,,,
88,06/17/2025 20:57:00,6.26,,,,,
89,06/17/2025 20:58:00,5.96,,,,,
90,06/17/2025 20:59:00,5.92,,,,,
91,06/17/2025 21:00:00,6.05,,,,,
92,06/17/2025 21:01:00,5.96,,,,,
93,06/17/2025 21:02:00,5.92,,,,,
94,06/17/2025 21:03:00,5.83,,,,,
95,06/17/2025 21:04:00,5.66,,,,,
96,06/17/2025 21:05:00,5.87,,,,,
97,06/17/2025 21:06:00,6.09,,,,,
98,06/17/2025 21:07:00,6.48,,,,,
99,06/17/2025 21:08:00,6.95,,,,,
100,06/17/2025 21:09:00,7.12,,,,,
101,06/17/2025 21:10:00,7.25,,,,,
102,06/17/2025 21:11:00,7.29,,,,,
103,06/17/2025 21:12:00,7.38,,,,,
104,06/17/2025 21:13:00,7.29,,,,,
105,06/17/2025 21:14:00,7.25,,,,,
106,06/17/2025 21:15:00,7.25,,,,,
107,06/17/2025 21:16:00,7.16,,,,,
108,06/17/2025 21:17:00,7.03,,,,,
109,06/17/2025 21:18:00,6.90,,,,,
110,06/17/2025 21:19:00,6.86,,,,,
111,06/17/2025 21:20:00,6.78,,,,,
112,06/17/2025 21:21:00,6.82,,,,,
113,06/17/2025 21:22:00,6.78,,,,,
114,06/17/2025 21:23:00,6.73,,,,,
115,06/17/2025 21:24:00,6.78,,,,,
116,06/17/2025 21:25:00,6.73,,,,,
117,06/17/2025 21:26:00,6.65,,,,,
118,06/17/2025 21:27:00,6.35,,,,,
119,06/17/2025 21:28:00,6.09,,,,,
120,06/17/2025 21:29:00,5.75,,,,,
121,06/17/2025 21:30:00,5.40,,,,,
122,06/17/2025 21:31:00,5.10,,,,,
123,06/17/2025 21:32:00,5.06,,,,,
124,06/17/2025 21:33:00,5.02,,,,,
125,06/17/2025 21:34:00,4.89,,,,,
126,06/17/2025 21:35:00,4.89,,,,,
127,06/17/2025 21:36:00,4.67,,,,,
128,06/17/2025 21:37:00,4.33,,,,,
129,06/17/2025 21:38:00,4.16,,,,,
130,06/17/2025 21:39:00,4.07,,,,,
131,06/17/2025 21:40:00,3.99,,,,,
132,06/17/2025 21:41:00,4.03,,,,,
133,06/17/2025 21:42:00,4.03,,,,,
134,06/17/2025 21:43:00,3.99,,,,,
135,06/17/2025 21:44:00,3.94,,,,,
136,06/17/2025 21:45:00,3.82,,,,,
137,06/17/2025 21:46:00,3.77,,,,,
138,06/17/2025 21:47:00,3.69,,,,,
139,06/17/2025 21:48:00,3.69,,,,,
140,06/17/2025 21:49:00,3.69,,,,,
141,06/17/2025 21:50:00,3.77,,,,,
142,06/17/2025 21:51:00,3.73,,,,,
143,06/17/2025 21:52:00,3.82,,,,,
144,06/17/2025 21:53:00,3.86,,,,,
145,06/17/2025 21:54:00,3.82,,,,,
146,06/17/2025 21:55:00,3.82,,,,,
147,06/17/2025 21:56:00,3.77,,,,,
148,06/17/2025 21:57:00,3.86,,,,,
149,06/17/2025 21:58:00,3.73,,,,,
150,06/17/2025 21:59:00,3.69,,,,,
151,06/17/2025 22:00:00,3.64,,,,,
152,06/17/2025 22:01:00,3.60,,,,,
153,06/17/2025 22:02:00,3.52,,,,,
154,06/17/2025 22:03:00,3.30,,,,,
155,06/17/2025 22:04:00,3.09,,,,,
156,06/17/2025 22:05:00,2.87,,,,,
157,06/17/2025 22:06:00,2.74,,,,,
158,06/17/2025 22:07:00,2.61,,,,,
159,06/17/2025 22:08:00,2.53,,,,,
160,06/17/2025 22:09:00,2.49,,,,,
161,06/17/2025 22:10:00,2.40,,,,,
162,06/17/2025 22:11:00,2.53,,,,,
163,06/17/2025 22:12:00,2.57,,,,,
164,06/17/2025 22:13:00,2.66,,,,,
165,06/17/2025 22:14:00,2.83,,,,,
166,06/17/2025 22:15:00,2.91,,,,,
167,06/17/2025 22:16:00,2.96,,,,,
168,06/17/2025 22:17:00,3.09,,,,,
169,06/17/2025 22:18:00,3.34,,,,,
170,06/17/2025 22:19:00,3.52,,,,,
171,06/17/2025 22:20:00,3.60,,,,,
172,06/17/2025 22:21:00,3.77,,,,,
173,06/17/2025 22:22:00,3.86,,,,,
174,06/17/2025 22:23:00,3.99,,,,,
175,06/17/2025 22:24:00,4.07,,,,,
176,06/17/2025 22:25:00,3.99,,,,,
177,06/17/2025 22:26:00,3.90,,,,,
178,06/17/2025 22:27:00,3.77,,,,,
179,06/17/2025 22:28:00,3.56,,,,,
180,06/17/2025 22:29:00,3.43,,,,,
181,06/17/2025 22:30:00,3.43,,,,,
182,06/17/2025 22:31:00,3.34,,,,,
183,06/17/2025 22:32:00,3.30,,,,,
184,06/17/2025 22:33:00,3.39,,,,,
185,06/17/2025 22:34:00,3.43,,,,,
186,06/17/2025 22:35:00,3.47,,,,,
187,06/17/2025 22:36:00,3.39,,,,,
188,06/17/2025 22:37:00,3.56,,,,,
189,06/17/2025 22:38:00,3.60,,,,,
190,06/17/2025 22:39:00,3.52,,,,,
191,06/17/2025 22:40:00,3.43,,,,,
192,06/17/2025 22:41:00,3.34,,,,,
193,06/17/2025 22:42:00,3.47,,,,,
194,06/17/2025 22:43:00,3.52,,,,,
195,06/17/2025 22:44:00,3.43,,,,,
196,06/17/2025 22:45:00,3.60,,,,,
197,06/17/2025 22:46:00,3.43,,,,,
198,06/17/2025 22:47:00,3.26,,,,,
199,06/17/2025 22:48:00,3.13,,,,,
200,06/17/2025 22:49:00,3.00,,,,,
201,06/17/2025 22:50:00,3.17,,,,,
202,06/17/2025 22:51:00,3.21,,,,,
203,06/17/2025 22:52:00,3.04,,,,,
204,06/17/2025 22:53:00,2.96,,,,,
205,06/17/2025 22:54:00,3.09,,,,,
206,06/17/2025 22:55:00,3.39,,,,,
207,06/17/2025 22:56:00,3.56,,,,,
208,06/17/2025 22:57:00,3.64,,,,,
209,06/17/2025 22:58:00,3.64,,,,,
210,06/17/2025 22:59:00,3.82,,,,,
211,06/17/2025 23:00:00,3.77,,,,,
212,06/17/2025 23:01:00,3.60,,,,,
213,06/17/2025 23:02:00,3.30,,,,,
214,06/17/2025 23:03:00,3.21,,,,,
215,06/17/2025 23:04:00,3.09,,,,,
216,06/17/2025 23:05:00,2.96,,,,,
217,06/17/2025 23:06:00,2.87,,,,,
218,06/17/2025 23:07:00,2.91,,,,,
219,06/17/2025 23:08:00,2.96,,,,,
220,06/17/2025 23:09:00,2.79,,,,,
221,06/17/2025 23:10:00,2.66,,,,,
222,06/17/2025 23:11:00,2.57,,,,,
223,06/17/2025 23:12:00,2.57,,,,,
224,06/17/2025 23:13:00,2.49,,,,,
225,06/17/2025 23:14:00,2.49,,,,,
226,06/17/2025 23:15:00,2.49,,,,,
227,06/17/2025 23:16:00,2.66,,,,,
228,06/17/2025 23:17:00,2.70,,,,,
229,06/17/2025 23:18:00,2.70,,,,,
230,06/17/2025 23:19:00,2.66,,,,,
231,06/17/2025 23:20:00,2.70,,,,,
232,06/17/2025 23:21:00,2.57,,,,,
233,06/17/2025 23:22:00,2.53,,,,,
234,06/17/2025 23:23:00,2.53,,,,,
235,06/17/2025 23:24:00,2.36,,,,,
236,06/17/2025 23:25:00,2.27,,,,,
237,06/17/2025 23:26:00,2.10,,,,,
238,06/17/2025 23:27:00,2.01,,,,,
239,06/17/2025 23:28:00,1.93,,,,,
240,06/17/2025 23:29:00,1.84,,,,,
241,06/17/2025 23:30:00,1.88,,,,,
242,06/17/2025 23:31:00,1.88,,,,,
243,06/17/2025 23:32:00,1.93,,,,,
244,06/17/2025 23:33:00,1.84,,,,,
245,06/17/2025 23:34:00,1.88,,,,,
246,06/17/2025 23:35:00,1.84,,,,,
247,06/17/2025 23:36:00,1.88,,,,,
248,06/17/2025 23:37:00,2.01,,,,,
249,06/17/2025 23:38:00,2.19,,,,,
250,06/17/2025 23:39:00,2.19,,,,,
251,06/17/2025 23:40:00,2.31,,,,,
252,06/17/2025 23:41:00,2.53,,,,,
253,06/17/2025 23:42:00,2.70,,,,,
254,06/17/2025 23:43:00,2.74,,,,,
255,06/17/2025 23:44:00,2.96,,,,,
256,06/17/2025 23:45:00,3.17,,,,,
257,06/17/2025 23:46:00,3.39,,,,,
258,06/17/2025 23:47:00,3.47,,,,,
259,06/17/2025 23:48:00,3.64,,,,,
260,06/17/2025 23:49:00,3.73,,,,,
261,06/17/2025 23:50:00,3.47,,,,,
262,06/17/2025 23:51:00,3.30,,,,,
263,06/17/2025 23:52:00,3.26,,,,,
264,06/17/2025 23:53:00,3.13,,,,,
265,06/17/2025 23:54:00,3.17,,,,,
266,06/17/2025 23:55:00,3.26,,,,,
267,06/17/2025 23:56:00,3.39,,,,,
268,06/17/2025 23:57:00,3.56,,,,,
269,06/17/2025 23:58:00,3.69,,,,,
270,06/17/2025 23:59:00,3.82,,,,,
271,06/18/2025 00:00:00,3.73,,,,,
272,06/18/2025 00:01:00,3.69,,,,,
273,06/18/2025 00:02:00,3.64,,,,,
274,06/18/2025 00:03:00,3.69,,,,,
275,06/18/2025 00:04:00,3.77,,,,,
276,06/18/2025 00:05:00,3.82,,,,,
277,06/18/2025 00:06:00,3.82,,,,,
278,06/18/2025 00:07:00,3.94,,,,,
279,06/18/2025 00:08:00,3.86,,,,,
280,06/18/2025 00:09:00,3.77,,,,,
281,06/18/2025 00:10:00,3.86,,,,,
282,06/18/2025 00:11:00,3.90,,,,,
283,06/18/2025 00:12:00,3.90,,,,,
284,06/18/2025 00:13:00,3.86,,,,,
285,06/18/2025 00:14:00,3.90,,,,,
286,06/18/2025 00:15:00,3.94,,,,,
287,06/18/2025 00:16:00,3.99,,,,,
288,06/18/2025 00:17:00,4.03,,,,,
289,06/18/2025 00:18:00,4.20,,,,,
290,06/18/2025 00:19:00,4.37,,,,,
291,06/18/2025 00:20:00,4.46,,,,,
292,06/18/2025 00:21:00,4.50,,,,,
293,06/18/2025 00:22:00,4.54,,,,,
294,06/18/2025 00:23:00,4.59,,,,,
295,06/18/2025 00:24:00,4.59,,,,,
296,06/18/2025 00:25:00,4.59,,,,,
297,06/18/2025 00:26:00,4.59,,,,,
298,06/18/2025 00:27:00,4.54,,,,,
299,06/18/2025 00:28:00,4.42,,,,,
300,06/18/2025 00:29:00,4.42,,,,,
301,06/18/2025 00:30:00,4.37,,,,,
302,06/18/2025 00:31:00,4.42,,,,,
303,06/18/2025 00:32:00,4.37,,,,,
304,06/18/2025 00:33:00,4.24,,,,,
305,06/18/2025 00:34:00,4.12,,,,,
306,06/18/2025 00:35:00,4.12,,,,,
307,06/18/2025 00:36:00,4.07,,,,,
308,06/18/2025 00:37:00,3.99,,,,,
309,06/18/2025 00:38:00,3.99,,,,,
310,06/18/2025 00:39:00,4.03,,,,,
311,06/18/2025 00:40:00,4.03,,,,,
312,06/18/2025 00:41:00,4.07,,,,,
313,06/18/2025 00:42:00,4.07,,,,,
314,06/18/2025 00:43:00,4.07,,,,,
315,06/18/2025 00:44:00,4.03,,,,,
316,06/18/2025 00:45:00,3.94,,,,,
317,06/18/2025 00:46:00,3.82,,,,,
318,06/18/2025 00:47:00,3.73,,,,,
319,06/18/2025 00:48:00,3.56,,,,,
320,06/18/2025 00:49:00,3.43,,,,,
321,06/18/2025 00:50:00,3.47,,,,,
322,06/18/2025 00:51:00,3.52,,,,,
323,06/18/2025 00:52:00,3.60,,,,,
324,06/18/2025 00:53:00,3.64,,,,,
325,06/18/2025 00:54:00,3.60,,,,,
326,06/18/2025 00:55:00,3.60,,,,,
327,06/18/2025 00:56:00,3.60,,,,,
328,06/18/2025 00:57:00,3.56,,,,,
329,06/18/2025 00:58:00,3.52,,,,,
330,06/18/2025 00:59:00,3.47,,,,,
331,06/18/2025 01:00:00,3.47,,,,,
332,06/18/2025 01:01:00,3.52,,,,,
333,06/18/2025 01:02:00,3.56,,,,,
334,06/18/2025 01:03:00,3.43,,,,,
335,06/18/2025 01:04:00,3.39,,,,,
336,06/18/2025 01:05:00,3.34,,,,,
337,06/18/2025 01:06:00,3.43,,,,,
338,06/18/2025 01:07:00,3.43,,,,,
339,06/18/2025 01:08:00,3.39,,,,,
340,06/18/2025 01:09:00,3.39,,,,,
341,06/18/2025 01:10:00,3.39,,,,,
342,06/18/2025 01:11:00,3.39,,,,,
343,06/18/2025 01:12:00,3.34,,,,,
344,06/18/2025 01:13:00,3.39,,,,,
345,06/18/2025 01:14:00,3.43,,,,,
346,06/18/2025 01:15:00,3.43,,,,,
347,06/18/2025 01:16:00,3.47,,,,,
348,06/18/2025 01:17:00,3.39,,,,,
349,06/18/2025 01:18:00,3.39,,,,,
350,06/18/2025 01:19:00,3.34,,,,,
351,06/18/2025 01:20:00,3.39,,,,,
352,06/18/2025 01:21:00,3.34,,,,,
353,06/18/2025 01:22:00,3.39,,,,,
354,06/18/2025 01:23:00,3.39,,,,,
355,06/18/2025 01:24:00,3.47,,,,,
356,06/18/2025 01:25:00,3.47,,,,,
357,06/18/2025 01:26:00,3.69,,,,,
358,06/18/2025 01:27:00,3.60,,,,,
359,06/18/2025 01:28:00,3.56,,,,,
360,06/18/2025 01:29:00,3.52,,,,,
361,06/18/2025 01:30:00,3.43,,,,,
362,06/18/2025 01:31:00,3.39,,,,,
363,06/18/2025 01:32:00,3.30,,,,,
364,06/18/2025 01:33:00,3.30,,,,,
365,06/18/2025 01:34:00,3.21,,,,,
366,06/18/2025 01:35:00,3.26,,,,,
367,06/18/2025 01:36:00,3.26,,,,,
368,06/18/2025 01:37:00,3.21,,,,,
369,06/18/2025 01:38:00,3.17,,,,,
370,06/18/2025 01:39:00,3.09,,,,,
371,06/18/2025 01:40:00,3.17,,,,,
372,06/18/2025 01:41:00,3.17,,,,,
373,06/18/2025 01:42:00,3.17,,,,,
374,06/18/2025 01:43:00,3.21,,,,,
375,06/18/2025 01:44:00,3.17,,,,,
376,06/18/2025 01:45:00,3.04,,,,,
377,06/18/2025 01:46:00,3.00,,,,,
378,06/18/2025 01:47:00,3.00,,,,,
379,06/18/2025 01:48:00,3.17,,,,,
380,06/18/2025 01:49:00,3.17,,,,,
381,06/18/2025 01:50:00,3.17,,,,,
382,06/18/2025 01:51:00,3.13,,,,,
383,06/18/2025 01:52:00,3.04,,,,,
384,06/18/2025 01:53:00,3.04,,,,,
385,06/18/2025 01:54:00,3.04,,,,,
386,06/18/2025 01:55:00,3.00,,,,,
387,06/18/2025 01:56:00,3.04,,,,,
388,06/18/2025 01:57:00,3.04,,,,,
389,06/18/2025 01:58:00,3.09,,,,,
390,06/18/2025 01:59:00,3.09,,,,,
391,06/18/2025 02:00:00,3.00,,,,,
392,06/18/2025 02:01:00,3.00,,,,,
393,06/18/2025 02:02:00,2.96,,,,,
394,06/18/2025 02:03:00,2.91,,,,,
395,06/18/2025 02:04:00,2.83,,,,,
396,06/18/2025 02:05:00,2.87,,,,,
397,06/18/2025 02:06:00,2.91,,,,,
398,06/18/2025 02:07:00,2.87,,,,,
399,06/18/2025 02:08:00,2.91,,,,,
400,06/18/2025 02:09:00,3.00,,,,,
401,06/18/2025 02:10:00,3.00,,,,,
402,06/18/2025 02:11:00,3.09,,,,,
403,06/18/2025 02:12:00,3.13,,,,,
404,06/18/2025 02:13:00,3.13,,,,,
405,06/18/2025 02:14:00,3.09,,,,,
406,06/18/2025 02:15:00,3.17,,,,,
407,06/18/2025 02:16:00,3.26,,,,,
408,06/18/2025 02:17:00,3.21,,,,,
409,06/18/2025 02:18:00,3.30,,,,,
410,06/18/2025 02:19:00,3.30,,,,,
411,06/18/2025 02:20:00,3.30,,,,,
412,06/18/2025 02:21:00,3.26,,,,,
413,06/18/2025 02:22:00,3.17,,,,,
414,06/18/2025 02:23:00,3.09,,,,,
415,06/18/2025 02:24:00,3.00,,,,,
416,06/18/2025 02:25:00,2.91,,,,,
417,06/18/2025 02:26:00,2.87,,,,,
418,06/18/2025 02:27:00,2.83,,,,,
419,06/18/2025 02:28:00,2.79,,,,,
420,06/18/2025 02:29:00,2.79,,,,,
421,06/18/2025 02:30:00,2.74,,,,,
422,06/18/2025 02:31:00,2.66,,,,,
423,06/18/2025 02:32:00,2.66,,,,,
424,06/18/2025 02:33:00,2.66,,,,,
425,06/18/2025 02:34:00,2.66,,,,,
426,06/18/2025 02:35:00,2.83,,,,,
427,06/18/2025 02:36:00,2.83,,,,,
428,06/18/2025 02:37:00,2.74,,,,,
429,06/18/2025 02:38:00,2.74,,,,,
430,06/18/2025 02:39:00,2.74,,,,,
431,06/18/2025 02:40:00,2.83,,,,,
432,06/18/2025 02:41:00,2.83,,,,,
433,06/18/2025 02:42:00,2.87,,,,,
434,06/18/2025 02:43:00,3.00,,,,,
435,06/18/2025 02:44:00,3.00,,,,,
436,06/18/2025 02:45:00,3.00,,,,,
437,06/18/2025 02:46:00,2.96,,,,,
438,06/18/2025 02:47:00,2.96,,,,,
439,06/18/2025 02:48:00,2.91,,,,,
440,06/18/2025 02:49:00,2.87,,,,,
441,06/18/2025 02:50:00,2.87,,,,,
442,06/18/2025 02:51:00,2.79,,,,,
443,06/18/2025 02:52:00,2.83,,,,,
444,06/18/2025 02:53:00,2.87,,,,,
445,06/18/2025 02:54:00,2.83,,,,,
446,06/18/2025 02:55:00,2.83,,,,,
447,06/18/2025 02:56:00,2.83,,,,,
448,06/18/2025 02:57:00,2.66,,,,,
449,06/18/2025 02:58:00,2.61,,,,,
450,06/18/2025 02:59:00,2.53,,,,,
451,06/18/2025 03:00:00,2.53,,,,,
452,06/18/2025 03:01:00,2.53,,,,,
453,06/18/2025 03:02:00,2.49,,,,,
454,06/18/2025 03:03:00,2.49,,,,,
455,06/18/2025 03:04:00,2.40,,,,,
456,06/18/2025 03:05:00,2.40,,,,,
457,06/18/2025 03:06:00,2.44,,,,,
458,06/18/2025 03:07:00,2.40,,,,,
459,06/18/2025 03:08:00,2.44,,,,,
460,06/18/2025 03:09:00,2.40,,,,,
461,06/18/2025 03:10:00,2.44,,,,,
462,06/18/2025 03:11:00,2.36,,,,,
463,06/18/2025 03:12:00,2.40,,,,,
464,06/18/2025 03:13:00,2.49,,,,,
465,06/18/2025 03:14:00,2.49,,,,,
466,06/18/2025 03:15:00,2.57,,,,,
467,06/18/2025 03:16:00,2.61,,,,,
468,06/18/2025 03:17:00,2.53,,,,,
469,06/18/2025 03:18:00,2.57,,,,,
470,06/18/2025 03:19:00,2.53,,,,,
471,06/18/2025 03:20:00,2.53,,,,,
472,06/18/2025 03:21:00,2.53,,,,,
473,06/18/2025 03:22:00,2.53,,,,,
474,06/18/2025 03:23:00,2.57,,,,,
475,06/18/2025 03:24:00,2.57,,,,,
476,06/18/2025 03:25:00,2.53,,,,,
477,06/18/2025 03:26:00,2.53,,,,,
478,06/18/2025 03:27:00,2.57,,,,,
479,06/18/2025 03:28:00,2.61,,,,,
480,06/18/2025 03:29:00,2.57,,,,,
481,06/18/2025 03:30:00,2.57,,,,,
482,06/18/2025 03:31:00,2.57,,,,,
483,06/18/2025 03:32:00,2.57,,,,,
484,06/18/2025 03:33:00,2.57,,,,,
485,06/18/2025 03:34:00,2.61,,,,,
486,06/18/2025 03:35:00,2.66,,,,,
487,06/18/2025 03:36:00,2.79,,,,,
488,06/18/2025 03:37:00,2.91,,,,,
489,06/18/2025 03:38:00,2.91,,,,,
490,06/18/2025 03:39:00,3.00,,,,,
491,06/18/2025 03:40:00,3.04,,,,,
492,06/18/2025 03:41:00,3.00,,,,,
493,06/18/2025 03:42:00,2.96,,,,,
494,06/18/2025 03:43:00,2.96,,,,,
495,06/18/2025 03:44:00,2.96,,,,,
496,06/18/2025 03:45:00,2.91,,,,,
497,06/18/2025 03:46:00,2.96,,,,,
498,06/18/2025 03:47:00,3.04,,,,,
499,06/18/2025 03:48:00,2.96,,,,,
500,06/18/2025 03:49:00,2.83,,,,,
501,06/18/2025 03:50:00,2.83,,,,,
502,06/18/2025 03:51:00,2.87,,,,,
503,06/18/2025 03:52:00,2.87,,,,,
504,06/18/2025 03:53:00,2.87,,,,,
505,06/18/2025 03:54:00,2.83,,,,,
506,06/18/2025 03:55:00,2.74,,,,,
507,06/18/2025 03:56:00,2.70,,,,,
508,06/18/2025 03:57:00,2.61,,,,,
509,06/18/2025 03:58:00,2.57,,,,,
510,06/18/2025 03:59:00,2.66,,,,,
511,06/18/2025 04:00:00,2.70,,,,,
512,06/18/2025 04:01:00,2.70,,,,,
513,06/18/2025 04:02:00,2.74,,,,,
514,06/18/2025 04:03:00,2.87,,,,,
515,06/18/2025 04:04:00,3.00,,,,,
516,06/18/2025 04:05:00,3.00,,,,,
517,06/18/2025 04:06:00,3.04,,,,,
518,06/18/2025 04:07:00,3.09,,,,,
519,06/18/2025 04:08:00,3.13,,,,,
520,06/18/2025 04:09:00,3.09,,,,,
521,06/18/2025 04:10:00,3.13,,,,,
522,06/18/2025 04:11:00,3.21,,,,,
523,06/18/2025 04:12:00,3.21,,,,,
524,06/18/2025 04:13:00,3.26,,,,,
525,06/18/2025 04:14:00,3.21,,,,,
526,06/18/2025 04:15:00,3.26,,,,,
527,06/18/2025 04:16:00,3.26,,,,,
528,06/18/2025 04:17:00,3.26,,,,,
529,06/18/2025 04:18:00,3.13,,,,,
530,06/18/2025 04:19:00,3.09,,,,,
531,06/18/2025 04:20:00,3.09,,,,,
532,06/18/2025 04:21:00,3.04,,,,,
533,06/18/2025 04:22:00,3.00,,,,,
534,06/18/2025 04:23:00,2.96,,,,,
535,06/18/2025 04:24:00,2.91,,,,,
536,06/18/2025 04:25:00,2.96,,,,,
537,06/18/2025 04:26:00,2.91,,,,,
538,06/18/2025 04:27:00,2.96,,,,,
539,06/18/2025 04:28:00,3.00,,,,,
540,06/18/2025 04:29:00,3.00,,,,,
541,06/18/2025 04:30:00,3.04,,,,,
542,06/18/2025 04:31:00,3.00,,,,,
543,06/18/2025 04:32:00,3.04,,,,,
544,06/18/2025 04:33:00,3.09,,,,,
545,06/18/2025 04:34:00,3.04,,,,,
546,06/18/2025 04:35:00,3.09,,,,,
547,06/18/2025 04:36:00,3.09,,,,,
548,06/18/2025 04:37:00,3.04,,,,,
549,06/18/2025 04:38:00,3.09,,,,,
550,06/18/2025 04:39:00,3.09,,,,,
551,06/18/2025 04:40:00,3.17,,,,,
552,06/18/2025 04:41:00,3.17,,,,,
553,06/18/2025 04:42:00,3.13,,,,,
554,06/18/2025 04:43:00,3.17,,,,,
555,06/18/2025 04:44:00,3.00,,,,,
556,06/18/2025 04:45:00,2.96,,,,,
557,06/18/2025 04:46:00,2.91,,,,,
558,06/18/2025 04:47:00,2.87,,,,,
559,06/18/2025 04:48:00,2.83,,,,,
560,06/18/2025 04:49:00,2.79,,,,,
561,06/18/2025 04:50:00,2.79,,,,,
562,06/18/2025 04:51:00,2.79,,,,,
563,06/18/2025 04:52:00,2.87,,,,,
564,06/18/2025 04:53:00,3.00,,,,,
565,06/18/2025 04:54:00,3.00,,,,,
566,06/18/2025 04:55:00,3.04,,,,,
567,06/18/2025 04:56:00,3.04,,,,,
568,06/18/2025 04:57:00,2.91,,,,,
569,06/18/2025 04:58:00,2.79,,,,,
570,06/18/2025 04:59:00,2.79,,,,,
571,06/18/2025 05:00:00,2.79,,,,,
572,06/18/2025 05:01:00,2.74,,,,,
573,06/18/2025 05:02:00,2.79,,,,,
574,06/18/2025 05:03:00,2.66,,,,,
575,06/18/2025 05:04:00,2.70,,,,,
576,06/18/2025 05:05:00,2.74,,,,,
577,06/18/2025 05:06:00,2.79,,,,,
578,06/18/2025 05:07:00,2.83,,,,,
579,06/18/2025 05:08:00,2.83,,,,,
