"Plot Title: B02 1m"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 22133663, SEN S/N: 22133663)","Button Down (LGR S/N: 22133663, SEN S/N: 22133663)","Button Up (LGR S/N: 22133663, SEN S/N: 22133663)","Host Connected (LGR S/N: 22133663, SEN S/N: 22133663)","Stopped (LGR S/N: 22133663, SEN S/N: 22133663)","End Of File (LGR S/N: 22133663, SEN S/N: 22133663)"
242,06/12/25 04:22:00 PM,37.86,,,,,
243,06/12/25 04:23:00 PM,38.02,,,,,
244,06/12/25 04:24:00 PM,38.25,,,,,
245,06/12/25 04:25:00 PM,38.48,,,,,
246,06/12/25 04:26:00 PM,38.56,,,,,
247,06/12/25 04:27:00 PM,38.71,,,,,
248,06/12/25 04:28:00 PM,38.79,,,,,
249,06/12/25 04:29:00 PM,38.87,,,,,
250,06/12/25 04:30:00 PM,38.87,,,,,
251,06/12/25 04:31:00 PM,38.94,,,,,
252,06/12/25 04:32:00 PM,38.87,,,,,
253,06/12/25 04:33:00 PM,39.02,,,,,
254,06/12/25 04:34:00 PM,39.10,,,,,
255,06/12/25 04:35:00 PM,39.18,,,,,
256,06/12/25 04:36:00 PM,39.33,,,,,
257,06/12/25 04:37:00 PM,39.41,,,,,
258,06/12/25 04:38:00 PM,39.33,,,,,
259,06/12/25 04:39:00 PM,39.41,,,,,
260,06/12/25 04:40:00 PM,39.33,,,,,
261,06/12/25 04:41:00 PM,39.25,,,,,
262,06/12/25 04:42:00 PM,39.25,,,,,
263,06/12/25 04:43:00 PM,39.33,,,,,
264,06/12/25 04:44:00 PM,39.25,,,,,
265,06/12/25 04:45:00 PM,39.18,,,,,
266,06/12/25 04:46:00 PM,39.10,,,,,
267,06/12/25 04:47:00 PM,38.94,,,,,
268,06/12/25 04:48:00 PM,38.94,,,,,
269,06/12/25 04:49:00 PM,38.79,,,,,
270,06/12/25 04:50:00 PM,38.71,,,,,
271,06/12/25 04:51:00 PM,38.71,,,,,
272,06/12/25 04:52:00 PM,38.71,,,,,
273,06/12/25 04:53:00 PM,38.56,,,,,
274,06/12/25 04:54:00 PM,38.48,,,,,
275,06/12/25 04:55:00 PM,38.48,,,,,
276,06/12/25 04:56:00 PM,38.56,,,,,
277,06/12/25 04:57:00 PM,38.64,,,,,
278,06/12/25 04:58:00 PM,38.64,,,,,
279,06/12/25 04:59:00 PM,38.64,,,,,
280,06/12/25 05:00:00 PM,38.71,,,,,
281,06/12/25 05:01:00 PM,38.56,,,,,
282,06/12/25 05:02:00 PM,38.48,,,,,
283,06/12/25 05:03:00 PM,38.48,,,,,
284,06/12/25 05:04:00 PM,38.17,,,,,
285,06/12/25 05:05:00 PM,37.94,,,,,
286,06/12/25 05:06:00 PM,37.71,,,,,
287,06/12/25 05:07:00 PM,37.48,,,,,
288,06/12/25 05:08:00 PM,37.25,,,,,
289,06/12/25 05:09:00 PM,37.09,,,,,
290,06/12/25 05:10:00 PM,36.94,,,,,
291,06/12/25 05:11:00 PM,36.86,,,,,
292,06/12/25 05:12:00 PM,36.94,,,,,
293,06/12/25 05:13:00 PM,36.86,,,,,
294,06/12/25 05:14:00 PM,37.01,,,,,
295,06/12/25 05:15:00 PM,37.09,,,,,
296,06/12/25 05:16:00 PM,36.94,,,,,
297,06/12/25 05:17:00 PM,36.94,,,,,
298,06/12/25 05:18:00 PM,36.86,,,,,
299,06/12/25 05:19:00 PM,36.78,,,,,
300,06/12/25 05:20:00 PM,36.63,,,,,
301,06/12/25 05:21:00 PM,36.55,,,,,
302,06/12/25 05:22:00 PM,36.47,,,,,
303,06/12/25 05:23:00 PM,36.24,,,,,
304,06/12/25 05:24:00 PM,36.24,,,,,
305,06/12/25 05:25:00 PM,36.16,,,,,
306,06/12/25 05:26:00 PM,36.01,,,,,
307,06/12/25 05:27:00 PM,35.70,,,,,
308,06/12/25 05:28:00 PM,35.39,,,,,
309,06/12/25 05:29:00 PM,34.93,,,,,
310,06/12/25 05:30:00 PM,34.54,,,,,
311,06/12/25 05:31:00 PM,34.16,,,,,
312,06/12/25 05:32:00 PM,33.93,,,,,
313,06/12/25 05:33:00 PM,33.85,,,,,
314,06/12/25 05:34:00 PM,33.85,,,,,
315,06/12/25 05:35:00 PM,34.00,,,,,
316,06/12/25 05:36:00 PM,33.93,,,,,
317,06/12/25 05:37:00 PM,33.85,,,,,
318,06/12/25 05:38:00 PM,33.62,,,,,
319,06/12/25 05:39:00 PM,33.54,,,,,
320,06/12/25 05:40:00 PM,33.54,,,,,
321,06/12/25 05:41:00 PM,33.46,,,,,
322,06/12/25 05:42:00 PM,33.38,,,,,
323,06/12/25 05:43:00 PM,33.38,,,,,
324,06/12/25 05:44:00 PM,33.38,,,,,
325,06/12/25 05:45:00 PM,33.31,,,,,
326,06/12/25 05:46:00 PM,33.23,,,,,
327,06/12/25 05:47:00 PM,33.15,,,,,
328,06/12/25 05:48:00 PM,33.08,,,,,
329,06/12/25 05:49:00 PM,33.08,,,,,
330,06/12/25 05:50:00 PM,33.08,,,,,
331,06/12/25 05:51:00 PM,33.08,,,,,
332,06/12/25 05:52:00 PM,33.08,,,,,
333,06/12/25 05:53:00 PM,33.15,,,,,
334,06/12/25 05:54:00 PM,33.23,,,,,
335,06/12/25 05:55:00 PM,33.15,,,,,
336,06/12/25 05:56:00 PM,33.23,,,,,
337,06/12/25 05:57:00 PM,33.15,,,,,
338,06/12/25 05:58:00 PM,33.15,,,,,
339,06/12/25 05:59:00 PM,33.15,,,,,
340,06/12/25 06:00:00 PM,33.15,,,,,
341,06/12/25 06:01:00 PM,33.23,,,,,
342,06/12/25 06:02:00 PM,33.15,,,,,
343,06/12/25 06:03:00 PM,33.15,,,,,
344,06/12/25 06:04:00 PM,33.08,,,,,
345,06/12/25 06:05:00 PM,33.00,,,,,
346,06/12/25 06:06:00 PM,32.92,,,,,
347,06/12/25 06:07:00 PM,32.84,,,,,
348,06/12/25 06:08:00 PM,32.84,,,,,
349,06/12/25 06:09:00 PM,32.77,,,,,
350,06/12/25 06:10:00 PM,32.69,,,,,
351,06/12/25 06:11:00 PM,32.69,,,,,
352,06/12/25 06:12:00 PM,32.61,,,,,
353,06/12/25 06:13:00 PM,32.61,,,,,
354,06/12/25 06:14:00 PM,32.61,,,,,
355,06/12/25 06:15:00 PM,32.61,,,,,
356,06/12/25 06:16:00 PM,32.61,,,,,
357,06/12/25 06:17:00 PM,32.54,,,,,
358,06/12/25 06:18:00 PM,32.46,,,,,
359,06/12/25 06:19:00 PM,32.54,,,,,
360,06/12/25 06:20:00 PM,32.54,,,,,
361,06/12/25 06:21:00 PM,32.54,,,,,
362,06/12/25 06:22:00 PM,32.46,,,,,
363,06/12/25 06:23:00 PM,32.61,,,,,
364,06/12/25 06:24:00 PM,32.61,,,,,
365,06/12/25 06:25:00 PM,32.77,,,,,
366,06/12/25 06:26:00 PM,32.61,,,,,
367,06/12/25 06:27:00 PM,32.69,,,,,
368,06/12/25 06:28:00 PM,32.77,,,,,
369,06/12/25 06:29:00 PM,32.77,,,,,
370,06/12/25 06:30:00 PM,32.77,,,,,
371,06/12/25 06:31:00 PM,32.77,,,,,
372,06/12/25 06:32:00 PM,32.84,,,,,
373,06/12/25 06:33:00 PM,32.77,,,,,
374,06/12/25 06:34:00 PM,32.61,,,,,
375,06/12/25 06:35:00 PM,32.69,,,,,
376,06/12/25 06:36:00 PM,32.69,,,,,
377,06/12/25 06:37:00 PM,32.61,,,,,
378,06/12/25 06:38:00 PM,32.61,,,,,
379,06/12/25 06:39:00 PM,32.54,,,,,
380,06/12/25 06:40:00 PM,32.61,,,,,
381,06/12/25 06:41:00 PM,32.54,,,,,
382,06/12/25 06:42:00 PM,32.61,,,,,
383,06/12/25 06:43:00 PM,32.54,,,,,
384,06/12/25 06:44:00 PM,32.54,,,,,
385,06/12/25 06:45:00 PM,32.54,,,,,
386,06/12/25 06:46:00 PM,32.54,,,,,
387,06/12/25 06:47:00 PM,32.46,,,,,
388,06/12/25 06:48:00 PM,32.46,,,,,
389,06/12/25 06:49:00 PM,32.46,,,,,
390,06/12/25 06:50:00 PM,32.46,,,,,
391,06/12/25 06:51:00 PM,32.46,,,,,
392,06/12/25 06:52:00 PM,32.46,,,,,
393,06/12/25 06:53:00 PM,32.38,,,,,
394,06/12/25 06:54:00 PM,32.38,,,,,
395,06/12/25 06:55:00 PM,32.38,,,,,
396,06/12/25 06:56:00 PM,32.38,,,,,
397,06/12/25 06:57:00 PM,32.30,,,,,
398,06/12/25 06:58:00 PM,32.38,,,,,
399,06/12/25 06:59:00 PM,32.46,,,,,
400,06/12/25 07:00:00 PM,32.38,,,,,
401,06/12/25 07:01:00 PM,32.54,,,,,
402,06/12/25 07:02:00 PM,32.46,,,,,
403,06/12/25 07:03:00 PM,32.46,,,,,
404,06/12/25 07:04:00 PM,32.46,,,,,
405,06/12/25 07:05:00 PM,32.38,,,,,
406,06/12/25 07:06:00 PM,32.54,,,,,
407,06/12/25 07:07:00 PM,32.46,,,,,
408,06/12/25 07:08:00 PM,32.54,,,,,
409,06/12/25 07:09:00 PM,32.61,,,,,
410,06/12/25 07:10:00 PM,32.54,,,,,
411,06/12/25 07:11:00 PM,32.61,,,,,
412,06/12/25 07:12:00 PM,32.54,,,,,
413,06/12/25 07:13:00 PM,32.54,,,,,
414,06/12/25 07:14:00 PM,32.54,,,,,
415,06/12/25 07:15:00 PM,32.61,,,,,
416,06/12/25 07:16:00 PM,32.61,,,,,
417,06/12/25 07:17:00 PM,32.54,,,,,
418,06/12/25 07:18:00 PM,32.54,,,,,
419,06/12/25 07:19:00 PM,32.61,,,,,
420,06/12/25 07:20:00 PM,32.61,,,,,
421,06/12/25 07:21:00 PM,32.69,,,,,
422,06/12/25 07:22:00 PM,32.77,,,,,
423,06/12/25 07:23:00 PM,32.77,,,,,
424,06/12/25 07:24:00 PM,32.77,,,,,
425,06/12/25 07:25:00 PM,32.77,,,,,
426,06/12/25 07:26:00 PM,32.69,,,,,
427,06/12/25 07:27:00 PM,32.61,,,,,
428,06/12/25 07:28:00 PM,32.54,,,,,
429,06/12/25 07:29:00 PM,32.54,,,,,
430,06/12/25 07:30:00 PM,32.54,,,,,
431,06/12/25 07:31:00 PM,32.69,,,,,
432,06/12/25 07:32:00 PM,32.54,,,,,
433,06/12/25 07:33:00 PM,32.46,,,,,
434,06/12/25 07:34:00 PM,32.46,,,,,
435,06/12/25 07:35:00 PM,32.54,,,,,
436,06/12/25 07:36:00 PM,32.54,,,,,
437,06/12/25 07:37:00 PM,32.54,,,,,
438,06/12/25 07:38:00 PM,32.54,,,,,
439,06/12/25 07:39:00 PM,32.54,,,,,
440,06/12/25 07:40:00 PM,32.54,,,,,
441,06/12/25 07:41:00 PM,32.38,,,,,
442,06/12/25 07:42:00 PM,32.38,,,,,
443,06/12/25 07:43:00 PM,32.46,,,,,
444,06/12/25 07:44:00 PM,32.46,,,,,
445,06/12/25 07:45:00 PM,32.61,,,,,
446,06/12/25 07:46:00 PM,32.61,,,,,
447,06/12/25 07:47:00 PM,32.54,,,,,
448,06/12/25 07:48:00 PM,32.54,,,,,
449,06/12/25 07:49:00 PM,32.61,,,,,
450,06/12/25 07:50:00 PM,32.54,,,,,
451,06/12/25 07:51:00 PM,32.54,,,,,
452,06/12/25 07:52:00 PM,32.38,,,,,
453,06/12/25 07:53:00 PM,32.46,,,,,
454,06/12/25 07:54:00 PM,32.54,,,,,
455,06/12/25 07:55:00 PM,32.46,,,,,
456,06/12/25 07:56:00 PM,32.46,,,,,
457,06/12/25 07:57:00 PM,32.38,,,,,
458,06/12/25 07:58:00 PM,32.38,,,,,
459,06/12/25 07:59:00 PM,32.46,,,,,
460,06/12/25 08:00:00 PM,32.38,,,,,
461,06/12/25 08:01:00 PM,32.30,,,,,
462,06/12/25 08:02:00 PM,32.38,,,,,
463,06/12/25 08:03:00 PM,32.30,,,,,
464,06/12/25 08:04:00 PM,32.30,,,,,
465,06/12/25 08:05:00 PM,32.38,,,,,
466,06/12/25 08:06:00 PM,32.46,,,,,
467,06/12/25 08:07:00 PM,32.30,,,,,
468,06/12/25 08:08:00 PM,32.46,,,,,
469,06/12/25 08:09:00 PM,32.38,,,,,
470,06/12/25 08:10:00 PM,32.38,,,,,
471,06/12/25 08:11:00 PM,32.30,,,,,
472,06/12/25 08:12:00 PM,32.23,,,,,
473,06/12/25 08:13:00 PM,32.30,,,,,
474,06/12/25 08:14:00 PM,32.30,,,,,
475,06/12/25 08:15:00 PM,32.38,,,,,
476,06/12/25 08:16:00 PM,32.23,,,,,
477,06/12/25 08:17:00 PM,32.30,,,,,
478,06/12/25 08:18:00 PM,32.23,,,,,
479,06/12/25 08:19:00 PM,32.23,,,,,
480,06/12/25 08:20:00 PM,32.23,,,,,
481,06/12/25 08:21:00 PM,32.23,,,,,
482,06/12/25 08:22:00 PM,32.38,,,,,
483,06/12/25 08:23:00 PM,32.30,,,,,
484,06/12/25 08:24:00 PM,32.38,,,,,
485,06/12/25 08:25:00 PM,32.30,,,,,
486,06/12/25 08:26:00 PM,32.30,,,,,
487,06/12/25 08:27:00 PM,32.23,,,,,
488,06/12/25 08:28:00 PM,32.30,,,,,
489,06/12/25 08:29:00 PM,32.38,,,,,
490,06/12/25 08:30:00 PM,32.30,,,,,
491,06/12/25 08:31:00 PM,32.30,,,,,
492,06/12/25 08:32:00 PM,32.23,,,,,
493,06/12/25 08:33:00 PM,32.30,,,,,
494,06/12/25 08:34:00 PM,32.30,,,,,
495,06/12/25 08:35:00 PM,32.30,,,,,
496,06/12/25 08:36:00 PM,32.30,,,,,
497,06/12/25 08:37:00 PM,32.30,,,,,
498,06/12/25 08:38:00 PM,32.46,,,,,
499,06/12/25 08:39:00 PM,32.38,,,,,
500,06/12/25 08:40:00 PM,32.30,,,,,
501,06/12/25 08:41:00 PM,32.30,,,,,
502,06/12/25 08:42:00 PM,32.30,,,,,
503,06/12/25 08:43:00 PM,32.23,,,,,
504,06/12/25 08:44:00 PM,32.30,,,,,
505,06/12/25 08:45:00 PM,32.30,,,,,
506,06/12/25 08:46:00 PM,32.30,,,,,
507,06/12/25 08:47:00 PM,32.38,,,,,
508,06/12/25 08:48:00 PM,32.23,,,,,
509,06/12/25 08:49:00 PM,32.38,,,,,
510,06/12/25 08:50:00 PM,32.30,,,,,
511,06/12/25 08:51:00 PM,32.38,,,,,
512,06/12/25 08:52:00 PM,32.38,,,,,
513,06/12/25 08:53:00 PM,32.30,,,,,
514,06/12/25 08:54:00 PM,32.23,,,,,
515,06/12/25 08:55:00 PM,32.23,,,,,
516,06/12/25 08:56:00 PM,32.30,,,,,
517,06/12/25 08:57:00 PM,32.30,,,,,
518,06/12/25 08:58:00 PM,32.30,,,,,
519,06/12/25 08:59:00 PM,32.23,,,,,
520,06/12/25 09:00:00 PM,32.30,,,,,
521,06/12/25 09:01:00 PM,32.23,,,,,
522,06/12/25 09:02:00 PM,32.30,,,,,
