"Plot Title: E01 2m"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 22133653, SEN S/N: 22133653)","Button Down (LGR S/N: 22133653, SEN S/N: 22133653)","Button Up (LGR S/N: 22133653, SEN S/N: 22133653)","Host Connected (LGR S/N: 22133653, SEN S/N: 22133653)","Stopped (LGR S/N: 22133653, SEN S/N: 22133653)","End Of File (LGR S/N: 22133653, SEN S/N: 22133653)"
167,06/21/25 07:09:00 PM,49.52,,,,,
168,06/21/25 07:10:00 PM,49.22,,,,,
169,06/21/25 07:11:00 PM,48.98,,,,,
170,06/21/25 07:12:00 PM,48.91,,,,,
171,06/21/25 07:13:00 PM,48.67,,,,,
172,06/21/25 07:14:00 PM,48.75,,,,,
173,06/21/25 07:15:00 PM,48.75,,,,,
174,06/21/25 07:16:00 PM,48.37,,,,,
175,06/21/25 07:17:00 PM,48.21,,,,,
176,06/21/25 07:18:00 PM,48.06,,,,,
177,06/21/25 07:19:00 PM,47.67,,,,,
178,06/21/25 07:20:00 PM,47.52,,,,,
179,06/21/25 07:21:00 PM,47.21,,,,,
180,06/21/25 07:22:00 PM,47.05,,,,,
181,06/21/25 07:23:00 PM,46.82,,,,,
182,06/21/25 07:24:00 PM,46.44,,,,,
183,06/21/25 07:25:00 PM,46.28,,,,,
184,06/21/25 07:26:00 PM,46.05,,,,,
185,06/21/25 07:27:00 PM,45.82,,,,,
186,06/21/25 07:28:00 PM,45.28,,,,,
187,06/21/25 07:29:00 PM,45.12,,,,,
188,06/21/25 07:30:00 PM,44.81,,,,,
189,06/21/25 07:31:00 PM,44.58,,,,,
190,06/21/25 07:32:00 PM,44.58,,,,,
191,06/21/25 07:33:00 PM,44.50,,,,,
192,06/21/25 07:34:00 PM,44.66,,,,,
193,06/21/25 07:35:00 PM,44.58,,,,,
194,06/21/25 07:36:00 PM,44.89,,,,,
195,06/21/25 07:37:00 PM,44.81,,,,,
196,06/21/25 07:38:00 PM,44.89,,,,,
197,06/21/25 07:39:00 PM,44.81,,,,,
198,06/21/25 07:40:00 PM,44.89,,,,,
199,06/21/25 07:41:00 PM,45.20,,,,,
200,06/21/25 07:42:00 PM,45.28,,,,,
201,06/21/25 07:43:00 PM,45.59,,,,,
202,06/21/25 07:44:00 PM,45.74,,,,,
203,06/21/25 07:45:00 PM,46.20,,,,,
204,06/21/25 07:46:00 PM,46.44,,,,,
205,06/21/25 07:47:00 PM,46.59,,,,,
206,06/21/25 07:48:00 PM,46.82,,,,,
207,06/21/25 07:49:00 PM,46.59,,,,,
208,06/21/25 07:50:00 PM,46.74,,,,,
209,06/21/25 07:51:00 PM,46.90,,,,,
210,06/21/25 07:52:00 PM,47.28,,,,,
211,06/21/25 07:53:00 PM,47.67,,,,,
212,06/21/25 07:54:00 PM,47.59,,,,,
213,06/21/25 07:55:00 PM,47.75,,,,,
214,06/21/25 07:56:00 PM,47.75,,,,,
215,06/21/25 07:57:00 PM,47.75,,,,,
216,06/21/25 07:58:00 PM,47.75,,,,,
217,06/21/25 07:59:00 PM,47.90,,,,,
218,06/21/25 08:00:00 PM,48.21,,,,,
219,06/21/25 08:01:00 PM,48.13,,,,,
220,06/21/25 08:02:00 PM,48.13,,,,,
221,06/21/25 08:03:00 PM,48.06,,,,,
222,06/21/25 08:04:00 PM,47.98,,,,,
223,06/21/25 08:05:00 PM,47.90,,,,,
224,06/21/25 08:06:00 PM,47.75,,,,,
225,06/21/25 08:07:00 PM,47.67,,,,,
226,06/21/25 08:08:00 PM,47.67,,,,,
227,06/21/25 08:09:00 PM,47.52,,,,,
228,06/21/25 08:10:00 PM,47.28,,,,,
229,06/21/25 08:11:00 PM,47.05,,,,,
230,06/21/25 08:12:00 PM,46.98,,,,,
231,06/21/25 08:13:00 PM,46.67,,,,,
232,06/21/25 08:14:00 PM,46.67,,,,,
233,06/21/25 08:15:00 PM,46.67,,,,,
234,06/21/25 08:16:00 PM,46.90,,,,,
235,06/21/25 08:17:00 PM,46.82,,,,,
236,06/21/25 08:18:00 PM,46.82,,,,,
237,06/21/25 08:19:00 PM,46.82,,,,,
238,06/21/25 08:20:00 PM,46.51,,,,,
239,06/21/25 08:21:00 PM,46.28,,,,,
240,06/21/25 08:22:00 PM,46.13,,,,,
241,06/21/25 08:23:00 PM,45.97,,,,,
242,06/21/25 08:24:00 PM,46.13,,,,,
243,06/21/25 08:25:00 PM,45.89,,,,,
244,06/21/25 08:26:00 PM,45.66,,,,,
245,06/21/25 08:27:00 PM,45.51,,,,,
246,06/21/25 08:28:00 PM,45.43,,,,,
247,06/21/25 08:29:00 PM,45.35,,,,,
248,06/21/25 08:30:00 PM,45.43,,,,,
249,06/21/25 08:31:00 PM,45.74,,,,,
250,06/21/25 08:32:00 PM,46.05,,,,,
251,06/21/25 08:33:00 PM,46.28,,,,,
252,06/21/25 08:34:00 PM,46.36,,,,,
253,06/21/25 08:35:00 PM,46.44,,,,,
254,06/21/25 08:36:00 PM,46.20,,,,,
255,06/21/25 08:37:00 PM,45.82,,,,,
256,06/21/25 08:38:00 PM,45.82,,,,,
257,06/21/25 08:39:00 PM,45.82,,,,,
258,06/21/25 08:40:00 PM,45.74,,,,,
259,06/21/25 08:41:00 PM,45.74,,,,,
260,06/21/25 08:42:00 PM,45.74,,,,,
261,06/21/25 08:43:00 PM,45.89,,,,,
262,06/21/25 08:44:00 PM,46.05,,,,,
263,06/21/25 08:45:00 PM,46.13,,,,,
264,06/21/25 08:46:00 PM,45.97,,,,,
265,06/21/25 08:47:00 PM,46.13,,,,,
266,06/21/25 08:48:00 PM,46.05,,,,,
267,06/21/25 08:49:00 PM,45.97,,,,,
268,06/21/25 08:50:00 PM,45.97,,,,,
269,06/21/25 08:51:00 PM,45.66,,,,,
270,06/21/25 08:52:00 PM,45.51,,,,,
271,06/21/25 08:53:00 PM,45.28,,,,,
272,06/21/25 08:54:00 PM,45.05,,,,,
273,06/21/25 08:55:00 PM,44.89,,,,,
274,06/21/25 08:56:00 PM,44.89,,,,,
275,06/21/25 08:57:00 PM,44.81,,,,,
276,06/21/25 08:58:00 PM,44.89,,,,,
277,06/21/25 08:59:00 PM,45.12,,,,,
278,06/21/25 09:00:00 PM,45.28,,,,,
279,06/21/25 09:01:00 PM,45.20,,,,,
280,06/21/25 09:02:00 PM,45.28,,,,,
281,06/21/25 09:03:00 PM,45.20,,,,,
282,06/21/25 09:04:00 PM,45.20,,,,,
283,06/21/25 09:05:00 PM,45.05,,,,,
284,06/21/25 09:06:00 PM,45.12,,,,,
285,06/21/25 09:07:00 PM,45.20,,,,,
286,06/21/25 09:08:00 PM,45.12,,,,,
287,06/21/25 09:09:00 PM,45.20,,,,,
288,06/21/25 09:10:00 PM,45.51,,,,,
289,06/21/25 09:11:00 PM,45.74,,,,,
290,06/21/25 09:12:00 PM,45.74,,,,,
291,06/21/25 09:13:00 PM,45.59,,,,,
292,06/21/25 09:14:00 PM,45.35,,,,,
293,06/21/25 09:15:00 PM,45.12,,,,,
294,06/21/25 09:16:00 PM,45.12,,,,,
295,06/21/25 09:17:00 PM,45.20,,,,,
296,06/21/25 09:18:00 PM,45.12,,,,,
297,06/21/25 09:19:00 PM,44.97,,,,,
298,06/21/25 09:20:00 PM,44.58,,,,,
299,06/21/25 09:21:00 PM,44.35,,,,,
300,06/21/25 09:22:00 PM,44.35,,,,,
301,06/21/25 09:23:00 PM,44.43,,,,,
302,06/21/25 09:24:00 PM,44.35,,,,,
303,06/21/25 09:25:00 PM,44.35,,,,,
304,06/21/25 09:26:00 PM,44.20,,,,,
305,06/21/25 09:27:00 PM,43.96,,,,,
306,06/21/25 09:28:00 PM,43.58,,,,,
307,06/21/25 09:29:00 PM,43.27,,,,,
308,06/21/25 09:30:00 PM,43.04,,,,,
309,06/21/25 09:31:00 PM,42.96,,,,,
310,06/21/25 09:32:00 PM,42.96,,,,,
311,06/21/25 09:33:00 PM,42.96,,,,,
312,06/21/25 09:34:00 PM,42.96,,,,,
313,06/21/25 09:35:00 PM,42.96,,,,,
314,06/21/25 09:36:00 PM,42.96,,,,,
315,06/21/25 09:37:00 PM,42.81,,,,,
316,06/21/25 09:38:00 PM,42.65,,,,,
317,06/21/25 09:39:00 PM,42.57,,,,,
318,06/21/25 09:40:00 PM,42.65,,,,,
319,06/21/25 09:41:00 PM,42.65,,,,,
320,06/21/25 09:42:00 PM,42.65,,,,,
321,06/21/25 09:43:00 PM,42.81,,,,,
322,06/21/25 09:44:00 PM,42.50,,,,,
323,06/21/25 09:45:00 PM,42.42,,,,,
324,06/21/25 09:46:00 PM,42.57,,,,,
325,06/21/25 09:47:00 PM,42.88,,,,,
326,06/21/25 09:48:00 PM,42.96,,,,,
327,06/21/25 09:49:00 PM,42.81,,,,,
328,06/21/25 09:50:00 PM,42.50,,,,,
329,06/21/25 09:51:00 PM,42.57,,,,,
330,06/21/25 09:52:00 PM,42.42,,,,,
331,06/21/25 09:53:00 PM,42.57,,,,,
332,06/21/25 09:54:00 PM,42.65,,,,,
333,06/21/25 09:55:00 PM,42.65,,,,,
334,06/21/25 09:56:00 PM,42.65,,,,,
335,06/21/25 09:57:00 PM,42.73,,,,,
336,06/21/25 09:58:00 PM,43.11,,,,,
337,06/21/25 09:59:00 PM,43.27,,,,,
338,06/21/25 10:00:00 PM,43.50,,,,,
339,06/21/25 10:01:00 PM,43.58,,,,,
340,06/21/25 10:02:00 PM,43.66,,,,,
341,06/21/25 10:03:00 PM,43.50,,,,,
342,06/21/25 10:04:00 PM,43.35,,,,,
343,06/21/25 10:05:00 PM,43.42,,,,,
344,06/21/25 10:06:00 PM,43.50,,,,,
345,06/21/25 10:07:00 PM,43.50,,,,,
346,06/21/25 10:08:00 PM,43.58,,,,,
347,06/21/25 10:09:00 PM,43.58,,,,,
348,06/21/25 10:10:00 PM,43.73,,,,,
349,06/21/25 10:11:00 PM,43.58,,,,,
350,06/21/25 10:12:00 PM,43.50,,,,,
351,06/21/25 10:13:00 PM,43.50,,,,,
352,06/21/25 10:14:00 PM,43.58,,,,,
353,06/21/25 10:15:00 PM,43.50,,,,,
354,06/21/25 10:16:00 PM,43.58,,,,,
355,06/21/25 10:17:00 PM,43.50,,,,,
356,06/21/25 10:18:00 PM,43.27,,,,,
357,06/21/25 10:19:00 PM,43.19,,,,,
358,06/21/25 10:20:00 PM,43.19,,,,,
359,06/21/25 10:21:00 PM,43.04,,,,,
360,06/21/25 10:22:00 PM,42.96,,,,,
361,06/21/25 10:23:00 PM,42.81,,,,,
362,06/21/25 10:24:00 PM,42.50,,,,,
363,06/21/25 10:25:00 PM,42.19,,,,,
364,06/21/25 10:26:00 PM,42.03,,,,,
365,06/21/25 10:27:00 PM,41.96,,,,,
366,06/21/25 10:28:00 PM,41.80,,,,,
367,06/21/25 10:29:00 PM,41.72,,,,,
368,06/21/25 10:30:00 PM,41.26,,,,,
369,06/21/25 10:31:00 PM,40.80,,,,,
370,06/21/25 10:32:00 PM,40.41,,,,,
371,06/21/25 10:33:00 PM,40.33,,,,,
372,06/21/25 10:34:00 PM,40.18,,,,,
373,06/21/25 10:35:00 PM,39.72,,,,,
374,06/21/25 10:36:00 PM,39.41,,,,,
375,06/21/25 10:37:00 PM,39.56,,,,,
376,06/21/25 10:38:00 PM,39.56,,,,,
377,06/21/25 10:39:00 PM,39.56,,,,,
378,06/21/25 10:40:00 PM,39.56,,,,,
379,06/21/25 10:41:00 PM,39.64,,,,,
380,06/21/25 10:42:00 PM,39.64,,,,,
381,06/21/25 10:43:00 PM,39.49,,,,,
382,06/21/25 10:44:00 PM,39.49,,,,,
383,06/21/25 10:45:00 PM,39.41,,,,,
384,06/21/25 10:46:00 PM,39.33,,,,,
385,06/21/25 10:47:00 PM,39.41,,,,,
386,06/21/25 10:48:00 PM,39.41,,,,,
387,06/21/25 10:49:00 PM,39.41,,,,,
388,06/21/25 10:50:00 PM,39.49,,,,,
389,06/21/25 10:51:00 PM,39.49,,,,,
390,06/21/25 10:52:00 PM,39.49,,,,,
391,06/21/25 10:53:00 PM,39.64,,,,,
392,06/21/25 10:54:00 PM,39.87,,,,,
393,06/21/25 10:55:00 PM,39.79,,,,,
394,06/21/25 10:56:00 PM,39.72,,,,,
395,06/21/25 10:57:00 PM,39.79,,,,,
396,06/21/25 10:58:00 PM,39.87,,,,,
397,06/21/25 10:59:00 PM,39.79,,,,,
398,06/21/25 11:00:00 PM,39.72,,,,,
399,06/21/25 11:01:00 PM,39.64,,,,,
400,06/21/25 11:02:00 PM,39.41,,,,,
401,06/21/25 11:03:00 PM,39.64,,,,,
402,06/21/25 11:04:00 PM,39.72,,,,,
403,06/21/25 11:05:00 PM,39.72,,,,,
404,06/21/25 11:06:00 PM,39.79,,,,,
405,06/21/25 11:07:00 PM,39.95,,,,,
406,06/21/25 11:08:00 PM,39.95,,,,,
407,06/21/25 11:09:00 PM,39.72,,,,,
408,06/21/25 11:10:00 PM,39.79,,,,,
409,06/21/25 11:11:00 PM,39.95,,,,,
410,06/21/25 11:12:00 PM,40.33,,,,,
411,06/21/25 11:13:00 PM,40.72,,,,,
412,06/21/25 11:14:00 PM,41.26,,,,,
413,06/21/25 11:15:00 PM,41.18,,,,,
414,06/21/25 11:16:00 PM,41.26,,,,,
415,06/21/25 11:17:00 PM,41.34,,,,,
416,06/21/25 11:18:00 PM,41.34,,,,,
417,06/21/25 11:19:00 PM,41.88,,,,,
418,06/21/25 11:20:00 PM,42.34,,,,,
419,06/21/25 11:21:00 PM,42.88,,,,,
420,06/21/25 11:22:00 PM,43.11,,,,,
421,06/21/25 11:23:00 PM,43.35,,,,,
422,06/21/25 11:24:00 PM,43.42,,,,,
423,06/21/25 11:25:00 PM,43.42,,,,,
424,06/21/25 11:26:00 PM,43.27,,,,,
425,06/21/25 11:27:00 PM,43.11,,,,,
426,06/21/25 11:28:00 PM,43.27,,,,,
427,06/21/25 11:29:00 PM,43.19,,,,,
428,06/21/25 11:30:00 PM,43.35,,,,,
429,06/21/25 11:31:00 PM,43.42,,,,,
430,06/21/25 11:32:00 PM,43.35,,,,,
431,06/21/25 11:33:00 PM,43.19,,,,,
432,06/21/25 11:34:00 PM,43.04,,,,,
433,06/21/25 11:35:00 PM,42.81,,,,,
434,06/21/25 11:36:00 PM,42.57,,,,,
435,06/21/25 11:37:00 PM,42.27,,,,,
436,06/21/25 11:38:00 PM,42.03,,,,,
437,06/21/25 11:39:00 PM,41.96,,,,,
438,06/21/25 11:40:00 PM,42.11,,,,,
439,06/21/25 11:41:00 PM,42.19,,,,,
440,06/21/25 11:42:00 PM,42.50,,,,,
441,06/21/25 11:43:00 PM,42.81,,,,,
442,06/21/25 11:44:00 PM,43.11,,,,,
443,06/21/25 11:45:00 PM,43.11,,,,,
444,06/21/25 11:46:00 PM,43.19,,,,,
445,06/21/25 11:47:00 PM,43.04,,,,,
446,06/21/25 11:48:00 PM,42.73,,,,,
447,06/21/25 11:49:00 PM,42.27,,,,,
448,06/21/25 11:50:00 PM,41.80,,,,,
449,06/21/25 11:51:00 PM,41.88,,,,,
450,06/21/25 11:52:00 PM,41.96,,,,,
451,06/21/25 11:53:00 PM,41.88,,,,,
452,06/21/25 11:54:00 PM,41.72,,,,,
453,06/21/25 11:55:00 PM,41.72,,,,,
454,06/21/25 11:56:00 PM,41.80,,,,,
455,06/21/25 11:57:00 PM,41.80,,,,,
456,06/21/25 11:58:00 PM,41.72,,,,,
457,06/21/25 11:59:00 PM,41.26,,,,,
458,06/22/25 12:00:00 AM,41.03,,,,,
459,06/22/25 12:01:00 AM,41.11,,,,,
460,06/22/25 12:02:00 AM,40.72,,,,,
461,06/22/25 12:03:00 AM,40.26,,,,,
462,06/22/25 12:04:00 AM,39.79,,,,,
463,06/22/25 12:05:00 AM,39.87,,,,,
464,06/22/25 12:06:00 AM,39.87,,,,,
465,06/22/25 12:07:00 AM,40.18,,,,,
466,06/22/25 12:08:00 AM,40.33,,,,,
467,06/22/25 12:09:00 AM,40.64,,,,,
468,06/22/25 12:10:00 AM,41.11,,,,,
469,06/22/25 12:11:00 AM,41.57,,,,,
470,06/22/25 12:12:00 AM,42.03,,,,,
471,06/22/25 12:13:00 AM,42.42,,,,,
472,06/22/25 12:14:00 AM,42.81,,,,,
473,06/22/25 12:15:00 AM,43.04,,,,,
474,06/22/25 12:16:00 AM,43.35,,,,,
475,06/22/25 12:17:00 AM,43.50,,,,,
476,06/22/25 12:18:00 AM,43.58,,,,,
477,06/22/25 12:19:00 AM,43.89,,,,,
478,06/22/25 12:20:00 AM,44.04,,,,,
479,06/22/25 12:21:00 AM,44.20,,,,,
480,06/22/25 12:22:00 AM,44.27,,,,,
481,06/22/25 12:23:00 AM,44.43,,,,,
482,06/22/25 12:24:00 AM,44.74,,,,,
483,06/22/25 12:25:00 AM,44.81,,,,,
484,06/22/25 12:26:00 AM,44.81,,,,,
485,06/22/25 12:27:00 AM,45.05,,,,,
486,06/22/25 12:28:00 AM,45.28,,,,,
487,06/22/25 12:29:00 AM,45.35,,,,,
488,06/22/25 12:30:00 AM,45.66,,,,,
489,06/22/25 12:31:00 AM,45.74,,,,,
490,06/22/25 12:32:00 AM,45.35,,,,,
491,06/22/25 12:33:00 AM,45.43,,,,,
492,06/22/25 12:34:00 AM,45.59,,,,,
493,06/22/25 12:35:00 AM,45.43,,,,,
494,06/22/25 12:36:00 AM,45.59,,,,,
495,06/22/25 12:37:00 AM,45.59,,,,,
496,06/22/25 12:38:00 AM,45.43,,,,,
497,06/22/25 12:39:00 AM,45.35,,,,,
498,06/22/25 12:40:00 AM,45.51,,,,,
499,06/22/25 12:41:00 AM,45.51,,,,,
500,06/22/25 12:42:00 AM,45.28,,,,,
501,06/22/25 12:43:00 AM,44.97,,,,,
502,06/22/25 12:44:00 AM,44.89,,,,,
503,06/22/25 12:45:00 AM,44.81,,,,,
504,06/22/25 12:46:00 AM,44.35,,,,,
505,06/22/25 12:47:00 AM,43.81,,,,,
506,06/22/25 12:48:00 AM,43.50,,,,,
507,06/22/25 12:49:00 AM,43.42,,,,,
508,06/22/25 12:50:00 AM,43.58,,,,,
509,06/22/25 12:51:00 AM,44.04,,,,,
510,06/22/25 12:52:00 AM,44.12,,,,,
511,06/22/25 12:53:00 AM,44.12,,,,,
512,06/22/25 12:54:00 AM,44.20,,,,,
513,06/22/25 12:55:00 AM,44.27,,,,,
514,06/22/25 12:56:00 AM,43.96,,,,,
515,06/22/25 12:57:00 AM,43.19,,,,,
516,06/22/25 12:58:00 AM,42.50,,,,,
517,06/22/25 12:59:00 AM,42.34,,,,,
518,06/22/25 01:00:00 AM,42.19,,,,,
519,06/22/25 01:01:00 AM,42.03,,,,,
520,06/22/25 01:02:00 AM,41.88,,,,,
521,06/22/25 01:03:00 AM,42.03,,,,,
522,06/22/25 01:04:00 AM,41.96,,,,,
