"Plot Title: 10383462"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10383462, SEN S/N: 10383462)","Intensity, lum/ft² (LGR S/N: 10383462, SEN S/N: 10383462)","Coupler Attached (LGR S/N: 10383462, SEN S/N: 10383462)","Host Connected (LGR S/N: 10383462, SEN S/N: 10383462)","Stopped (LGR S/N: 10383462, SEN S/N: 10383462)","End Of File (LGR S/N: 10383462, SEN S/N: 10383462)"
178,06/22/25 10:45:00 PM,45.648,0.0,,,,
179,06/22/25 10:50:00 PM,45.466,0.0,,,,
180,06/22/25 10:55:00 PM,45.104,0.0,,,,
181,06/22/25 11:00:00 PM,44.922,0.0,,,,
182,06/22/25 11:05:00 PM,44.742,0.0,,,,
183,06/22/25 11:10:00 PM,44.560,0.0,,,,
184,06/22/25 11:15:00 PM,44.379,0.0,,,,
185,06/22/25 11:20:00 PM,44.195,0.0,,,,
186,06/22/25 11:25:00 PM,44.013,0.0,,,,
187,06/22/25 11:30:00 PM,43.648,0.0,,,,
188,06/22/25 11:35:00 PM,43.466,0.0,,,,
189,06/22/25 11:40:00 PM,43.282,0.0,,,,
190,06/22/25 11:45:00 PM,43.099,0.0,,,,
191,06/22/25 11:50:00 PM,42.915,0.0,,,,
192,06/22/25 11:55:00 PM,42.732,0.0,,,,
193,06/23/25 12:00:00 AM,42.548,0.0,,,,
194,06/23/25 12:05:00 AM,42.363,0.0,,,,
195,06/23/25 12:10:00 AM,42.179,0.0,,,,
196,06/23/25 12:15:00 AM,41.994,0.0,,,,
197,06/23/25 12:20:00 AM,41.810,0.0,,,,
198,06/23/25 12:25:00 AM,41.810,0.0,,,,
199,06/23/25 12:30:00 AM,41.625,0.0,,,,
200,06/23/25 12:35:00 AM,41.439,0.0,,,,
201,06/23/25 12:40:00 AM,41.439,0.0,,,,
202,06/23/25 12:45:00 AM,41.254,0.0,,,,
203,06/23/25 12:50:00 AM,41.067,0.0,,,,
204,06/23/25 12:55:00 AM,41.067,0.0,,,,
205,06/23/25 01:00:00 AM,40.881,0.0,,,,
206,06/23/25 01:05:00 AM,40.696,0.0,,,,
207,06/23/25 01:10:00 AM,40.696,0.0,,,,
208,06/23/25 01:15:00 AM,40.509,0.0,,,,
209,06/23/25 01:20:00 AM,40.509,0.0,,,,
210,06/23/25 01:25:00 AM,40.321,0.0,,,,
211,06/23/25 01:30:00 AM,40.321,0.0,,,,
212,06/23/25 01:35:00 AM,40.134,0.0,,,,
213,06/23/25 01:40:00 AM,40.134,0.0,,,,
214,06/23/25 01:45:00 AM,39.947,0.0,,,,
215,06/23/25 01:50:00 AM,39.947,0.0,,,,
216,06/23/25 01:55:00 AM,39.760,0.0,,,,
217,06/23/25 02:00:00 AM,39.760,0.0,,,,
218,06/23/25 02:05:00 AM,39.573,0.0,,,,
219,06/23/25 02:10:00 AM,39.573,0.0,,,,
220,06/23/25 02:15:00 AM,39.573,0.0,,,,
221,06/23/25 02:20:00 AM,39.384,0.0,,,,
222,06/23/25 02:25:00 AM,39.384,0.0,,,,
223,06/23/25 02:30:00 AM,39.196,0.0,,,,
224,06/23/25 02:35:00 AM,39.196,0.0,,,,
225,06/23/25 02:40:00 AM,39.196,0.0,,,,
226,06/23/25 02:45:00 AM,39.007,0.0,,,,
227,06/23/25 02:50:00 AM,39.007,0.0,,,,
228,06/23/25 02:55:00 AM,38.818,0.0,,,,
229,06/23/25 03:00:00 AM,38.818,0.0,,,,
230,06/23/25 03:05:00 AM,38.818,0.0,,,,
231,06/23/25 03:10:00 AM,38.818,0.0,,,,
232,06/23/25 03:15:00 AM,38.629,0.0,,,,
233,06/23/25 03:20:00 AM,38.629,0.0,,,,
234,06/23/25 03:25:00 AM,38.629,0.0,,,,
235,06/23/25 03:30:00 AM,38.629,0.0,,,,
236,06/23/25 03:35:00 AM,38.629,0.0,,,,
237,06/23/25 03:40:00 AM,38.629,0.0,,,,
238,06/23/25 03:45:00 AM,38.440,0.0,,,,
239,06/23/25 03:50:00 AM,38.440,0.0,,,,
240,06/23/25 03:55:00 AM,38.440,0.0,,,,
241,06/23/25 04:00:00 AM,38.440,0.0,,,,
242,06/23/25 04:05:00 AM,38.440,0.0,,,,
243,06/23/25 04:10:00 AM,38.440,0.0,,,,
244,06/23/25 04:15:00 AM,38.440,0.0,,,,
245,06/23/25 04:20:00 AM,38.250,0.0,,,,
246,06/23/25 04:25:00 AM,38.250,0.0,,,,
247,06/23/25 04:30:00 AM,38.250,0.0,,,,
248,06/23/25 04:35:00 AM,38.250,0.0,,,,
249,06/23/25 04:40:00 AM,38.250,0.0,,,,
250,06/23/25 04:45:00 AM,38.061,0.0,,,,
251,06/23/25 04:50:00 AM,38.629,0.0,,,,
252,06/23/25 04:55:00 AM,39.007,0.0,,,,
253,06/23/25 05:00:00 AM,39.007,0.0,,,,
254,06/23/25 05:05:00 AM,39.007,0.0,,,,
255,06/23/25 05:10:00 AM,39.196,0.0,,,,
256,06/23/25 05:15:00 AM,39.384,0.0,,,,
257,06/23/25 05:20:00 AM,39.384,0.0,,,,
258,06/23/25 05:25:00 AM,39.573,0.0,,,,
259,06/23/25 05:30:00 AM,39.573,0.0,,,,
260,06/23/25 05:35:00 AM,39.760,0.0,,,,
261,06/23/25 05:40:00 AM,39.947,0.0,,,,
262,06/23/25 05:45:00 AM,40.134,0.0,,,,
263,06/23/25 05:50:00 AM,39.760,0.0,,,,
264,06/23/25 05:55:00 AM,40.134,0.0,,,,
265,06/23/25 06:00:00 AM,42.548,0.0,,,,
266,06/23/25 06:05:00 AM,42.179,0.0,,,,
267,06/23/25 06:10:00 AM,39.947,0.0,,,,
268,06/23/25 06:15:00 AM,39.573,0.0,,,,
269,06/23/25 06:20:00 AM,41.625,0.0,,,,
270,06/23/25 06:25:00 AM,41.994,0.0,,,,
271,06/23/25 06:30:00 AM,42.548,0.0,,,,
272,06/23/25 06:35:00 AM,43.648,0.0,,,,
273,06/23/25 06:40:00 AM,43.466,0.0,,,,
274,06/23/25 06:45:00 AM,41.994,0.0,,,,
275,06/23/25 06:50:00 AM,41.254,0.0,,,,
276,06/23/25 06:55:00 AM,42.179,0.0,,,,
277,06/23/25 07:00:00 AM,42.915,0.0,,,,
278,06/23/25 07:05:00 AM,46.188,0.0,,,,
279,06/23/25 07:10:00 AM,45.648,0.0,,,,
280,06/23/25 07:15:00 AM,45.648,0.0,,,,
281,06/23/25 07:20:00 AM,44.560,0.0,,,,
282,06/23/25 07:25:00 AM,44.560,0.0,,,,
283,06/23/25 07:30:00 AM,44.922,0.0,,,,
284,06/23/25 07:35:00 AM,45.286,0.0,,,,
285,06/23/25 07:40:00 AM,46.908,0.0,,,,
286,06/23/25 07:45:00 AM,45.286,0.0,,,,
287,06/23/25 07:50:00 AM,45.286,0.0,,,,
288,06/23/25 07:55:00 AM,44.922,0.0,,,,
289,06/23/25 08:00:00 AM,44.195,0.0,,,,
290,06/23/25 08:05:00 AM,44.013,0.0,,,,
291,06/23/25 08:10:00 AM,44.013,0.0,,,,
292,06/23/25 08:15:00 AM,44.560,0.0,,,,
293,06/23/25 08:20:00 AM,44.742,0.0,,,,
294,06/23/25 08:25:00 AM,45.286,0.0,,,,
295,06/23/25 08:30:00 AM,47.802,0.0,,,,
296,06/23/25 08:35:00 AM,48.871,0.0,,,,
297,06/23/25 08:40:00 AM,46.728,0.0,,,,
298,06/23/25 08:45:00 AM,46.548,0.0,,,,
299,06/23/25 08:50:00 AM,47.624,0.0,,,,
300,06/23/25 08:55:00 AM,48.339,0.0,,,,
301,06/23/25 09:00:00 AM,47.982,0.0,,,,
302,06/23/25 09:05:00 AM,47.982,0.0,,,,
303,06/23/25 09:10:00 AM,49.937,0.0,,,,
304,06/23/25 09:15:00 AM,50.113,0.0,,,,
305,06/23/25 09:20:00 AM,49.228,0.0,,,,
306,06/23/25 09:25:00 AM,49.937,0.0,,,,
307,06/23/25 09:30:00 AM,48.695,0.0,,,,
308,06/23/25 09:35:00 AM,48.339,0.0,,,,
309,06/23/25 09:40:00 AM,48.339,0.0,,,,
310,06/23/25 09:45:00 AM,49.404,0.0,,,,
311,06/23/25 09:50:00 AM,49.404,0.0,,,,
312,06/23/25 09:55:00 AM,49.050,0.0,,,,
313,06/23/25 10:00:00 AM,48.695,0.0,,,,
314,06/23/25 10:05:00 AM,46.728,0.0,,,,
315,06/23/25 10:10:00 AM,44.742,0.0,,,,
316,06/23/25 10:15:00 AM,43.831,0.0,,,,
317,06/23/25 10:20:00 AM,44.742,0.0,,,,
318,06/23/25 10:25:00 AM,46.188,0.0,,,,
319,06/23/25 10:30:00 AM,47.266,0.0,,,,
320,06/23/25 10:35:00 AM,47.624,0.0,,,,
321,06/23/25 10:40:00 AM,47.624,0.0,,,,
322,06/23/25 10:45:00 AM,49.050,0.0,,,,
323,06/23/25 10:50:00 AM,47.802,0.0,,,,
324,06/23/25 10:55:00 AM,47.266,0.0,,,,
325,06/23/25 11:00:00 AM,47.802,0.0,,,,
326,06/23/25 11:05:00 AM,48.339,0.0,,,,
327,06/23/25 11:10:00 AM,48.517,0.0,,,,
328,06/23/25 11:15:00 AM,50.113,0.0,,,,
329,06/23/25 11:20:00 AM,48.160,0.0,,,,
330,06/23/25 11:25:00 AM,48.517,0.0,,,,
331,06/23/25 11:30:00 AM,47.446,0.0,,,,
332,06/23/25 11:35:00 AM,44.742,0.0,,,,
333,06/23/25 11:40:00 AM,44.560,0.0,,,,
334,06/23/25 11:45:00 AM,45.828,0.0,,,,
335,06/23/25 11:50:00 AM,47.088,0.0,,,,
336,06/23/25 11:55:00 AM,46.728,0.0,,,,
337,06/23/25 12:00:00 PM,48.339,0.0,,,,
338,06/23/25 12:05:00 PM,49.228,0.0,,,,
339,06/23/25 12:10:00 PM,53.449,0.0,,,,
340,06/23/25 12:15:00 PM,53.798,0.0,,,,
341,06/23/25 12:20:00 PM,51.346,0.0,,,,
342,06/23/25 12:25:00 PM,48.695,0.0,,,,
343,06/23/25 12:30:00 PM,48.871,0.0,,,,
344,06/23/25 12:35:00 PM,48.339,0.0,,,,
345,06/23/25 12:40:00 PM,49.228,0.0,,,,
346,06/23/25 12:45:00 PM,49.228,0.0,,,,
347,06/23/25 12:50:00 PM,48.517,0.0,,,,
348,06/23/25 12:55:00 PM,46.188,0.0,,,,
349,06/23/25 01:00:00 PM,45.466,0.0,,,,
350,06/23/25 01:05:00 PM,45.828,0.0,,,,
351,06/23/25 01:10:00 PM,46.008,0.0,,,,
352,06/23/25 01:15:00 PM,44.379,0.0,,,,
353,06/23/25 01:20:00 PM,44.560,0.0,,,,
354,06/23/25 01:25:00 PM,45.104,0.0,,,,
355,06/23/25 01:30:00 PM,46.188,0.0,,,,
356,06/23/25 01:35:00 PM,47.088,0.0,,,,
357,06/23/25 01:40:00 PM,44.195,0.0,,,,
358,06/23/25 01:45:00 PM,44.013,0.0,,,,
359,06/23/25 01:50:00 PM,45.104,0.0,,,,
360,06/23/25 01:55:00 PM,46.008,0.0,,,,
361,06/23/25 02:00:00 PM,46.369,0.0,,,,
362,06/23/25 02:05:00 PM,44.195,0.0,,,,
363,06/23/25 02:10:00 PM,45.286,0.0,,,,
364,06/23/25 02:15:00 PM,47.624,0.0,,,,
365,06/23/25 02:20:00 PM,48.517,0.0,,,,
366,06/23/25 02:25:00 PM,47.088,0.0,,,,
367,06/23/25 02:30:00 PM,46.369,0.0,,,,
368,06/23/25 02:35:00 PM,46.008,0.0,,,,
369,06/23/25 02:40:00 PM,45.286,0.0,,,,
370,06/23/25 02:45:00 PM,44.195,0.0,,,,
371,06/23/25 02:50:00 PM,47.446,0.0,,,,
372,06/23/25 02:55:00 PM,47.624,0.0,,,,
373,06/23/25 03:00:00 PM,46.369,0.0,,,,
374,06/23/25 03:05:00 PM,42.548,0.0,,,,
375,06/23/25 03:10:00 PM,41.439,0.0,,,,
376,06/23/25 03:15:00 PM,42.363,0.0,,,,
377,06/23/25 03:20:00 PM,41.625,0.0,,,,
378,06/23/25 03:25:00 PM,44.013,0.0,,,,
379,06/23/25 03:30:00 PM,44.560,0.0,,,,
380,06/23/25 03:35:00 PM,43.831,0.0,,,,
381,06/23/25 03:40:00 PM,44.379,0.0,,,,
382,06/23/25 03:45:00 PM,45.286,0.0,,,,
383,06/23/25 03:50:00 PM,45.648,0.0,,,,
384,06/23/25 03:55:00 PM,45.466,0.0,,,,
385,06/23/25 04:00:00 PM,45.286,0.0,,,,
386,06/23/25 04:05:00 PM,43.282,0.0,,,,
387,06/23/25 04:10:00 PM,42.548,0.0,,,,
388,06/23/25 04:15:00 PM,42.915,0.0,,,,
389,06/23/25 04:20:00 PM,41.810,0.0,,,,
390,06/23/25 04:25:00 PM,43.099,0.0,,,,
391,06/23/25 04:30:00 PM,43.466,0.0,,,,
392,06/23/25 04:35:00 PM,44.560,0.0,,,,
393,06/23/25 04:40:00 PM,43.648,0.0,,,,
394,06/23/25 04:45:00 PM,43.648,0.0,,,,
395,06/23/25 04:50:00 PM,42.548,0.0,,,,
396,06/23/25 04:55:00 PM,42.548,0.0,,,,
397,06/23/25 05:00:00 PM,41.994,0.0,,,,
398,06/23/25 05:05:00 PM,41.067,0.0,,,,
399,06/23/25 05:10:00 PM,41.625,0.0,,,,
400,06/23/25 05:15:00 PM,42.915,0.0,,,,
401,06/23/25 05:20:00 PM,41.439,0.0,,,,
402,06/23/25 05:25:00 PM,39.947,0.0,,,,
403,06/23/25 05:30:00 PM,39.760,0.0,,,,
404,06/23/25 05:35:00 PM,38.818,0.0,,,,
405,06/23/25 05:40:00 PM,39.007,0.0,,,,
406,06/23/25 05:45:00 PM,39.007,0.0,,,,
407,06/23/25 05:50:00 PM,39.007,0.0,,,,
408,06/23/25 05:55:00 PM,39.573,0.0,,,,
409,06/23/25 06:00:00 PM,39.384,0.0,,,,
410,06/23/25 06:05:00 PM,39.760,0.0,,,,
411,06/23/25 06:10:00 PM,39.196,0.0,,,,
412,06/23/25 06:15:00 PM,39.760,0.0,,,,
413,06/23/25 06:20:00 PM,41.439,0.0,,,,
414,06/23/25 06:25:00 PM,41.994,0.0,,,,
415,06/23/25 06:30:00 PM,41.810,0.0,,,,
416,06/23/25 06:35:00 PM,40.696,0.0,,,,
417,06/23/25 06:40:00 PM,41.625,0.0,,,,
418,06/23/25 06:45:00 PM,40.881,0.0,,,,
419,06/23/25 06:50:00 PM,40.881,0.0,,,,
420,06/23/25 06:55:00 PM,39.384,0.0,,,,
421,06/23/25 07:00:00 PM,38.440,0.0,,,,
422,06/23/25 07:05:00 PM,38.629,0.0,,,,
423,06/23/25 07:10:00 PM,38.629,0.0,,,,
424,06/23/25 07:15:00 PM,38.629,0.0,,,,
425,06/23/25 07:20:00 PM,38.629,0.0,,,,
426,06/23/25 07:25:00 PM,38.629,0.0,,,,
427,06/23/25 07:30:00 PM,38.440,0.0,,,,
428,06/23/25 07:35:00 PM,38.061,0.0,,,,
429,06/23/25 07:40:00 PM,37.679,0.0,,,,
430,06/23/25 07:45:00 PM,37.679,0.0,,,,
431,06/23/25 07:50:00 PM,37.870,0.0,,,,
432,06/23/25 07:55:00 PM,37.488,0.0,,,,
433,06/23/25 08:00:00 PM,37.870,0.0,,,,
434,06/23/25 08:05:00 PM,38.440,0.0,,,,
435,06/23/25 08:10:00 PM,38.440,0.0,,,,
436,06/23/25 08:15:00 PM,38.061,0.0,,,,
437,06/23/25 08:20:00 PM,37.679,0.0,,,,
438,06/23/25 08:25:00 PM,37.679,0.0,,,,
439,06/23/25 08:30:00 PM,38.440,0.0,,,,
440,06/23/25 08:35:00 PM,38.061,0.0,,,,
441,06/23/25 08:40:00 PM,39.007,0.0,,,,
442,06/23/25 08:45:00 PM,39.384,0.0,,,,
443,06/23/25 08:50:00 PM,39.196,0.0,,,,
444,06/23/25 08:55:00 PM,38.250,0.0,,,,
445,06/23/25 09:00:00 PM,38.440,0.0,,,,
446,06/23/25 09:05:00 PM,38.440,0.0,,,,
447,06/23/25 09:10:00 PM,38.818,0.0,,,,
448,06/23/25 09:15:00 PM,38.440,0.0,,,,
449,06/23/25 09:20:00 PM,38.250,0.0,,,,
450,06/23/25 09:25:00 PM,38.629,0.0,,,,
451,06/23/25 09:30:00 PM,38.061,0.0,,,,
452,06/23/25 09:35:00 PM,38.250,0.0,,,,
453,06/23/25 09:40:00 PM,37.488,0.0,,,,
454,06/23/25 09:45:00 PM,36.914,0.0,,,,
455,06/23/25 09:50:00 PM,37.297,0.0,,,,
456,06/23/25 09:55:00 PM,37.297,0.0,,,,
457,06/23/25 10:00:00 PM,37.107,0.0,,,,
458,06/23/25 10:05:00 PM,36.723,0.0,,,,
459,06/23/25 10:10:00 PM,37.297,0.0,,,,
460,06/23/25 10:15:00 PM,36.531,0.0,,,,
461,06/23/25 10:20:00 PM,35.951,0.0,,,,
462,06/23/25 10:25:00 PM,36.338,0.0,,,,
463,06/23/25 10:30:00 PM,36.531,0.0,,,,
464,06/23/25 10:35:00 PM,36.338,0.0,,,,
465,06/23/25 10:40:00 PM,36.338,0.0,,,,
466,06/23/25 10:45:00 PM,36.723,0.0,,,,
467,06/23/25 10:50:00 PM,36.531,0.0,,,,
