#,Date-Time (AKDT),Temperature   (°C),Started,Button Down,Button Up,Host Connected,End of File
188,06/17/2025 22:23:00,1.76,,,,,
189,06/17/2025 22:24:00,1.71,,,,,
190,06/17/2025 22:25:00,1.71,,,,,
191,06/17/2025 22:26:00,1.76,,,,,
192,06/17/2025 22:27:00,1.76,,,,,
193,06/17/2025 22:28:00,1.76,,,,,
194,06/17/2025 22:29:00,1.80,,,,,
195,06/17/2025 22:30:00,1.80,,,,,
196,06/17/2025 22:31:00,1.84,,,,,
197,06/17/2025 22:32:00,1.80,,,,,
198,06/17/2025 22:33:00,1.80,,,,,
199,06/17/2025 22:34:00,1.84,,,,,
200,06/17/2025 22:35:00,1.84,,,,,
201,06/17/2025 22:36:00,1.88,,,,,
202,06/17/2025 22:37:00,1.97,,,,,
203,06/17/2025 22:38:00,2.01,,,,,
204,06/17/2025 22:39:00,2.06,,,,,
205,06/17/2025 22:40:00,2.01,,,,,
206,06/17/2025 22:41:00,2.01,,,,,
207,06/17/2025 22:42:00,2.06,,,,,
208,06/17/2025 22:43:00,2.06,,,,,
209,06/17/2025 22:44:00,2.10,,,,,
210,06/17/2025 22:45:00,2.06,,,,,
211,06/17/2025 22:46:00,2.10,,,,,
212,06/17/2025 22:47:00,2.06,,,,,
213,06/17/2025 22:48:00,2.06,,,,,
214,06/17/2025 22:49:00,2.06,,,,,
215,06/17/2025 22:50:00,2.06,,,,,
216,06/17/2025 22:51:00,2.10,,,,,
217,06/17/2025 22:52:00,2.14,,,,,
218,06/17/2025 22:53:00,2.19,,,,,
219,06/17/2025 22:54:00,2.19,,,,,
220,06/17/2025 22:55:00,2.19,,,,,
221,06/17/2025 22:56:00,2.14,,,,,
222,06/17/2025 22:57:00,2.14,,,,,
223,06/17/2025 22:58:00,2.14,,,,,
224,06/17/2025 22:59:00,2.19,,,,,
225,06/17/2025 23:00:00,2.23,,,,,
226,06/17/2025 23:01:00,2.23,,,,,
227,06/17/2025 23:02:00,2.23,,,,,
228,06/17/2025 23:03:00,2.27,,,,,
229,06/17/2025 23:04:00,2.27,,,,,
230,06/17/2025 23:05:00,2.31,,,,,
231,06/17/2025 23:06:00,2.40,,,,,
232,06/17/2025 23:07:00,2.40,,,,,
233,06/17/2025 23:08:00,2.40,,,,,
234,06/17/2025 23:09:00,2.40,,,,,
235,06/17/2025 23:10:00,2.44,,,,,
236,06/17/2025 23:11:00,2.53,,,,,
237,06/17/2025 23:12:00,2.57,,,,,
238,06/17/2025 23:13:00,2.53,,,,,
239,06/17/2025 23:14:00,2.53,,,,,
240,06/17/2025 23:15:00,2.53,,,,,
241,06/17/2025 23:16:00,2.57,,,,,
242,06/17/2025 23:17:00,2.49,,,,,
243,06/17/2025 23:18:00,2.44,,,,,
244,06/17/2025 23:19:00,2.44,,,,,
245,06/17/2025 23:20:00,2.40,,,,,
246,06/17/2025 23:21:00,2.31,,,,,
247,06/17/2025 23:22:00,2.27,,,,,
248,06/17/2025 23:23:00,2.31,,,,,
249,06/17/2025 23:24:00,2.27,,,,,
250,06/17/2025 23:25:00,2.40,,,,,
251,06/17/2025 23:26:00,2.40,,,,,
252,06/17/2025 23:27:00,2.40,,,,,
253,06/17/2025 23:28:00,2.44,,,,,
254,06/17/2025 23:29:00,2.44,,,,,
255,06/17/2025 23:30:00,2.44,,,,,
256,06/17/2025 23:31:00,2.44,,,,,
257,06/17/2025 23:32:00,2.44,,,,,
258,06/17/2025 23:33:00,2.44,,,,,
259,06/17/2025 23:34:00,2.44,,,,,
260,06/17/2025 23:35:00,2.36,,,,,
261,06/17/2025 23:36:00,2.36,,,,,
262,06/17/2025 23:37:00,2.31,,,,,
263,06/17/2025 23:38:00,2.36,,,,,
264,06/17/2025 23:39:00,2.31,,,,,
265,06/17/2025 23:40:00,2.36,,,,,
266,06/17/2025 23:41:00,2.36,,,,,
267,06/17/2025 23:42:00,2.40,,,,,
268,06/17/2025 23:43:00,2.40,,,,,
269,06/17/2025 23:44:00,2.36,,,,,
270,06/17/2025 23:45:00,2.36,,,,,
271,06/17/2025 23:46:00,2.40,,,,,
272,06/17/2025 23:47:00,2.44,,,,,
273,06/17/2025 23:48:00,2.44,,,,,
274,06/17/2025 23:49:00,2.49,,,,,
275,06/17/2025 23:50:00,2.53,,,,,
276,06/17/2025 23:51:00,2.49,,,,,
277,06/17/2025 23:52:00,2.49,,,,,
278,06/17/2025 23:53:00,2.53,,,,,
279,06/17/2025 23:54:00,2.49,,,,,
280,06/17/2025 23:55:00,2.53,,,,,
281,06/17/2025 23:56:00,2.49,,,,,
282,06/17/2025 23:57:00,2.53,,,,,
283,06/17/2025 23:58:00,2.57,,,,,
284,06/17/2025 23:59:00,2.70,,,,,
285,06/18/2025 00:00:00,2.70,,,,,
286,06/18/2025 00:01:00,2.74,,,,,
287,06/18/2025 00:02:00,2.74,,,,,
288,06/18/2025 00:03:00,2.70,,,,,
289,06/18/2025 00:04:00,2.70,,,,,
290,06/18/2025 00:05:00,2.74,,,,,
291,06/18/2025 00:06:00,2.66,,,,,
292,06/18/2025 00:07:00,2.57,,,,,
293,06/18/2025 00:08:00,2.53,,,,,
294,06/18/2025 00:09:00,2.57,,,,,
295,06/18/2025 00:10:00,2.53,,,,,
296,06/18/2025 00:11:00,2.57,,,,,
297,06/18/2025 00:12:00,2.53,,,,,
298,06/18/2025 00:13:00,2.57,,,,,
299,06/18/2025 00:14:00,2.53,,,,,
300,06/18/2025 00:15:00,2.53,,,,,
301,06/18/2025 00:16:00,2.53,,,,,
302,06/18/2025 00:17:00,2.49,,,,,
303,06/18/2025 00:18:00,2.44,,,,,
304,06/18/2025 00:19:00,2.49,,,,,
305,06/18/2025 00:20:00,2.44,,,,,
306,06/18/2025 00:21:00,2.44,,,,,
307,06/18/2025 00:22:00,2.36,,,,,
308,06/18/2025 00:23:00,2.27,,,,,
309,06/18/2025 00:24:00,2.19,,,,,
310,06/18/2025 00:25:00,2.14,,,,,
311,06/18/2025 00:26:00,2.27,,,,,
312,06/18/2025 00:27:00,2.23,,,,,
313,06/18/2025 00:28:00,2.10,,,,,
314,06/18/2025 00:29:00,2.01,,,,,
315,06/18/2025 00:30:00,1.88,,,,,
316,06/18/2025 00:31:00,1.84,,,,,
317,06/18/2025 00:32:00,1.84,,,,,
318,06/18/2025 00:33:00,1.80,,,,,
319,06/18/2025 00:34:00,1.84,,,,,
320,06/18/2025 00:35:00,1.76,,,,,
321,06/18/2025 00:36:00,1.71,,,,,
322,06/18/2025 00:37:00,1.71,,,,,
323,06/18/2025 00:38:00,1.63,,,,,
324,06/18/2025 00:39:00,1.63,,,,,
325,06/18/2025 00:40:00,1.63,,,,,
326,06/18/2025 00:41:00,1.63,,,,,
327,06/18/2025 00:42:00,1.63,,,,,
328,06/18/2025 00:43:00,1.63,,,,,
329,06/18/2025 00:44:00,1.67,,,,,
330,06/18/2025 00:45:00,1.76,,,,,
331,06/18/2025 00:46:00,1.76,,,,,
332,06/18/2025 00:47:00,1.80,,,,,
333,06/18/2025 00:48:00,1.80,,,,,
334,06/18/2025 00:49:00,1.84,,,,,
335,06/18/2025 00:50:00,1.88,,,,,
336,06/18/2025 00:51:00,1.93,,,,,
337,06/18/2025 00:52:00,1.93,,,,,
338,06/18/2025 00:53:00,2.01,,,,,
339,06/18/2025 00:54:00,2.10,,,,,
340,06/18/2025 00:55:00,2.14,,,,,
341,06/18/2025 00:56:00,2.10,,,,,
342,06/18/2025 00:57:00,2.14,,,,,
343,06/18/2025 00:58:00,2.23,,,,,
344,06/18/2025 00:59:00,2.23,,,,,
345,06/18/2025 01:00:00,2.27,,,,,
346,06/18/2025 01:01:00,2.27,,,,,
347,06/18/2025 01:02:00,2.36,,,,,
348,06/18/2025 01:03:00,2.44,,,,,
349,06/18/2025 01:04:00,2.57,,,,,
350,06/18/2025 01:05:00,2.70,,,,,
351,06/18/2025 01:06:00,2.87,,,,,
352,06/18/2025 01:07:00,2.96,,,,,
353,06/18/2025 01:08:00,2.96,,,,,
354,06/18/2025 01:09:00,2.91,,,,,
355,06/18/2025 01:10:00,2.83,,,,,
356,06/18/2025 01:11:00,2.70,,,,,
357,06/18/2025 01:12:00,2.61,,,,,
358,06/18/2025 01:13:00,2.53,,,,,
359,06/18/2025 01:14:00,2.44,,,,,
360,06/18/2025 01:15:00,2.40,,,,,
361,06/18/2025 01:16:00,2.31,,,,,
362,06/18/2025 01:17:00,2.23,,,,,
363,06/18/2025 01:18:00,2.14,,,,,
364,06/18/2025 01:19:00,2.14,,,,,
365,06/18/2025 01:20:00,2.10,,,,,
366,06/18/2025 01:21:00,2.10,,,,,
367,06/18/2025 01:22:00,2.10,,,,,
368,06/18/2025 01:23:00,2.01,,,,,
369,06/18/2025 01:24:00,2.01,,,,,
370,06/18/2025 01:25:00,2.01,,,,,
371,06/18/2025 01:26:00,1.97,,,,,
372,06/18/2025 01:27:00,1.93,,,,,
373,06/18/2025 01:28:00,1.97,,,,,
374,06/18/2025 01:29:00,2.01,,,,,
375,06/18/2025 01:30:00,1.97,,,,,
376,06/18/2025 01:31:00,2.06,,,,,
377,06/18/2025 01:32:00,1.97,,,,,
378,06/18/2025 01:33:00,2.01,,,,,
379,06/18/2025 01:34:00,2.01,,,,,
380,06/18/2025 01:35:00,1.97,,,,,
381,06/18/2025 01:36:00,2.06,,,,,
382,06/18/2025 01:37:00,2.10,,,,,
383,06/18/2025 01:38:00,2.10,,,,,
384,06/18/2025 01:39:00,2.06,,,,,
385,06/18/2025 01:40:00,2.06,,,,,
386,06/18/2025 01:41:00,2.01,,,,,
387,06/18/2025 01:42:00,1.97,,,,,
388,06/18/2025 01:43:00,2.01,,,,,
389,06/18/2025 01:44:00,2.01,,,,,
390,06/18/2025 01:45:00,1.97,,,,,
391,06/18/2025 01:46:00,1.93,,,,,
392,06/18/2025 01:47:00,1.84,,,,,
393,06/18/2025 01:48:00,1.80,,,,,
394,06/18/2025 01:49:00,1.80,,,,,
395,06/18/2025 01:50:00,1.80,,,,,
396,06/18/2025 01:51:00,1.84,,,,,
397,06/18/2025 01:52:00,1.84,,,,,
398,06/18/2025 01:53:00,1.88,,,,,
399,06/18/2025 01:54:00,1.84,,,,,
400,06/18/2025 01:55:00,1.84,,,,,
401,06/18/2025 01:56:00,1.80,,,,,
402,06/18/2025 01:57:00,1.84,,,,,
403,06/18/2025 01:58:00,1.88,,,,,
404,06/18/2025 01:59:00,1.93,,,,,
405,06/18/2025 02:00:00,2.01,,,,,
406,06/18/2025 02:01:00,2.06,,,,,
407,06/18/2025 02:02:00,2.14,,,,,
408,06/18/2025 02:03:00,2.10,,,,,
409,06/18/2025 02:04:00,2.19,,,,,
410,06/18/2025 02:05:00,2.23,,,,,
411,06/18/2025 02:06:00,2.27,,,,,
412,06/18/2025 02:07:00,2.31,,,,,
413,06/18/2025 02:08:00,2.27,,,,,
414,06/18/2025 02:09:00,2.36,,,,,
415,06/18/2025 02:10:00,2.36,,,,,
416,06/18/2025 02:11:00,2.40,,,,,
417,06/18/2025 02:12:00,2.36,,,,,
418,06/18/2025 02:13:00,2.36,,,,,
419,06/18/2025 02:14:00,2.36,,,,,
420,06/18/2025 02:15:00,2.36,,,,,
421,06/18/2025 02:16:00,2.27,,,,,
422,06/18/2025 02:17:00,2.31,,,,,
423,06/18/2025 02:18:00,2.27,,,,,
424,06/18/2025 02:19:00,2.19,,,,,
425,06/18/2025 02:20:00,2.06,,,,,
426,06/18/2025 02:21:00,2.01,,,,,
427,06/18/2025 02:22:00,1.93,,,,,
428,06/18/2025 02:23:00,1.93,,,,,
429,06/18/2025 02:24:00,1.88,,,,,
430,06/18/2025 02:25:00,1.88,,,,,
431,06/18/2025 02:26:00,1.93,,,,,
432,06/18/2025 02:27:00,1.93,,,,,
433,06/18/2025 02:28:00,1.88,,,,,
434,06/18/2025 02:29:00,1.88,,,,,
435,06/18/2025 02:30:00,1.88,,,,,
436,06/18/2025 02:31:00,1.93,,,,,
437,06/18/2025 02:32:00,1.88,,,,,
438,06/18/2025 02:33:00,1.93,,,,,
439,06/18/2025 02:34:00,1.93,,,,,
440,06/18/2025 02:35:00,1.88,,,,,
441,06/18/2025 02:36:00,1.93,,,,,
442,06/18/2025 02:37:00,1.97,,,,,
443,06/18/2025 02:38:00,2.06,,,,,
444,06/18/2025 02:39:00,2.01,,,,,
445,06/18/2025 02:40:00,2.06,,,,,
446,06/18/2025 02:41:00,2.19,,,,,
447,06/18/2025 02:42:00,2.23,,,,,
448,06/18/2025 02:43:00,2.19,,,,,
449,06/18/2025 02:44:00,2.19,,,,,
450,06/18/2025 02:45:00,2.14,,,,,
451,06/18/2025 02:46:00,2.10,,,,,
452,06/18/2025 02:47:00,2.06,,,,,
453,06/18/2025 02:48:00,2.06,,,,,
454,06/18/2025 02:49:00,2.10,,,,,
455,06/18/2025 02:50:00,2.01,,,,,
456,06/18/2025 02:51:00,2.01,,,,,
457,06/18/2025 02:52:00,1.93,,,,,
458,06/18/2025 02:53:00,1.88,,,,,
459,06/18/2025 02:54:00,1.88,,,,,
460,06/18/2025 02:55:00,1.84,,,,,
461,06/18/2025 02:56:00,1.84,,,,,
462,06/18/2025 02:57:00,1.80,,,,,
463,06/18/2025 02:58:00,1.76,,,,,
464,06/18/2025 02:59:00,1.76,,,,,
465,06/18/2025 03:00:00,1.76,,,,,
466,06/18/2025 03:01:00,1.71,,,,,
467,06/18/2025 03:02:00,1.71,,,,,
468,06/18/2025 03:03:00,1.67,,,,,
469,06/18/2025 03:04:00,1.63,,,,,
470,06/18/2025 03:05:00,1.63,,,,,
471,06/18/2025 03:06:00,1.67,,,,,
472,06/18/2025 03:07:00,1.71,,,,,
473,06/18/2025 03:08:00,1.71,,,,,
474,06/18/2025 03:09:00,1.71,,,,,
475,06/18/2025 03:10:00,1.67,,,,,
476,06/18/2025 03:11:00,1.67,,,,,
477,06/18/2025 03:12:00,1.71,,,,,
478,06/18/2025 03:13:00,1.67,,,,,
479,06/18/2025 03:14:00,1.67,,,,,
480,06/18/2025 03:15:00,1.67,,,,,
481,06/18/2025 03:16:00,1.67,,,,,
482,06/18/2025 03:17:00,1.67,,,,,
483,06/18/2025 03:18:00,1.67,,,,,
484,06/18/2025 03:19:00,1.63,,,,,
485,06/18/2025 03:20:00,1.67,,,,,
486,06/18/2025 03:21:00,1.58,,,,,
487,06/18/2025 03:22:00,1.58,,,,,
488,06/18/2025 03:23:00,1.63,,,,,
489,06/18/2025 03:24:00,1.58,,,,,
490,06/18/2025 03:25:00,1.63,,,,,
491,06/18/2025 03:26:00,1.67,,,,,
492,06/18/2025 03:27:00,1.63,,,,,
493,06/18/2025 03:28:00,1.63,,,,,
494,06/18/2025 03:29:00,1.58,,,,,
495,06/18/2025 03:30:00,1.63,,,,,
496,06/18/2025 03:31:00,1.71,,,,,
497,06/18/2025 03:32:00,1.71,,,,,
498,06/18/2025 03:33:00,1.67,,,,,
499,06/18/2025 03:34:00,1.71,,,,,
500,06/18/2025 03:35:00,1.67,,,,,
501,06/18/2025 03:36:00,1.71,,,,,
502,06/18/2025 03:37:00,1.80,,,,,
503,06/18/2025 03:38:00,1.84,,,,,
504,06/18/2025 03:39:00,1.80,,,,,
505,06/18/2025 03:40:00,1.80,,,,,
506,06/18/2025 03:41:00,1.80,,,,,
507,06/18/2025 03:42:00,1.80,,,,,
508,06/18/2025 03:43:00,1.84,,,,,
509,06/18/2025 03:44:00,1.80,,,,,
510,06/18/2025 03:45:00,1.71,,,,,
511,06/18/2025 03:46:00,1.71,,,,,
512,06/18/2025 03:47:00,1.58,,,,,
513,06/18/2025 03:48:00,1.67,,,,,
514,06/18/2025 03:49:00,1.58,,,,,
515,06/18/2025 03:50:00,1.63,,,,,
516,06/18/2025 03:51:00,1.58,,,,,
517,06/18/2025 03:52:00,1.63,,,,,
518,06/18/2025 03:53:00,1.63,,,,,
519,06/18/2025 03:54:00,1.71,,,,,
520,06/18/2025 03:55:00,1.71,,,,,
521,06/18/2025 03:56:00,1.76,,,,,
522,06/18/2025 03:57:00,1.76,,,,,
523,06/18/2025 03:58:00,1.71,,,,,
524,06/18/2025 03:59:00,1.63,,,,,
525,06/18/2025 04:00:00,1.63,,,,,
526,06/18/2025 04:01:00,1.58,,,,,
527,06/18/2025 04:02:00,1.58,,,,,
528,06/18/2025 04:03:00,1.58,,,,,
529,06/18/2025 04:04:00,1.58,,,,,
530,06/18/2025 04:05:00,1.63,,,,,
531,06/18/2025 04:06:00,1.58,,,,,
532,06/18/2025 04:07:00,1.58,,,,,
533,06/18/2025 04:08:00,1.54,,,,,
534,06/18/2025 04:09:00,1.54,,,,,
535,06/18/2025 04:10:00,1.58,,,,,
536,06/18/2025 04:11:00,1.58,,,,,
537,06/18/2025 04:12:00,1.63,,,,,
538,06/18/2025 04:13:00,1.67,,,,,
539,06/18/2025 04:14:00,1.67,,,,,
540,06/18/2025 04:15:00,1.67,,,,,
541,06/18/2025 04:16:00,1.63,,,,,
542,06/18/2025 04:17:00,1.67,,,,,
543,06/18/2025 04:18:00,1.67,,,,,
544,06/18/2025 04:19:00,1.67,,,,,
545,06/18/2025 04:20:00,1.67,,,,,
546,06/18/2025 04:21:00,1.71,,,,,
547,06/18/2025 04:22:00,1.71,,,,,
548,06/18/2025 04:23:00,1.71,,,,,
549,06/18/2025 04:24:00,1.76,,,,,
550,06/18/2025 04:25:00,1.76,,,,,
551,06/18/2025 04:26:00,1.80,,,,,
552,06/18/2025 04:27:00,1.84,,,,,
553,06/18/2025 04:28:00,1.80,,,,,
554,06/18/2025 04:29:00,1.80,,,,,
555,06/18/2025 04:30:00,1.80,,,,,
556,06/18/2025 04:31:00,1.84,,,,,
557,06/18/2025 04:32:00,1.80,,,,,
558,06/18/2025 04:33:00,1.88,,,,,
559,06/18/2025 04:34:00,1.93,,,,,
560,06/18/2025 04:35:00,1.97,,,,,
561,06/18/2025 04:36:00,1.97,,,,,
562,06/18/2025 04:37:00,1.97,,,,,
563,06/18/2025 04:38:00,1.97,,,,,
564,06/18/2025 04:39:00,1.97,,,,,
565,06/18/2025 04:40:00,2.01,,,,,
566,06/18/2025 04:41:00,2.10,,,,,
567,06/18/2025 04:42:00,2.14,,,,,
568,06/18/2025 04:43:00,2.14,,,,,
569,06/18/2025 04:44:00,2.10,,,,,
570,06/18/2025 04:45:00,2.06,,,,,
571,06/18/2025 04:46:00,2.06,,,,,
572,06/18/2025 04:47:00,2.10,,,,,
573,06/18/2025 04:48:00,2.14,,,,,
574,06/18/2025 04:49:00,2.19,,,,,
575,06/18/2025 04:50:00,2.23,,,,,
576,06/18/2025 04:51:00,2.23,,,,,
577,06/18/2025 04:52:00,2.23,,,,,
578,06/18/2025 04:53:00,2.23,,,,,
579,06/18/2025 04:54:00,2.23,,,,,
