"Plot Title: D01 2m"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 22133646, SEN S/N: 22133646)","Host Connected (LGR S/N: 22133646, SEN S/N: 22133646)","Button Down (LGR S/N: 22133646, SEN S/N: 22133646)","Button Up (LGR S/N: 22133646, SEN S/N: 22133646)","End Of File (LGR S/N: 22133646, SEN S/N: 22133646)"
61,06/21/25 06:17:00 PM,48.29,,,,
62,06/21/25 06:18:00 PM,48.29,,,,
63,06/21/25 06:19:00 PM,48.44,,,,
64,06/21/25 06:20:00 PM,48.29,,,,
65,06/21/25 06:21:00 PM,48.13,,,,
66,06/21/25 06:22:00 PM,47.67,,,,
67,06/21/25 06:23:00 PM,47.36,,,,
68,06/21/25 06:24:00 PM,47.21,,,,
69,06/21/25 06:25:00 PM,47.21,,,,
70,06/21/25 06:26:00 PM,47.13,,,,
71,06/21/25 06:27:00 PM,46.98,,,,
72,06/21/25 06:28:00 PM,46.59,,,,
73,06/21/25 06:29:00 PM,46.67,,,,
74,06/21/25 06:30:00 PM,46.59,,,,
75,06/21/25 06:31:00 PM,46.20,,,,
76,06/21/25 06:32:00 PM,45.59,,,,
77,06/21/25 06:33:00 PM,45.12,,,,
78,06/21/25 06:34:00 PM,44.81,,,,
79,06/21/25 06:35:00 PM,44.66,,,,
80,06/21/25 06:36:00 PM,44.50,,,,
81,06/21/25 06:37:00 PM,44.35,,,,
82,06/21/25 06:38:00 PM,44.12,,,,
83,06/21/25 06:39:00 PM,44.43,,,,
84,06/21/25 06:40:00 PM,45.28,,,,
85,06/21/25 06:41:00 PM,45.51,,,,
86,06/21/25 06:42:00 PM,46.05,,,,
87,06/21/25 06:43:00 PM,46.82,,,,
88,06/21/25 06:44:00 PM,47.36,,,,
89,06/21/25 06:45:00 PM,47.59,,,,
90,06/21/25 06:46:00 PM,47.59,,,,
91,06/21/25 06:47:00 PM,47.75,,,,
92,06/21/25 06:48:00 PM,47.75,,,,
93,06/21/25 06:49:00 PM,48.06,,,,
94,06/21/25 06:50:00 PM,48.21,,,,
95,06/21/25 06:51:00 PM,47.28,,,,
96,06/21/25 06:52:00 PM,46.20,,,,
97,06/21/25 06:53:00 PM,45.43,,,,
98,06/21/25 06:54:00 PM,44.66,,,,
99,06/21/25 06:55:00 PM,44.35,,,,
100,06/21/25 06:56:00 PM,44.04,,,,
101,06/21/25 06:57:00 PM,43.73,,,,
102,06/21/25 06:58:00 PM,43.58,,,,
103,06/21/25 06:59:00 PM,43.42,,,,
104,06/21/25 07:00:00 PM,43.50,,,,
105,06/21/25 07:01:00 PM,43.66,,,,
106,06/21/25 07:02:00 PM,43.81,,,,
107,06/21/25 07:03:00 PM,44.27,,,,
108,06/21/25 07:04:00 PM,44.43,,,,
109,06/21/25 07:05:00 PM,44.58,,,,
110,06/21/25 07:06:00 PM,44.66,,,,
111,06/21/25 07:07:00 PM,44.81,,,,
112,06/21/25 07:08:00 PM,44.66,,,,
113,06/21/25 07:09:00 PM,44.50,,,,
114,06/21/25 07:10:00 PM,44.66,,,,
115,06/21/25 07:11:00 PM,44.50,,,,
116,06/21/25 07:12:00 PM,44.74,,,,
117,06/21/25 07:13:00 PM,44.66,,,,
118,06/21/25 07:14:00 PM,44.81,,,,
119,06/21/25 07:15:00 PM,44.89,,,,
120,06/21/25 07:16:00 PM,44.66,,,,
121,06/21/25 07:17:00 PM,44.58,,,,
122,06/21/25 07:18:00 PM,44.50,,,,
123,06/21/25 07:19:00 PM,44.35,,,,
124,06/21/25 07:20:00 PM,44.20,,,,
125,06/21/25 07:21:00 PM,44.04,,,,
126,06/21/25 07:22:00 PM,43.96,,,,
127,06/21/25 07:23:00 PM,43.89,,,,
128,06/21/25 07:24:00 PM,43.73,,,,
129,06/21/25 07:25:00 PM,43.50,,,,
130,06/21/25 07:26:00 PM,43.19,,,,
131,06/21/25 07:27:00 PM,42.88,,,,
132,06/21/25 07:28:00 PM,42.88,,,,
133,06/21/25 07:29:00 PM,43.35,,,,
134,06/21/25 07:30:00 PM,43.35,,,,
135,06/21/25 07:31:00 PM,43.35,,,,
136,06/21/25 07:32:00 PM,43.42,,,,
137,06/21/25 07:33:00 PM,43.58,,,,
138,06/21/25 07:34:00 PM,43.81,,,,
139,06/21/25 07:35:00 PM,44.12,,,,
140,06/21/25 07:36:00 PM,44.50,,,,
141,06/21/25 07:37:00 PM,44.74,,,,
142,06/21/25 07:38:00 PM,45.35,,,,
143,06/21/25 07:39:00 PM,45.35,,,,
144,06/21/25 07:40:00 PM,44.89,,,,
145,06/21/25 07:41:00 PM,44.66,,,,
146,06/21/25 07:42:00 PM,44.27,,,,
147,06/21/25 07:43:00 PM,43.81,,,,
148,06/21/25 07:44:00 PM,43.66,,,,
149,06/21/25 07:45:00 PM,43.42,,,,
150,06/21/25 07:46:00 PM,43.50,,,,
151,06/21/25 07:47:00 PM,43.96,,,,
152,06/21/25 07:48:00 PM,44.04,,,,
153,06/21/25 07:49:00 PM,43.89,,,,
154,06/21/25 07:50:00 PM,43.58,,,,
155,06/21/25 07:51:00 PM,43.35,,,,
156,06/21/25 07:52:00 PM,42.96,,,,
157,06/21/25 07:53:00 PM,42.65,,,,
158,06/21/25 07:54:00 PM,42.57,,,,
159,06/21/25 07:55:00 PM,42.42,,,,
160,06/21/25 07:56:00 PM,42.34,,,,
161,06/21/25 07:57:00 PM,42.27,,,,
162,06/21/25 07:58:00 PM,42.19,,,,
163,06/21/25 07:59:00 PM,42.27,,,,
164,06/21/25 08:00:00 PM,42.42,,,,
165,06/21/25 08:01:00 PM,42.65,,,,
166,06/21/25 08:02:00 PM,42.96,,,,
167,06/21/25 08:03:00 PM,43.27,,,,
168,06/21/25 08:04:00 PM,43.19,,,,
169,06/21/25 08:05:00 PM,43.04,,,,
170,06/21/25 08:06:00 PM,43.04,,,,
171,06/21/25 08:07:00 PM,43.19,,,,
172,06/21/25 08:08:00 PM,43.27,,,,
173,06/21/25 08:09:00 PM,43.58,,,,
174,06/21/25 08:10:00 PM,43.66,,,,
175,06/21/25 08:11:00 PM,43.96,,,,
176,06/21/25 08:12:00 PM,43.66,,,,
177,06/21/25 08:13:00 PM,43.81,,,,
178,06/21/25 08:14:00 PM,44.12,,,,
179,06/21/25 08:15:00 PM,44.20,,,,
180,06/21/25 08:16:00 PM,43.96,,,,
181,06/21/25 08:17:00 PM,43.50,,,,
182,06/21/25 08:18:00 PM,43.35,,,,
183,06/21/25 08:19:00 PM,43.19,,,,
184,06/21/25 08:20:00 PM,43.58,,,,
185,06/21/25 08:21:00 PM,43.73,,,,
186,06/21/25 08:22:00 PM,43.66,,,,
187,06/21/25 08:23:00 PM,43.35,,,,
188,06/21/25 08:24:00 PM,42.81,,,,
189,06/21/25 08:25:00 PM,42.57,,,,
190,06/21/25 08:26:00 PM,42.34,,,,
191,06/21/25 08:27:00 PM,42.03,,,,
192,06/21/25 08:28:00 PM,42.03,,,,
193,06/21/25 08:29:00 PM,41.80,,,,
194,06/21/25 08:30:00 PM,41.80,,,,
195,06/21/25 08:31:00 PM,41.96,,,,
196,06/21/25 08:32:00 PM,41.80,,,,
197,06/21/25 08:33:00 PM,41.96,,,,
198,06/21/25 08:34:00 PM,42.03,,,,
199,06/21/25 08:35:00 PM,42.11,,,,
200,06/21/25 08:36:00 PM,41.96,,,,
201,06/21/25 08:37:00 PM,42.19,,,,
202,06/21/25 08:38:00 PM,42.34,,,,
203,06/21/25 08:39:00 PM,42.34,,,,
204,06/21/25 08:40:00 PM,42.34,,,,
205,06/21/25 08:41:00 PM,42.34,,,,
206,06/21/25 08:42:00 PM,42.34,,,,
207,06/21/25 08:43:00 PM,42.34,,,,
208,06/21/25 08:44:00 PM,42.50,,,,
209,06/21/25 08:45:00 PM,42.65,,,,
210,06/21/25 08:46:00 PM,42.42,,,,
211,06/21/25 08:47:00 PM,42.50,,,,
212,06/21/25 08:48:00 PM,43.04,,,,
213,06/21/25 08:49:00 PM,42.73,,,,
214,06/21/25 08:50:00 PM,42.57,,,,
215,06/21/25 08:51:00 PM,42.27,,,,
216,06/21/25 08:52:00 PM,42.57,,,,
217,06/21/25 08:53:00 PM,43.11,,,,
218,06/21/25 08:54:00 PM,42.96,,,,
219,06/21/25 08:55:00 PM,42.50,,,,
220,06/21/25 08:56:00 PM,41.96,,,,
221,06/21/25 08:57:00 PM,41.88,,,,
222,06/21/25 08:58:00 PM,41.72,,,,
223,06/21/25 08:59:00 PM,41.49,,,,
224,06/21/25 09:00:00 PM,41.11,,,,
225,06/21/25 09:01:00 PM,40.88,,,,
226,06/21/25 09:02:00 PM,40.95,,,,
227,06/21/25 09:03:00 PM,41.03,,,,
228,06/21/25 09:04:00 PM,41.03,,,,
229,06/21/25 09:05:00 PM,41.11,,,,
230,06/21/25 09:06:00 PM,41.03,,,,
231,06/21/25 09:07:00 PM,41.11,,,,
232,06/21/25 09:08:00 PM,41.18,,,,
233,06/21/25 09:09:00 PM,41.34,,,,
234,06/21/25 09:10:00 PM,41.57,,,,
235,06/21/25 09:11:00 PM,41.80,,,,
236,06/21/25 09:12:00 PM,41.80,,,,
237,06/21/25 09:13:00 PM,41.65,,,,
238,06/21/25 09:14:00 PM,41.49,,,,
239,06/21/25 09:15:00 PM,41.57,,,,
240,06/21/25 09:16:00 PM,41.34,,,,
241,06/21/25 09:17:00 PM,41.18,,,,
242,06/21/25 09:18:00 PM,41.11,,,,
243,06/21/25 09:19:00 PM,41.03,,,,
244,06/21/25 09:20:00 PM,40.88,,,,
245,06/21/25 09:21:00 PM,41.03,,,,
246,06/21/25 09:22:00 PM,41.18,,,,
247,06/21/25 09:23:00 PM,41.42,,,,
248,06/21/25 09:24:00 PM,41.42,,,,
249,06/21/25 09:25:00 PM,41.42,,,,
250,06/21/25 09:26:00 PM,41.34,,,,
251,06/21/25 09:27:00 PM,41.26,,,,
252,06/21/25 09:28:00 PM,41.26,,,,
253,06/21/25 09:29:00 PM,41.42,,,,
254,06/21/25 09:30:00 PM,41.34,,,,
255,06/21/25 09:31:00 PM,41.42,,,,
256,06/21/25 09:32:00 PM,41.26,,,,
257,06/21/25 09:33:00 PM,41.34,,,,
258,06/21/25 09:34:00 PM,41.42,,,,
259,06/21/25 09:35:00 PM,41.65,,,,
260,06/21/25 09:36:00 PM,41.57,,,,
261,06/21/25 09:37:00 PM,41.72,,,,
262,06/21/25 09:38:00 PM,41.72,,,,
263,06/21/25 09:39:00 PM,41.49,,,,
264,06/21/25 09:40:00 PM,41.18,,,,
265,06/21/25 09:41:00 PM,41.03,,,,
266,06/21/25 09:42:00 PM,40.57,,,,
267,06/21/25 09:43:00 PM,40.18,,,,
268,06/21/25 09:44:00 PM,40.41,,,,
269,06/21/25 09:45:00 PM,40.57,,,,
270,06/21/25 09:46:00 PM,40.88,,,,
271,06/21/25 09:47:00 PM,40.88,,,,
272,06/21/25 09:48:00 PM,41.03,,,,
273,06/21/25 09:49:00 PM,41.11,,,,
274,06/21/25 09:50:00 PM,41.26,,,,
275,06/21/25 09:51:00 PM,41.34,,,,
276,06/21/25 09:52:00 PM,41.18,,,,
277,06/21/25 09:53:00 PM,40.95,,,,
278,06/21/25 09:54:00 PM,40.49,,,,
279,06/21/25 09:55:00 PM,40.18,,,,
280,06/21/25 09:56:00 PM,39.95,,,,
281,06/21/25 09:57:00 PM,39.72,,,,
282,06/21/25 09:58:00 PM,39.41,,,,
283,06/21/25 09:59:00 PM,39.02,,,,
284,06/21/25 10:00:00 PM,38.79,,,,
285,06/21/25 10:01:00 PM,38.71,,,,
286,06/21/25 10:02:00 PM,38.56,,,,
287,06/21/25 10:03:00 PM,38.25,,,,
288,06/21/25 10:04:00 PM,38.17,,,,
289,06/21/25 10:05:00 PM,38.02,,,,
290,06/21/25 10:06:00 PM,37.86,,,,
291,06/21/25 10:07:00 PM,37.63,,,,
292,06/21/25 10:08:00 PM,37.40,,,,
293,06/21/25 10:09:00 PM,37.48,,,,
294,06/21/25 10:10:00 PM,37.55,,,,
295,06/21/25 10:11:00 PM,37.55,,,,
296,06/21/25 10:12:00 PM,37.40,,,,
297,06/21/25 10:13:00 PM,37.32,,,,
298,06/21/25 10:14:00 PM,37.17,,,,
299,06/21/25 10:15:00 PM,37.09,,,,
300,06/21/25 10:16:00 PM,37.09,,,,
301,06/21/25 10:17:00 PM,37.25,,,,
302,06/21/25 10:18:00 PM,37.40,,,,
303,06/21/25 10:19:00 PM,37.55,,,,
304,06/21/25 10:20:00 PM,37.55,,,,
305,06/21/25 10:21:00 PM,37.55,,,,
306,06/21/25 10:22:00 PM,37.71,,,,
307,06/21/25 10:23:00 PM,37.86,,,,
308,06/21/25 10:24:00 PM,38.02,,,,
309,06/21/25 10:25:00 PM,38.02,,,,
310,06/21/25 10:26:00 PM,38.10,,,,
311,06/21/25 10:27:00 PM,38.17,,,,
312,06/21/25 10:28:00 PM,38.02,,,,
313,06/21/25 10:29:00 PM,38.17,,,,
314,06/21/25 10:30:00 PM,38.17,,,,
315,06/21/25 10:31:00 PM,38.17,,,,
316,06/21/25 10:32:00 PM,38.17,,,,
317,06/21/25 10:33:00 PM,38.25,,,,
318,06/21/25 10:34:00 PM,38.25,,,,
319,06/21/25 10:35:00 PM,38.33,,,,
320,06/21/25 10:36:00 PM,38.48,,,,
321,06/21/25 10:37:00 PM,38.33,,,,
322,06/21/25 10:38:00 PM,37.86,,,,
323,06/21/25 10:39:00 PM,37.48,,,,
324,06/21/25 10:40:00 PM,37.25,,,,
325,06/21/25 10:41:00 PM,37.01,,,,
326,06/21/25 10:42:00 PM,37.09,,,,
327,06/21/25 10:43:00 PM,36.94,,,,
328,06/21/25 10:44:00 PM,36.94,,,,
329,06/21/25 10:45:00 PM,36.94,,,,
330,06/21/25 10:46:00 PM,36.86,,,,
331,06/21/25 10:47:00 PM,37.01,,,,
332,06/21/25 10:48:00 PM,37.17,,,,
333,06/21/25 10:49:00 PM,37.48,,,,
334,06/21/25 10:50:00 PM,37.40,,,,
335,06/21/25 10:51:00 PM,37.40,,,,
336,06/21/25 10:52:00 PM,37.32,,,,
337,06/21/25 10:53:00 PM,37.55,,,,
338,06/21/25 10:54:00 PM,37.55,,,,
339,06/21/25 10:55:00 PM,37.63,,,,
340,06/21/25 10:56:00 PM,37.71,,,,
341,06/21/25 10:57:00 PM,37.79,,,,
342,06/21/25 10:58:00 PM,37.86,,,,
343,06/21/25 10:59:00 PM,37.86,,,,
344,06/21/25 11:00:00 PM,37.86,,,,
345,06/21/25 11:01:00 PM,38.10,,,,
346,06/21/25 11:02:00 PM,38.17,,,,
347,06/21/25 11:03:00 PM,38.48,,,,
348,06/21/25 11:04:00 PM,39.10,,,,
349,06/21/25 11:05:00 PM,39.72,,,,
350,06/21/25 11:06:00 PM,39.64,,,,
351,06/21/25 11:07:00 PM,39.72,,,,
352,06/21/25 11:08:00 PM,39.64,,,,
353,06/21/25 11:09:00 PM,39.41,,,,
354,06/21/25 11:10:00 PM,39.33,,,,
355,06/21/25 11:11:00 PM,39.25,,,,
356,06/21/25 11:12:00 PM,39.33,,,,
357,06/21/25 11:13:00 PM,39.49,,,,
358,06/21/25 11:14:00 PM,39.64,,,,
359,06/21/25 11:15:00 PM,39.79,,,,
360,06/21/25 11:16:00 PM,39.87,,,,
361,06/21/25 11:17:00 PM,39.95,,,,
362,06/21/25 11:18:00 PM,40.03,,,,
363,06/21/25 11:19:00 PM,39.79,,,,
364,06/21/25 11:20:00 PM,39.87,,,,
365,06/21/25 11:21:00 PM,40.18,,,,
366,06/21/25 11:22:00 PM,40.41,,,,
367,06/21/25 11:23:00 PM,40.10,,,,
368,06/21/25 11:24:00 PM,40.03,,,,
369,06/21/25 11:25:00 PM,41.03,,,,
370,06/21/25 11:26:00 PM,41.26,,,,
371,06/21/25 11:27:00 PM,41.49,,,,
372,06/21/25 11:28:00 PM,41.72,,,,
373,06/21/25 11:29:00 PM,41.57,,,,
374,06/21/25 11:30:00 PM,41.42,,,,
375,06/21/25 11:31:00 PM,41.26,,,,
376,06/21/25 11:32:00 PM,41.03,,,,
377,06/21/25 11:33:00 PM,40.88,,,,
378,06/21/25 11:34:00 PM,40.64,,,,
379,06/21/25 11:35:00 PM,40.41,,,,
380,06/21/25 11:36:00 PM,40.41,,,,
381,06/21/25 11:37:00 PM,40.26,,,,
382,06/21/25 11:38:00 PM,40.18,,,,
383,06/21/25 11:39:00 PM,40.18,,,,
384,06/21/25 11:40:00 PM,40.18,,,,
385,06/21/25 11:41:00 PM,40.33,,,,
386,06/21/25 11:42:00 PM,40.72,,,,
387,06/21/25 11:43:00 PM,40.88,,,,
388,06/21/25 11:44:00 PM,41.03,,,,
389,06/21/25 11:45:00 PM,40.88,,,,
390,06/21/25 11:46:00 PM,40.95,,,,
391,06/21/25 11:47:00 PM,40.80,,,,
392,06/21/25 11:48:00 PM,41.11,,,,
393,06/21/25 11:49:00 PM,41.11,,,,
394,06/21/25 11:50:00 PM,41.65,,,,
395,06/21/25 11:51:00 PM,41.88,,,,
396,06/21/25 11:52:00 PM,41.65,,,,
397,06/21/25 11:53:00 PM,42.50,,,,
398,06/21/25 11:54:00 PM,42.81,,,,
399,06/21/25 11:55:00 PM,43.35,,,,
400,06/21/25 11:56:00 PM,43.66,,,,
401,06/21/25 11:57:00 PM,43.96,,,,
402,06/21/25 11:58:00 PM,44.12,,,,
403,06/21/25 11:59:00 PM,44.27,,,,
404,06/22/25 12:00:00 AM,44.20,,,,
405,06/22/25 12:01:00 AM,43.96,,,,
406,06/22/25 12:02:00 AM,43.89,,,,
407,06/22/25 12:03:00 AM,43.89,,,,
408,06/22/25 12:04:00 AM,43.96,,,,
409,06/22/25 12:05:00 AM,44.12,,,,
410,06/22/25 12:06:00 AM,44.12,,,,
411,06/22/25 12:07:00 AM,44.12,,,,
412,06/22/25 12:08:00 AM,43.58,,,,
413,06/22/25 12:09:00 AM,43.04,,,,
414,06/22/25 12:10:00 AM,42.65,,,,
415,06/22/25 12:11:00 AM,42.57,,,,
416,06/22/25 12:12:00 AM,42.42,,,,
417,06/22/25 12:13:00 AM,42.19,,,,
418,06/22/25 12:14:00 AM,42.50,,,,
419,06/22/25 12:15:00 AM,42.88,,,,
420,06/22/25 12:16:00 AM,43.42,,,,
421,06/22/25 12:17:00 AM,43.66,,,,
422,06/22/25 12:18:00 AM,43.19,,,,
423,06/22/25 12:19:00 AM,42.73,,,,
424,06/22/25 12:20:00 AM,42.57,,,,
425,06/22/25 12:21:00 AM,42.11,,,,
426,06/22/25 12:22:00 AM,41.65,,,,
427,06/22/25 12:23:00 AM,41.42,,,,
428,06/22/25 12:24:00 AM,41.42,,,,
429,06/22/25 12:25:00 AM,41.42,,,,
430,06/22/25 12:26:00 AM,41.26,,,,
431,06/22/25 12:27:00 AM,41.49,,,,
432,06/22/25 12:28:00 AM,41.72,,,,
433,06/22/25 12:29:00 AM,41.57,,,,
434,06/22/25 12:30:00 AM,41.57,,,,
435,06/22/25 12:31:00 AM,41.49,,,,
436,06/22/25 12:32:00 AM,41.80,,,,
437,06/22/25 12:33:00 AM,41.96,,,,
438,06/22/25 12:34:00 AM,42.03,,,,
439,06/22/25 12:35:00 AM,42.34,,,,
440,06/22/25 12:36:00 AM,42.65,,,,
441,06/22/25 12:37:00 AM,42.73,,,,
442,06/22/25 12:38:00 AM,42.73,,,,
443,06/22/25 12:39:00 AM,42.73,,,,
444,06/22/25 12:40:00 AM,42.73,,,,
445,06/22/25 12:41:00 AM,42.81,,,,
446,06/22/25 12:42:00 AM,43.11,,,,
447,06/22/25 12:43:00 AM,43.19,,,,
448,06/22/25 12:44:00 AM,42.57,,,,
449,06/22/25 12:45:00 AM,41.96,,,,
450,06/22/25 12:46:00 AM,41.34,,,,
451,06/22/25 12:47:00 AM,40.95,,,,
452,06/22/25 12:48:00 AM,40.88,,,,
453,06/22/25 12:49:00 AM,40.72,,,,
454,06/22/25 12:50:00 AM,40.72,,,,
455,06/22/25 12:51:00 AM,40.80,,,,
456,06/22/25 12:52:00 AM,40.80,,,,
457,06/22/25 12:53:00 AM,40.64,,,,
458,06/22/25 12:54:00 AM,40.41,,,,
459,06/22/25 12:55:00 AM,40.26,,,,
460,06/22/25 12:56:00 AM,40.03,,,,
461,06/22/25 12:57:00 AM,40.03,,,,
462,06/22/25 12:58:00 AM,39.87,,,,
463,06/22/25 12:59:00 AM,39.72,,,,
464,06/22/25 01:00:00 AM,39.64,,,,
465,06/22/25 01:01:00 AM,39.87,,,,
466,06/22/25 01:02:00 AM,39.56,,,,
467,06/22/25 01:03:00 AM,39.33,,,,
468,06/22/25 01:04:00 AM,39.02,,,,
469,06/22/25 01:05:00 AM,38.79,,,,
470,06/22/25 01:06:00 AM,38.64,,,,
471,06/22/25 01:07:00 AM,38.79,,,,
472,06/22/25 01:08:00 AM,38.87,,,,
473,06/22/25 01:09:00 AM,38.64,,,,
474,06/22/25 01:10:00 AM,38.64,,,,
475,06/22/25 01:11:00 AM,38.64,,,,
476,06/22/25 01:12:00 AM,38.71,,,,
477,06/22/25 01:13:00 AM,38.87,,,,
478,06/22/25 01:14:00 AM,39.02,,,,
479,06/22/25 01:15:00 AM,38.87,,,,
480,06/22/25 01:16:00 AM,38.71,,,,
481,06/22/25 01:17:00 AM,38.48,,,,
482,06/22/25 01:18:00 AM,38.33,,,,
483,06/22/25 01:19:00 AM,38.25,,,,
484,06/22/25 01:20:00 AM,37.94,,,,
485,06/22/25 01:21:00 AM,37.79,,,,
486,06/22/25 01:22:00 AM,37.63,,,,
487,06/22/25 01:23:00 AM,37.63,,,,
488,06/22/25 01:24:00 AM,37.55,,,,
489,06/22/25 01:25:00 AM,37.55,,,,
490,06/22/25 01:26:00 AM,37.48,,,,
491,06/22/25 01:27:00 AM,37.32,,,,
492,06/22/25 01:28:00 AM,37.48,,,,
493,06/22/25 01:29:00 AM,37.71,,,,
494,06/22/25 01:30:00 AM,38.10,,,,
495,06/22/25 01:31:00 AM,38.33,,,,
496,06/22/25 01:32:00 AM,38.25,,,,
497,06/22/25 01:33:00 AM,38.17,,,,
498,06/22/25 01:34:00 AM,38.25,,,,
499,06/22/25 01:35:00 AM,38.40,,,,
500,06/22/25 01:36:00 AM,38.48,,,,
501,06/22/25 01:37:00 AM,38.71,,,,
502,06/22/25 01:38:00 AM,38.87,,,,
503,06/22/25 01:39:00 AM,38.87,,,,
504,06/22/25 01:40:00 AM,38.64,,,,
505,06/22/25 01:41:00 AM,38.40,,,,
506,06/22/25 01:42:00 AM,38.33,,,,
507,06/22/25 01:43:00 AM,38.33,,,,
508,06/22/25 01:44:00 AM,38.40,,,,
509,06/22/25 01:45:00 AM,38.40,,,,
510,06/22/25 01:46:00 AM,38.56,,,,
511,06/22/25 01:47:00 AM,38.79,,,,
512,06/22/25 01:48:00 AM,39.02,,,,
513,06/22/25 01:49:00 AM,39.10,,,,
514,06/22/25 01:50:00 AM,39.25,,,,
515,06/22/25 01:51:00 AM,39.33,,,,
516,06/22/25 01:52:00 AM,39.56,,,,
517,06/22/25 01:53:00 AM,39.56,,,,
518,06/22/25 01:54:00 AM,39.56,,,,
519,06/22/25 01:55:00 AM,39.41,,,,
520,06/22/25 01:56:00 AM,39.18,,,,
521,06/22/25 01:57:00 AM,38.87,,,,
522,06/22/25 01:58:00 AM,38.79,,,,
523,06/22/25 01:59:00 AM,38.40,,,,
524,06/22/25 02:00:00 AM,38.33,,,,
525,06/22/25 02:01:00 AM,38.25,,,,
526,06/22/25 02:02:00 AM,38.25,,,,
527,06/22/25 02:03:00 AM,38.56,,,,
528,06/22/25 02:04:00 AM,38.87,,,,
529,06/22/25 02:05:00 AM,39.10,,,,
530,06/22/25 02:06:00 AM,39.25,,,,
531,06/22/25 02:07:00 AM,39.56,,,,
532,06/22/25 02:08:00 AM,39.95,,,,
533,06/22/25 02:09:00 AM,39.95,,,,
534,06/22/25 02:10:00 AM,39.87,,,,
535,06/22/25 02:11:00 AM,39.87,,,,
536,06/22/25 02:12:00 AM,39.79,,,,
537,06/22/25 02:13:00 AM,39.79,,,,
538,06/22/25 02:14:00 AM,39.49,,,,
539,06/22/25 02:15:00 AM,39.02,,,,
540,06/22/25 02:16:00 AM,38.79,,,,
541,06/22/25 02:17:00 AM,38.40,,,,
542,06/22/25 02:18:00 AM,38.10,,,,
543,06/22/25 02:19:00 AM,37.79,,,,
544,06/22/25 02:20:00 AM,37.55,,,,
545,06/22/25 02:21:00 AM,37.40,,,,
