7/14/2023 21:29,C,12
7/14/2023 21:39,C,11.5
7/14/2023 21:49,C,11.5
7/14/2023 21:59,C,11
7/14/2023 22:09,C,11
7/14/2023 22:19,C,11
7/14/2023 22:29,C,10.5
7/14/2023 22:39,C,10.5
7/14/2023 22:49,C,10.5
7/14/2023 22:59,C,10.5
7/14/2023 23:09,C,10.5
7/14/2023 23:19,C,10.5
7/14/2023 23:29,C,10
7/14/2023 23:39,C,10
7/14/2023 23:49,C,10
7/14/2023 23:59,C,9.5
7/15/2023 0:09,C,9.5
7/15/2023 0:19,C,9.5
7/15/2023 0:29,C,9.5
7/15/2023 0:39,C,9
7/15/2023 0:49,C,9
7/15/2023 0:59,C,9
7/15/2023 1:09,C,9
7/15/2023 1:19,C,9
7/15/2023 1:29,C,9
7/15/2023 1:39,C,9
7/15/2023 1:49,C,9
7/15/2023 1:59,C,9
7/15/2023 2:09,C,9
7/15/2023 2:19,C,9
7/15/2023 2:29,C,8.5
7/15/2023 2:39,C,8.5
7/15/2023 2:49,C,8.5
7/15/2023 2:59,C,8.5
7/15/2023 3:09,C,8.5
7/15/2023 3:19,C,8.5
7/15/2023 3:29,C,8.5
7/15/2023 3:39,C,8.5
7/15/2023 3:49,C,8.5
7/15/2023 3:59,C,8.5
7/15/2023 4:09,C,8
7/15/2023 4:19,C,8
7/15/2023 4:29,C,8
7/15/2023 4:39,C,8
7/15/2023 4:49,C,8
7/15/2023 4:59,C,8
7/15/2023 5:09,C,8
7/15/2023 5:19,C,8
7/15/2023 5:29,C,8
7/15/2023 5:39,C,8
7/15/2023 5:49,C,8.5
7/15/2023 5:59,C,8.5
7/15/2023 6:09,C,9
7/15/2023 6:19,C,9
7/15/2023 6:29,C,9.5
7/15/2023 6:39,C,9.5
7/15/2023 6:49,C,9.5
7/15/2023 6:59,C,10
7/15/2023 7:09,C,10
7/15/2023 7:19,C,10
7/15/2023 7:29,C,10.5
7/15/2023 7:39,C,10.5
7/15/2023 7:49,C,11
7/15/2023 7:59,C,11
7/15/2023 8:09,C,11
7/15/2023 8:19,C,11.5
7/15/2023 8:29,C,11.5
7/15/2023 8:39,C,11.5
7/15/2023 8:49,C,11.5
7/15/2023 8:59,C,12.5
7/15/2023 9:09,C,16
7/15/2023 9:19,C,16.5
7/15/2023 9:29,C,15
7/15/2023 9:39,C,16
7/15/2023 9:49,C,16
7/15/2023 9:59,C,16
7/15/2023 10:09,C,13
7/15/2023 10:19,C,10.5
7/15/2023 10:29,C,9.5
7/15/2023 10:39,C,7.5
7/15/2023 10:49,C,6.5
7/15/2023 10:59,C,6
7/15/2023 11:09,C,6
7/15/2023 11:19,C,6
7/15/2023 11:29,C,7
7/15/2023 11:39,C,7.5
7/15/2023 11:49,C,5.5
7/15/2023 11:59,C,5.5
7/15/2023 12:09,C,6
7/15/2023 12:19,C,5.5
7/15/2023 12:29,C,6
7/15/2023 12:39,C,6.5
7/15/2023 12:49,C,6.5
7/15/2023 12:59,C,6
7/15/2023 13:09,C,6
7/15/2023 13:19,C,6
7/15/2023 13:29,C,6
7/15/2023 13:39,C,5.5
7/15/2023 13:49,C,6
7/15/2023 13:59,C,5.5
7/15/2023 14:09,C,5.5
7/15/2023 14:19,C,5.5
7/15/2023 14:29,C,5
7/15/2023 14:39,C,5.5
7/15/2023 14:49,C,5
7/15/2023 14:59,C,5
7/15/2023 15:09,C,5.5
7/15/2023 15:19,C,6
7/15/2023 15:29,C,6
7/15/2023 15:39,C,6
7/15/2023 15:49,C,6.5
7/15/2023 15:59,C,6.5
7/15/2023 16:09,C,6.5
7/15/2023 16:19,C,6.5
7/15/2023 16:29,C,6
7/15/2023 16:39,C,6
7/15/2023 16:49,C,6
7/15/2023 16:59,C,7
7/15/2023 17:09,C,7
7/15/2023 17:19,C,6.5
7/15/2023 17:29,C,6.5
7/15/2023 17:39,C,7
7/15/2023 17:49,C,7
7/15/2023 17:59,C,6.5
7/15/2023 18:09,C,6.5
7/15/2023 18:19,C,6.5
7/15/2023 18:29,C,6.5
7/15/2023 18:39,C,6.5
7/15/2023 18:49,C,6
7/15/2023 18:59,C,6
7/15/2023 19:09,C,6
7/15/2023 19:19,C,5.5
7/15/2023 19:29,C,5.5
7/15/2023 19:39,C,4.5
7/15/2023 19:49,C,3.5
7/15/2023 19:59,C,3
7/15/2023 20:09,C,3
7/15/2023 20:19,C,2.5
7/15/2023 20:29,C,2.5
7/15/2023 20:39,C,2.5
7/15/2023 20:49,C,2.5
7/15/2023 20:59,C,2.5
7/15/2023 21:09,C,2
7/15/2023 21:19,C,2
7/15/2023 21:29,C,2
7/15/2023 21:39,C,2
7/15/2023 21:49,C,2
7/15/2023 21:59,C,2
7/15/2023 22:09,C,2
7/15/2023 22:19,C,2
7/15/2023 22:29,C,2
7/15/2023 22:39,C,2
7/15/2023 22:49,C,2
7/15/2023 22:59,C,2
7/15/2023 23:09,C,2
7/15/2023 23:19,C,2
7/15/2023 23:29,C,1.5
7/15/2023 23:39,C,1
7/15/2023 23:49,C,1.5
7/15/2023 23:59,C,1.5
7/16/2023 0:09,C,2
7/16/2023 0:19,C,1.5
7/16/2023 0:29,C,1.5
7/16/2023 0:39,C,2
7/16/2023 0:49,C,1.5
7/16/2023 0:59,C,2
7/16/2023 1:09,C,2
7/16/2023 1:19,C,2
7/16/2023 1:29,C,2
7/16/2023 1:39,C,2
7/16/2023 1:49,C,1
7/16/2023 1:59,C,1.5
7/16/2023 2:09,C,2
7/16/2023 2:19,C,2
7/16/2023 2:29,C,2
7/16/2023 2:39,C,1.5
7/16/2023 2:49,C,1.5
7/16/2023 2:59,C,1.5
7/16/2023 3:09,C,2
7/16/2023 3:19,C,2
7/16/2023 3:29,C,2.5
7/16/2023 3:39,C,2
7/16/2023 3:49,C,2
7/16/2023 3:59,C,2.5
7/16/2023 4:09,C,2.5
7/16/2023 4:19,C,2
7/16/2023 4:29,C,2
7/16/2023 4:39,C,1.5
7/16/2023 4:49,C,1.5
7/16/2023 4:59,C,2
7/16/2023 5:09,C,2
7/16/2023 5:19,C,2
7/16/2023 5:29,C,2.5
7/16/2023 5:39,C,2.5
7/16/2023 5:49,C,2.5
7/16/2023 5:59,C,2.5
7/16/2023 6:09,C,3.5
7/16/2023 6:19,C,3
7/16/2023 6:29,C,3
7/16/2023 6:39,C,3.5
7/16/2023 6:49,C,3.5
7/16/2023 6:59,C,4
7/16/2023 7:09,C,4
7/16/2023 7:19,C,4.5
7/16/2023 7:29,C,4.5
7/16/2023 7:39,C,4.5
7/16/2023 7:49,C,4.5
7/16/2023 7:59,C,4.5
7/16/2023 8:09,C,4.5
7/16/2023 8:19,C,4
7/16/2023 8:29,C,4.5
7/16/2023 8:39,C,5
7/16/2023 8:49,C,4.5
7/16/2023 8:59,C,4
7/16/2023 9:09,C,4.5
7/16/2023 9:19,C,4.5
7/16/2023 9:29,C,4.5
7/16/2023 9:39,C,4
7/16/2023 9:49,C,4.5
7/16/2023 9:59,C,4.5
7/16/2023 10:09,C,5
7/16/2023 10:19,C,5
7/16/2023 10:29,C,5
7/16/2023 10:39,C,6
7/16/2023 10:49,C,6.5
7/16/2023 10:59,C,5.5
7/16/2023 11:09,C,6
7/16/2023 11:19,C,6
7/16/2023 11:29,C,5.5
7/16/2023 11:39,C,5.5
7/16/2023 11:49,C,5.5
7/16/2023 11:59,C,5.5
7/16/2023 12:09,C,4.5
7/16/2023 12:19,C,4.5
7/16/2023 12:29,C,4.5
7/16/2023 12:39,C,4.5
7/16/2023 12:49,C,4.5
7/16/2023 12:59,C,4.5
7/16/2023 13:09,C,4.5
7/16/2023 13:19,C,4
7/16/2023 13:29,C,3
7/16/2023 13:39,C,5
7/16/2023 13:49,C,6
7/16/2023 13:59,C,5
7/16/2023 14:09,C,6.5
7/16/2023 14:19,C,8
7/16/2023 14:29,C,9.5
7/16/2023 14:39,C,10
7/16/2023 14:49,C,10.5
7/16/2023 14:59,C,10.5
7/16/2023 15:09,C,10.5
7/16/2023 15:19,C,10.5
7/16/2023 15:29,C,11
7/16/2023 15:39,C,11
7/16/2023 15:49,C,11
7/16/2023 15:59,C,11.5
7/16/2023 16:09,C,11.5
7/16/2023 16:19,C,11.5
7/16/2023 16:29,C,11.5
7/16/2023 16:39,C,11.5
7/16/2023 16:49,C,11.5
7/16/2023 16:59,C,11.5
7/16/2023 17:09,C,11.5
7/16/2023 17:19,C,11
7/16/2023 17:29,C,11
7/16/2023 17:39,C,11
7/16/2023 17:49,C,11
7/16/2023 17:59,C,11
7/16/2023 18:09,C,11.5
7/16/2023 18:19,C,11.5
7/16/2023 18:29,C,11.5
7/16/2023 18:39,C,11.5
7/16/2023 18:49,C,11.5
7/16/2023 18:59,C,11.5
7/16/2023 19:09,C,11.5
7/16/2023 19:19,C,11.5
7/16/2023 19:29,C,11.5
7/16/2023 19:39,C,11.5
7/16/2023 19:49,C,11.5
7/16/2023 19:59,C,11.5
7/16/2023 20:09,C,11.5
7/16/2023 20:19,C,11.5
7/16/2023 20:29,C,11.5
7/16/2023 20:39,C,11.5
7/16/2023 20:49,C,12
7/16/2023 20:59,C,12
7/16/2023 21:09,C,12
7/16/2023 21:19,C,12
7/16/2023 21:29,C,12
7/16/2023 21:39,C,12
7/16/2023 21:49,C,12
7/16/2023 21:59,C,12
7/16/2023 22:09,C,12
7/16/2023 22:19,C,12
7/16/2023 22:29,C,12
7/16/2023 22:39,C,11.5
7/16/2023 22:49,C,11.5
7/16/2023 22:59,C,11.5
7/16/2023 23:09,C,11.5
7/16/2023 23:19,C,11.5
7/16/2023 23:29,C,11.5
7/16/2023 23:39,C,11.5
7/16/2023 23:49,C,11.5
7/16/2023 23:59,C,11.5
