2031	7/2/22	14:45:03	16.3		
2032	7/2/22	15:00:03	15.9		
2033	7/2/22	15:15:03	18.9		
2034	7/2/22	15:30:03	17.9		
2035	7/2/22	15:45:03	13.9		
2036	7/2/22	16:00:03	15.9		
2037	7/2/22	16:15:03	16.6		
2038	7/2/22	16:30:03	14.7		
2039	7/2/22	16:45:03	14.6		
2040	7/2/22	17:00:03	13		
2041	7/2/22	17:15:03	14.4		
2042	7/2/22	17:30:03	13.9		
2043	7/2/22	17:45:03	14.8		
2044	7/2/22	18:00:03	12.2		
2045	7/2/22	18:15:03	12.4		
2046	7/2/22	18:30:03	13.2		
2047	7/2/22	18:45:03	11.5		
2048	7/2/22	19:00:03	12.3		
2049	7/2/22	19:15:03	10.7		
2050	7/2/22	19:30:03	10.8		
2051	7/2/22	19:45:03	9.1		
2052	7/2/22	20:00:03	8.4		
2053	7/2/22	20:15:03	8.7		
2054	7/2/22	20:30:03	8.5		
2055	7/2/22	20:45:03	8.6		
2056	7/2/22	21:00:03	8.4		
2057	7/2/22	21:15:03	7.8		
2058	7/2/22	21:30:03	6.1		
2059	7/2/22	21:45:03	6.6		
2060	7/2/22	22:00:03	7.4		
2061	7/2/22	22:15:03	7.4		
2062	7/2/22	22:30:03	5.4		
2063	7/2/22	22:45:03	6.3		
2064	7/2/22	23:00:03	6.9		
2065	7/2/22	23:15:03	7.3		
2066	7/2/22	23:30:03	7.1		
2067	7/2/22	23:45:03	5.8		
2068	7/3/22	0:00:03	7.7		
2069	7/3/22	0:15:03	7.2		
2070	7/3/22	0:30:03	6.1		
2071	7/3/22	0:45:03	6.4		
2072	7/3/22	1:00:03	7.6		
2073	7/3/22	1:15:03	4.9		
2074	7/3/22	1:30:03	6.2		
2075	7/3/22	1:45:03	6.8		
2076	7/3/22	2:00:03	7.6		
2077	7/3/22	2:15:03	6.2		
2078	7/3/22	2:30:03	6.2		
2079	7/3/22	2:45:03	6.7		
2080	7/3/22	3:00:03	7.1		
2081	7/3/22	3:15:03	7.4		
2082	7/3/22	3:30:03	5.7		
2083	7/3/22	3:45:03	6.3		
2084	7/3/22	4:00:03	5.6		
2085	7/3/22	4:15:03	6.5		
2086	7/3/22	4:30:03	6.4		
2087	7/3/22	4:45:03	7.4		
2088	7/3/22	5:00:03	7.9		
2089	7/3/22	5:15:03	5.7		
2090	7/3/22	5:30:03	6.9		
2091	7/3/22	5:45:03	8.4		
2092	7/3/22	6:00:03	11.3		
2093	7/3/22	6:15:03	10.6		
2094	7/3/22	6:30:03	10.1		
2095	7/3/22	6:45:03	11.5		
2096	7/3/22	7:00:03	13.5		
2097	7/3/22	7:15:03	14.7		
2098	7/3/22	7:30:03	11.3		
2099	7/3/22	7:45:03	13.3		
2100	7/3/22	8:00:03	14.6		
2101	7/3/22	8:15:03	13.8		
2102	7/3/22	8:30:03	16.1		
2103	7/3/22	8:45:03	15.2		
2104	7/3/22	9:00:03	15.6		
2105	7/3/22	9:15:03	17.9		
2106	7/3/22	9:30:03	12.4		
2107	7/3/22	9:45:03	14.1		
2108	7/3/22	10:00:03	15.6		
2109	7/3/22	10:15:03	19.1		
2110	7/3/22	10:30:03	19.3		
2111	7/3/22	10:45:03	19		
2112	7/3/22	11:00:03	18.1		
2113	7/3/22	11:15:03	16.4		
2114	7/3/22	11:30:03	20.3		
2115	7/3/22	11:45:03	19.2		
2116	7/3/22	12:00:03	19.1		
2117	7/3/22	12:15:03	18.3		
2118	7/3/22	12:30:03	17.5		
2119	7/3/22	12:45:03	18.1		
2120	7/3/22	13:00:03	19.8		
2121	7/3/22	13:15:03	18.4		
2122	7/3/22	13:30:03	19.2		
2123	7/3/22	13:45:03	20.1		
2124	7/3/22	14:00:03	18.4		
2125	7/3/22	14:15:03	20.1		
2126	7/3/22	14:30:03	18.9		
2127	7/3/22	14:45:03	18.1		
2128	7/3/22	15:00:03	17.9		
2129	7/3/22	15:15:03	17.4		
2130	7/3/22	15:30:03	18.1		
2131	7/3/22	15:45:03	17.9		
2132	7/3/22	16:00:03	14.4		
2133	7/3/22	16:15:03	16.9		
2134	7/3/22	16:30:03	17.9		
2135	7/3/22	16:45:03	16.1		
2136	7/3/22	17:00:03	16		
2137	7/3/22	17:15:03	17.3		
2138	7/3/22	17:30:03	15		
2139	7/3/22	17:45:03	15.7		
2140	7/3/22	18:00:03	13.9		
2141	7/3/22	18:15:03	15.4		
2142	7/3/22	18:30:03	13.2		
2143	7/3/22	18:45:03	14.1		
2144	7/3/22	19:00:03	14.4		
2145	7/3/22	19:15:03	14.4		
2146	7/3/22	19:30:03	14.1		
2147	7/3/22	19:45:03	13.1		
2148	7/3/22	20:00:03	13.3		
2149	7/3/22	20:15:03	11.6		
2150	7/3/22	20:30:03	12.4		
2151	7/3/22	20:45:03	10.5		
2152	7/3/22	21:00:03	9.7		
2153	7/3/22	21:15:03	10.8		
2154	7/3/22	21:30:03	8.8		
2155	7/3/22	21:45:03	10.1		
2156	7/3/22	22:00:03	10.4		
2157	7/3/22	22:15:03	11.2		
2158	7/3/22	22:30:03	8.8		
2159	7/3/22	22:45:03	8.8		
2160	7/3/22	23:00:03	9.5		
2161	7/3/22	23:15:03	8.7		
2162	7/3/22	23:30:03	7.7		
2163	7/3/22	23:45:03	8.1		
2164	7/4/22	0:00:03	9.3		
2165	7/4/22	0:15:03	9.2		
2166	7/4/22	0:30:03	8.7		
2167	7/4/22	0:45:03	7.7		
2168	7/4/22	1:00:03	8.9		
2169	7/4/22	1:15:03	7		
2170	7/4/22	1:30:03	7.4		
2171	7/4/22	1:45:03	8.4		
2172	7/4/22	2:00:03	8.2		
2173	7/4/22	2:15:03	9.8		
2174	7/4/22	2:30:03	9.6		
2175	7/4/22	2:45:03	9.9		
2176	7/4/22	3:00:03	7.8		
2177	7/4/22	3:15:03	7		
2178	7/4/22	3:30:03	8.2		
2179	7/4/22	3:45:03	8.8		
2180	7/4/22	4:00:03	7.4		
2181	7/4/22	4:15:03	7.1		
2182	7/4/22	4:30:03	7.7		
2183	7/4/22	4:45:03	7.7		
2184	7/4/22	5:00:03	7.7		
2185	7/4/22	5:15:03	7.1		
2186	7/4/22	5:30:03	5.7		
2187	7/4/22	5:45:03	6.4		
2188	7/4/22	6:00:03	9.2		
2189	7/4/22	6:15:03	12.2		
2190	7/4/22	6:30:03	11.2		
2191	7/4/22	6:45:03	11.1		
2192	7/4/22	7:00:03	8.4		
2193	7/4/22	7:15:03	12.4		
2194	7/4/22	7:30:03	12.9		
2195	7/4/22	7:45:03	13		
2196	7/4/22	8:00:03	13.9		
2197	7/4/22	8:15:03	16.2		
2198	7/4/22	8:30:03	17.1		
2199	7/4/22	8:45:03	17.4		
2200	7/4/22	9:00:03	18.5		
2201	7/4/22	9:15:03	18.4		
2202	7/4/22	9:30:03	16.9		
2203	7/4/22	9:45:03	16.7		
2204	7/4/22	10:00:03	17.6		
2205	7/4/22	10:15:03	20.2		
2206	7/4/22	10:30:03	20.6		
2207	7/4/22	10:45:03	17.2		
2208	7/4/22	11:00:03	20.8		
2209	7/4/22	11:15:03	19.6		
2210	7/4/22	11:30:03	19.7		
2211	7/4/22	11:45:03	21.1		
2212	7/4/22	12:00:03	19.4		
2213	7/4/22	12:15:03	22		
2214	7/4/22	12:30:03	20		
2215	7/4/22	12:45:03	19.1		
2216	7/4/22	13:00:03	18		
2217	7/4/22	13:15:03	16.9		
2218	7/4/22	13:30:03	17.5		
2219	7/4/22	13:45:03	18.8		
2220	7/4/22	14:00:03	19.9		
2221	7/4/22	14:15:03	21.2		
2222	7/4/22	14:30:03	19.5		
2223	7/4/22	14:45:03	18.4		
2224	7/4/22	15:00:03	17		
2225	7/4/22	15:15:03	16.1		
2226	7/4/22	15:30:03	14.3		
2227	7/4/22	15:45:03	12.1		
2228	7/4/22	16:00:03	13.6		
2229	7/4/22	16:15:03	11.5		
2230	7/4/22	16:30:03	14.7		
2231	7/4/22	16:45:03	12.4		
2232	7/4/22	17:00:03	9.8		
2233	7/4/22	17:15:03	12		
2234	7/4/22	17:30:03	12.1		
2235	7/4/22	17:45:03	12.6		
2236	7/4/22	18:00:03	10		
2237	7/4/22	18:15:03	8.7		
2238	7/4/22	18:30:03	10.3		
2239	7/4/22	18:45:03	10.9		
2240	7/4/22	19:00:03	8.2		
2241	7/4/22	19:15:03	7.8		
2242	7/4/22	19:30:03	10.3		
2243	7/4/22	19:45:03	8.7		
2244	7/4/22	20:00:03	6.4		
2245	7/4/22	20:15:03	6.7		
2246	7/4/22	20:30:03	7		
2247	7/4/22	20:45:03	8.2		
2248	7/4/22	21:00:03	8.4		
2249	7/4/22	21:15:03	11.2		
2250	7/4/22	21:30:03	9.8		
2251	7/4/22	21:45:03	5.5		
2252	7/4/22	22:00:03	5.2		
2253	7/4/22	22:15:03	8.8		
2254	7/4/22	22:30:03	8.4		
2255	7/4/22	22:45:03	6.9		
2256	7/4/22	23:00:03	8.4		
2257	7/4/22	23:15:03	8.7		
2258	7/4/22	23:30:03	8.5		
2259	7/4/22	23:45:03	8.7		
2260	7/5/22	0:00:03	7.7		
2261	7/5/22	0:15:03	8.3		
2262	7/5/22	0:30:03	9.2		
2263	7/5/22	0:45:03	9.2		
2264	7/5/22	1:00:03	9.6		
2265	7/5/22	1:15:03	8.7		
2266	7/5/22	1:30:03	9.2		
2267	7/5/22	1:45:03	7.4		
2268	7/5/22	2:00:03	6.8		
2269	7/5/22	2:15:03	6.3		
2270	7/5/22	2:30:03	7.3		
2271	7/5/22	2:45:03	8.1		
2272	7/5/22	3:00:03	8		
2273	7/5/22	3:15:03	8.6		
2274	7/5/22	3:30:03	8.2		
2275	7/5/22	3:45:03	8.4		
2276	7/5/22	4:00:03	8.4		
2277	7/5/22	4:15:03	7.7		
2278	7/5/22	4:30:03	8.1		
2279	7/5/22	4:45:03	7		
2280	7/5/22	5:00:03	7.7		
2281	7/5/22	5:15:03	8.5		
2282	7/5/22	5:30:03	9.1		
2283	7/5/22	5:45:03	9.3		
2284	7/5/22	6:00:03	9.9		
2285	7/5/22	6:15:03	8.1		
2286	7/5/22	6:30:03	9		
2287	7/5/22	6:45:03	9		
2288	7/5/22	7:00:03	9.8		
2289	7/5/22	7:15:03	12.2		
2290	7/5/22	7:30:03	10.9		
2291	7/5/22	7:45:03	10		
2292	7/5/22	8:00:03	12.3		
2293	7/5/22	8:15:03	12.6		
2294	7/5/22	8:30:03	12.6		
2295	7/5/22	8:45:03	12		
2296	7/5/22	9:00:03	15.8		
2297	7/5/22	9:15:03	16.4		
2298	7/5/22	9:30:03	15.2		
2299	7/5/22	9:45:03	16		
2300	7/5/22	10:00:03	15.6		
2301	7/5/22	10:15:03	16.4		
2302	7/5/22	10:30:03	16.2		
2303	7/5/22	10:45:03	15.7		
2304	7/5/22	11:00:03	18.1		
2305	7/5/22	11:15:03	16		
2306	7/5/22	11:30:03	19		
2307	7/5/22	11:45:03	19.2		
2308	7/5/22	12:00:03	18.5		
2309	7/5/22	12:15:03	18.9		
2310	7/5/22	12:30:03	17.5		
2311	7/5/22	12:45:03	18		
2312	7/5/22	13:00:03	16.9		
2313	7/5/22	13:15:03	17		
2314	7/5/22	13:30:03	19.3		
2315	7/5/22	13:45:03	17.8		
2316	7/5/22	14:00:03	15.7		
2317	7/5/22	14:15:03	17.1		
2318	7/5/22	14:30:03	15.2		
2319	7/5/22	14:45:03	16.3		
2320	7/5/22	15:00:03	16.4		
2321	7/5/22	15:15:03	17		
2322	7/5/22	15:30:03	14.5		
2323	7/5/22	15:45:03	17.2		
2324	7/5/22	16:00:03	14.3		
2325	7/5/22	16:15:03	15.7		
2326	7/5/22	16:30:03	15		
2327	7/5/22	16:45:03	15.2		
2328	7/5/22	17:00:03	14.1		
2329	7/5/22	17:15:03	16.1		
2330	7/5/22	17:30:03	13.5		
2331	7/5/22	17:45:03	11.6		
2332	7/5/22	18:00:03	12.6		
2333	7/5/22	18:15:03	12.8		
2334	7/5/22	18:30:03	9.3		
2335	7/5/22	18:45:03	8.6		
2336	7/5/22	19:00:03	11.6		
2337	7/5/22	19:15:03	8.7		
2338	7/5/22	19:30:03	9.1		
2339	7/5/22	19:45:03	8.7		
2340	7/5/22	20:00:03	8.4		
2341	7/5/22	20:15:03	8.3		
2342	7/5/22	20:30:03	6.8		
2343	7/5/22	20:45:03	7.1		
2344	7/5/22	21:00:03	7.9		
2345	7/5/22	21:15:03	6.7		
2346	7/5/22	21:30:03	6.1		
2347	7/5/22	21:45:03	5.6		
2348	7/5/22	22:00:03	6.4		
2349	7/5/22	22:15:03	7.8		
2350	7/5/22	22:30:03	6.9		
2351	7/5/22	22:45:03	6.4		
2352	7/5/22	23:00:03	5.1		
2353	7/5/22	23:15:03	4.8		
2354	7/5/22	23:30:03	4.9		
2355	7/5/22	23:45:03	4.7		
2356	7/6/22	0:00:03	5.7		
2357	7/6/22	0:15:03	6.8		
2358	7/6/22	0:30:03	5.1		
2359	7/6/22	0:45:03	4.5		
2360	7/6/22	1:00:03	4.3		
2361	7/6/22	1:15:03	5.9		
2362	7/6/22	1:30:03	6.8		
2363	7/6/22	1:45:03	5.9		
2364	7/6/22	2:00:03	7.3		
2365	7/6/22	2:15:03	5.5		
2366	7/6/22	2:30:03	9.5		
2367	7/6/22	2:45:03	7.5		
2368	7/6/22	3:00:03	7.3		
2369	7/6/22	3:15:03	6.2		
2370	7/6/22	3:30:03	4.9		
2371	7/6/22	3:45:03	5.4		
2372	7/6/22	4:00:03	4.2		
2373	7/6/22	4:15:03	5.2		
2374	7/6/22	4:30:03	5.2		
2375	7/6/22	4:45:03	3.8		
2376	7/6/22	5:00:03	5.5		
2377	7/6/22	5:15:03	4.8		
2378	7/6/22	5:30:03	4.2		
2379	7/6/22	5:45:03	5.1		
2380	7/6/22	6:00:03	6.8		
2381	7/6/22	6:15:03	8.3		
2382	7/6/22	6:30:03	8		
2383	7/6/22	6:45:03	10.7		
2384	7/6/22	7:00:03	8		
2385	7/6/22	7:15:03	7.4		
2386	7/6/22	7:30:03	7.4		
2387	7/6/22	7:45:03	9		
2388	7/6/22	8:00:03	9.7		
2389	7/6/22	8:15:03	9.8		
2390	7/6/22	8:30:03	10.9		
2391	7/6/22	8:45:03	12.2		
2392	7/6/22	9:00:03	10.8		
2393	7/6/22	9:15:03	11.2		
2394	7/6/22	9:30:03	13.7		
2395	7/6/22	9:45:03	14.9		
2396	7/6/22	10:00:03	16.1		
2397	7/6/22	10:15:03	16.9		
2398	7/6/22	10:30:03	14.9		
2399	7/6/22	10:45:03	17.1		
2400	7/6/22	11:00:03	16.2		
2401	7/6/22	11:15:03	16.5		
2402	7/6/22	11:30:03	16.3		
2403	7/6/22	11:45:03	13.1		
2404	7/6/22	12:00:03	14.4		
2405	7/6/22	12:15:03	15		
2406	7/6/22	12:30:03	14.7		
2407	7/6/22	12:45:03	15.6		
2408	7/6/22	13:00:03	16.8		
2409	7/6/22	13:15:03	19.2		
2410	7/6/22	13:30:03	16.7		
2411	7/6/22	13:45:03	16.4		
2412	7/6/22	14:00:03	15.4		
2413	7/6/22	14:15:03	16.1		
2414	7/6/22	14:30:03	17.8		
2415	7/6/22	14:45:03	17.2		
2416	7/6/22	15:00:03	16.1		
2417	7/6/22	15:15:03	17.5		
2418	7/6/22	15:30:03	14.5		
2419	7/6/22	15:45:03	16.5		
2420	7/6/22	16:00:03	15.9		
2421	7/6/22	16:15:03	15.4		
2422	7/6/22	16:30:03	14.9		
2423	7/6/22	16:45:03	13.6		
2424	7/6/22	17:00:03	12		
2425	7/6/22	17:15:03	12.5		
2426	7/6/22	17:30:03	12.1		
2427	7/6/22	17:45:03	13		
2428	7/6/22	18:00:03	12		
2429	7/6/22	18:15:03	10.1		
2430	7/6/22	18:30:03	8.4		
2431	7/6/22	18:45:03	9.2		
2432	7/6/22	19:00:03	10.1		
2433	7/6/22	19:15:03	8.3		
2434	7/6/22	19:30:03	7.9		
2435	7/6/22	19:45:03	7.1		
2436	7/6/22	20:00:03	7.3		
2437	7/6/22	20:15:03	7.7		
2438	7/6/22	20:30:03	7.8		
2439	7/6/22	20:45:03	7.6		
2440	7/6/22	21:00:03	5.1		
2441	7/6/22	21:15:03	4.7		
2442	7/6/22	21:30:03	4.6		
2443	7/6/22	21:45:03	4.2		
2444	7/6/22	22:00:03	4.5		
2445	7/6/22	22:15:03	5.1		
2446	7/6/22	22:30:03	5.1		
2447	7/6/22	22:45:03	6		
2448	7/6/22	23:00:03	6.4		
2449	7/6/22	23:15:03	4.7		
2450	7/6/22	23:30:03	5		
2451	7/6/22	23:45:03	4.6		
2452	7/7/22	0:00:03	5.3		
2453	7/7/22	0:15:03	5.1		
2454	7/7/22	0:30:03	5.9		
2455	7/7/22	0:45:03	4.9		
2456	7/7/22	1:00:03	5.3		
2457	7/7/22	1:15:03	5.5		
2458	7/7/22	1:30:03	4.2		
2459	7/7/22	1:45:03	6.2		
2460	7/7/22	2:00:03	3.7		
2461	7/7/22	2:15:03	4.3		
2462	7/7/22	2:30:03	4.7		
2463	7/7/22	2:45:03	5.2		
2464	7/7/22	3:00:03	4.3		
2465	7/7/22	3:15:03	3.3		
2466	7/7/22	3:30:03	3.5		
2467	7/7/22	3:45:03	4.6		
2468	7/7/22	4:00:03	5		
2469	7/7/22	4:15:03	6		
2470	7/7/22	4:30:03	5.8		
2471	7/7/22	4:45:03	6.2		
2472	7/7/22	5:00:03	5.5		
2473	7/7/22	5:15:03	6		
2474	7/7/22	5:30:03	6.2		
2475	7/7/22	5:45:03	6.6		
2476	7/7/22	6:00:03	7.3		
2477	7/7/22	6:15:03	6.5		
2478	7/7/22	6:30:03	7.2		
2479	7/7/22	6:45:03	6.3		
2480	7/7/22	7:00:03	8.2		
2481	7/7/22	7:15:03	8.6		
2482	7/7/22	7:30:03	8.5		
2483	7/7/22	7:45:03	8.9		
2484	7/7/22	8:00:03	9.5		
2485	7/7/22	8:15:03	9.7		
2486	7/7/22	8:30:03	10.7		
2487	7/7/22	8:45:03	10.5		
2488	7/7/22	9:00:03	10.5		
2489	7/7/22	9:15:03	12		
2490	7/7/22	9:30:03	13.5		
2491	7/7/22	9:45:03	16.7		
2492	7/7/22	10:00:03	16.4		
2493	7/7/22	10:15:03	15		
2494	7/7/22	10:30:03	15.1		
2495	7/7/22	10:45:03	16.8		
2496	7/7/22	11:00:03	12.1		
2497	7/7/22	11:15:03	13		
2498	7/7/22	11:30:03	11.1		
2499	7/7/22	11:45:03	13.9		
2500	7/7/22	12:00:03	16.7		
2501	7/7/22	12:15:03	13.5		
2502	7/7/22	12:30:03	14.4		
2503	7/7/22	12:45:03	12.7		
2504	7/7/22	13:00:03	14.3		
2505	7/7/22	13:15:03	13.5		
2506	7/7/22	13:30:03	13.9		
2507	7/7/22	13:45:03	11.4		
2508	7/7/22	14:00:03	11.3		
2509	7/7/22	14:15:03	11.8		
2510	7/7/22	14:30:03	11.5		
2511	7/7/22	14:45:03	11.5		
2512	7/7/22	15:00:03	12.8		
2513	7/7/22	15:15:03	11.4		
2514	7/7/22	15:30:03	11.2		
2515	7/7/22	15:45:03	9.6		
2516	7/7/22	16:00:03	7.3		
2517	7/7/22	16:15:03	7.9		
2518	7/7/22	16:30:03	9		
2519	7/7/22	16:45:03	8.9		
2520	7/7/22	17:00:03	8.6		
2521	7/7/22	17:15:03	8.8		
2522	7/7/22	17:30:03	7.9		
2523	7/7/22	17:45:03	8.7		
2524	7/7/22	18:00:03	7.7		
2525	7/7/22	18:15:03	7.5		
2526	7/7/22	18:30:03	7.5		
2527	7/7/22	18:45:03	7.3		
2528	7/7/22	19:00:03	7.2		
2529	7/7/22	19:15:03	6.8		
2530	7/7/22	19:30:03	6.2		
2531	7/7/22	19:45:03	6.2		
2532	7/7/22	20:00:03	5.8		
2533	7/7/22	20:15:03	5.4		
2534	7/7/22	20:30:03	5.2		
2535	7/7/22	20:45:03	4.9		
2536	7/7/22	21:00:03	5.3		
2537	7/7/22	21:15:03	4.5		
2538	7/7/22	21:30:03	4.3		
2539	7/7/22	21:45:03	4.1		
2540	7/7/22	22:00:03	5.2		
2541	7/7/22	22:15:03	3.5		
2542	7/7/22	22:30:03	3.4		
2543	7/7/22	22:45:03	2.5		
2544	7/7/22	23:00:03	3.3		
2545	7/7/22	23:15:03	3.5		
2546	7/7/22	23:30:03	3.7		
2547	7/7/22	23:45:03	3		
2548	7/8/22	0:00:03	3.6		
2549	7/8/22	0:15:03	4.7		
2550	7/8/22	0:30:03	2.8		
2551	7/8/22	0:45:03	3.6		
2552	7/8/22	1:00:03	3.7		
2553	7/8/22	1:15:03	4		
2554	7/8/22	1:30:03	3.2		
2555	7/8/22	1:45:03	4		
2556	7/8/22	2:00:03	2		
2557	7/8/22	2:15:03	2.7		
2558	7/8/22	2:30:03	3.2		
2559	7/8/22	2:45:03	4.2		
2560	7/8/22	3:00:03	4.6		
2561	7/8/22	3:15:03	3.5		
2562	7/8/22	3:30:03	2.8		
2563	7/8/22	3:45:03	2.6		
2564	7/8/22	4:00:03	2.5		
2565	7/8/22	4:15:03	3.6		
2566	7/8/22	4:30:03	3.1		
2567	7/8/22	4:45:03	3.3		
2568	7/8/22	5:00:03	3.1		
2569	7/8/22	5:15:03	3		
2570	7/8/22	5:30:03	3.4		
2571	7/8/22	5:45:03	4.4		
2572	7/8/22	6:00:03	3		
2573	7/8/22	6:15:03	3.4		
2574	7/8/22	6:30:03	3.9		
2575	7/8/22	6:45:03	4.8		
2576	7/8/22	7:00:03	5.6		
2577	7/8/22	7:15:03	4.7		
2578	7/8/22	7:30:03	5.3		
2579	7/8/22	7:45:03	4.6		
2580	7/8/22	8:00:03	4.4		
2581	7/8/22	8:15:03	5.4		
2582	7/8/22	8:30:03	5.4		
2583	7/8/22	8:45:03	6		
2584	7/8/22	9:00:03	7.5		
2585	7/8/22	9:15:03	8.1		
2586	7/8/22	9:30:03	9.3		
2587	7/8/22	9:45:03	9.7		
2588	7/8/22	10:00:03	10.1		
2589	7/8/22	10:15:03	10.9		
2590	7/8/22	10:30:03	11.7		
2591	7/8/22	10:45:03	13.1		
2592	7/8/22	11:00:03	13.1		
2593	7/8/22	11:15:03	12.2		
2594	7/8/22	11:30:03	12.9		
2595	7/8/22	11:45:03	14.6		
2596	7/8/22	12:00:03	12.1		
2597	7/8/22	12:15:03	13.8		
2598	7/8/22	12:30:03	12.6		
2599	7/8/22	12:45:03	12.2		
2600	7/8/22	13:00:03	12.9		
2601	7/8/22	13:15:03	12.9		
2602	7/8/22	13:30:03	12.8		
2603	7/8/22	13:45:03	11.4		
2604	7/8/22	14:00:03	9.9		
2605	7/8/22	14:15:03	10.6		
2606	7/8/22	14:30:03	10.8		
2607	7/8/22	14:45:03	10.8		
2608	7/8/22	15:00:03	10.5		
2609	7/8/22	15:15:03	10.6		
2610	7/8/22	15:30:03	8.9		
2611	7/8/22	15:45:03	9.1		
2612	7/8/22	16:00:03	9.4		
2613	7/8/22	16:15:03	10.6		
2614	7/8/22	16:30:03	11.4		
2615	7/8/22	16:45:03	12.4		
2616	7/8/22	17:00:03	11.6		
2617	7/8/22	17:15:03	9.7		
2618	7/8/22	17:30:03	9		
2619	7/8/22	17:45:03	9.9		
2620	7/8/22	18:00:03	8.2		
2621	7/8/22	18:15:03	7.9		
2622	7/8/22	18:30:03	7.4		
2623	7/8/22	18:45:03	7.7		
2624	7/8/22	19:00:03	7.7		
