"Plot Title: 10573753"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10573753, SEN S/N: 10567019, LBL: T1)","Temp, °F (LGR S/N: 10573753, SEN S/N: 10993622, LBL: T2)","Temp, °F (LGR S/N: 10573753, SEN S/N: 21247484, LBL: Tair)","RH, % (LGR S/N: 10573753, SEN S/N: 21247484, LBL: RH)"
67,06/12/22 05:30:01 AM,65.829,65.701,65.037,57.928
68,06/12/22 05:45:01 AM,65.788,65.658,64.994,57.708
69,06/12/22 06:00:01 AM,65.701,65.615,64.908,57.766
70,06/12/22 06:15:01 AM,65.615,65.530,64.839,57.798
71,06/12/22 06:30:01 AM,65.574,65.487,64.801,57.668
72,06/12/22 06:45:01 AM,65.530,65.403,64.782,57.816
73,06/12/22 07:00:01 AM,65.487,65.359,64.729,57.865
74,06/12/22 07:15:01 AM,65.444,65.316,64.744,58.044
75,06/12/22 07:30:01 AM,65.487,65.316,64.864,58.145
76,06/12/22 07:45:01 AM,65.487,65.316,64.836,58.480
77,06/12/22 08:00:01 AM,65.574,65.359,65.066,58.402
78,06/12/22 08:15:01 AM,65.658,65.444,65.125,58.959
79,06/12/22 08:30:01 AM,66.000,65.615,65.800,59.080
80,06/12/22 08:45:01 AM,66.000,65.188,65.685,59.416
81,06/12/22 09:00:01 AM,65.273,64.589,65.352,59.405
82,06/12/22 09:15:01 AM,65.017,64.418,65.284,59.808
83,06/12/22 09:30:01 AM,64.760,64.074,65.120,60.607
84,06/12/22 09:45:01 AM,64.632,64.117,65.028,61.048
85,06/12/22 10:00:01 AM,64.632,64.074,64.971,60.583
86,06/12/22 10:15:01 AM,64.589,64.033,64.908,60.957
87,06/12/22 10:30:01 AM,64.503,63.946,64.821,60.862
88,06/12/22 10:45:01 AM,64.033,62.875,64.150,61.526
89,06/12/22 11:00:01 AM,63.862,63.390,64.098,61.808
90,06/12/22 11:15:01 AM,64.117,63.689,64.299,61.219
91,06/12/22 11:30:01 AM,64.161,63.732,64.342,60.748
92,06/12/22 11:45:01 AM,64.204,63.775,64.405,60.050
93,06/12/22 12:00:01 PM,64.247,63.819,64.474,59.919
94,06/12/22 12:15:01 PM,64.288,63.819,64.555,61.236
95,06/12/22 12:30:01 PM,64.288,63.819,64.598,64.396
96,06/12/22 12:45:01 PM,64.332,63.819,64.594,65.550
97,06/12/22 01:00:01 PM,64.288,63.862,64.468,63.925
98,06/12/22 01:15:01 PM,64.247,63.732,64.425,63.264
99,06/12/22 01:30:01 PM,64.204,63.775,64.468,62.951
100,06/12/22 01:45:01 PM,64.204,63.775,64.411,62.362
101,06/12/22 02:00:01 PM,64.204,63.732,64.440,62.792
102,06/12/22 02:15:01 PM,64.204,63.775,64.434,62.490
103,06/12/22 02:30:01 PM,64.247,63.775,64.517,62.197
104,06/12/22 02:45:01 PM,64.033,63.304,64.222,62.284
105,06/12/22 03:00:01 PM,63.946,63.475,64.121,61.688
106,06/12/22 03:15:01 PM,64.033,63.604,64.233,61.308
107,06/12/22 03:30:01 PM,63.903,63.347,64.081,60.780
108,06/12/22 03:45:01 PM,63.819,63.390,64.135,60.452
109,06/12/22 04:00:01 PM,63.862,63.433,64.256,59.832
110,06/12/22 04:15:01 PM,63.862,63.433,64.299,59.467
111,06/12/22 04:30:01 PM,63.903,63.433,64.294,59.139
112,06/12/22 04:45:01 PM,63.903,63.433,64.308,58.920
113,06/12/22 05:00:01 PM,63.903,63.433,64.328,58.857
114,06/12/22 05:15:01 PM,63.903,63.433,64.314,58.666
115,06/12/22 05:30:01 PM,63.903,63.433,64.279,58.637
116,06/12/22 05:45:01 PM,63.819,63.347,64.159,58.888
117,06/12/22 06:00:01 PM,63.819,63.347,64.198,58.889
118,06/12/22 06:15:01 PM,63.819,63.347,64.198,58.990
119,06/12/22 06:30:01 PM,63.819,63.347,64.207,59.055
120,06/12/22 06:45:01 PM,63.819,63.390,64.184,59.500
121,06/12/22 07:00:01 PM,63.819,63.390,64.204,59.399
122,06/12/22 07:15:01 PM,63.862,63.390,64.247,59.829
123,06/12/22 07:30:01 PM,63.862,63.390,64.276,60.473
124,06/12/22 07:45:01 PM,63.862,63.390,64.242,60.586
125,06/12/22 08:00:01 PM,63.862,63.390,64.193,60.562
126,06/12/22 08:15:01 PM,63.819,63.390,64.159,63.230
127,06/12/22 08:30:01 PM,63.862,63.390,64.261,63.771
128,06/12/22 08:45:01 PM,63.903,63.433,64.382,62.385
129,06/12/22 09:00:01 PM,63.946,63.433,64.425,63.261
130,06/12/22 09:15:01 PM,63.990,63.475,64.449,63.972
131,06/12/22 09:30:01 PM,63.946,63.433,64.324,64.051
132,06/12/22 09:45:01 PM,63.903,63.433,64.339,63.793
133,06/12/22 10:00:01 PM,63.946,63.433,64.368,64.717
134,06/12/22 10:15:01 PM,63.946,63.433,64.333,64.970
135,06/12/22 10:30:01 PM,63.946,63.433,64.333,65.327
136,06/12/22 10:45:01 PM,63.903,63.433,64.294,65.203
137,06/12/22 11:00:01 PM,63.903,63.433,64.299,65.235
138,06/12/22 11:15:01 PM,63.990,63.518,64.440,64.813
139,06/12/22 11:30:01 PM,63.990,63.518,64.454,64.147
140,06/12/22 11:45:01 PM,63.990,63.518,64.434,63.963
141,06/13/22 12:00:01 AM,63.990,63.518,64.411,63.938
142,06/13/22 12:15:01 AM,63.990,63.518,64.391,63.186
143,06/13/22 12:30:01 AM,63.990,63.475,64.342,62.383
144,06/13/22 12:45:01 AM,63.946,63.475,64.319,62.184
145,06/13/22 01:00:01 AM,63.946,63.475,64.276,61.946
146,06/13/22 01:15:01 AM,63.903,63.433,64.233,61.703
147,06/13/22 01:30:01 AM,63.862,63.433,64.188,61.421
148,06/13/22 01:45:01 AM,63.862,63.433,64.135,61.285
149,06/13/22 02:00:01 AM,63.819,63.390,64.087,61.166
150,06/13/22 02:15:01 AM,63.819,63.390,64.058,61.161
151,06/13/22 02:30:01 AM,63.775,63.347,64.015,61.164
152,06/13/22 02:45:01 AM,63.732,63.347,63.975,61.088
153,06/13/22 03:00:01 AM,63.689,63.304,63.937,60.967
154,06/13/22 03:15:01 AM,63.689,63.262,63.889,60.891
155,06/13/22 03:30:01 AM,63.648,63.262,63.855,60.945
156,06/13/22 03:45:01 AM,63.648,63.219,63.817,60.929
157,06/13/22 04:00:01 AM,63.604,63.219,63.774,60.954
158,06/13/22 04:15:01 AM,63.561,63.176,63.739,61.184
159,06/13/22 04:30:01 AM,63.561,63.176,63.716,61.076
160,06/13/22 04:45:01 AM,63.518,63.133,63.676,61.068
161,06/13/22 05:00:01 AM,63.518,63.133,63.644,61.085
162,06/13/22 05:15:01 AM,63.475,63.090,63.610,61.172
163,06/13/22 05:30:01 AM,63.475,63.090,63.581,61.183
164,06/13/22 05:45:01 AM,63.433,63.090,63.561,61.358
165,06/13/22 06:00:01 AM,63.433,63.048,63.541,61.657
166,06/13/22 06:15:01 AM,63.390,63.048,63.518,61.659
167,06/13/22 06:30:01 AM,63.390,63.048,63.498,61.712
168,06/13/22 06:45:01 AM,63.347,63.005,63.478,61.973
169,06/13/22 07:00:01 AM,63.347,63.005,63.460,61.849
170,06/13/22 07:15:01 AM,63.347,63.005,63.432,62.052
171,06/13/22 07:30:01 AM,63.347,63.005,63.435,62.171
172,06/13/22 07:45:01 AM,63.262,62.875,63.383,61.643
173,06/13/22 08:00:01 AM,63.219,62.875,63.320,62.271
174,06/13/22 08:15:01 AM,63.262,62.875,63.383,62.702
175,06/13/22 08:30:01 AM,63.304,62.875,63.450,63.204
176,06/13/22 08:45:01 AM,63.347,62.919,63.532,63.478
177,06/13/22 09:00:01 AM,63.304,62.919,63.507,63.192
178,06/13/22 09:15:01 AM,63.304,62.875,63.498,62.942
179,06/13/22 09:30:01 AM,63.304,62.875,63.493,64.044
180,06/13/22 09:45:01 AM,63.347,62.919,63.538,64.395
181,06/13/22 10:00:01 AM,63.390,62.919,63.648,64.781
182,06/13/22 10:15:01 AM,63.433,62.962,63.754,65.446
183,06/13/22 10:30:01 AM,63.475,62.962,63.774,65.800
184,06/13/22 10:45:01 AM,63.433,63.090,63.653,64.088
185,06/13/22 11:00:01 AM,64.503,65.059,64.425,64.591
186,06/13/22 11:15:01 AM,65.444,65.273,65.385,62.368
187,06/13/22 11:30:01 AM,65.059,64.803,64.825,63.333
188,06/13/22 11:45:01 AM,64.931,64.632,64.854,63.699
189,06/13/22 12:00:01 PM,65.145,64.632,65.019,63.011
190,06/13/22 12:15:01 PM,64.760,64.546,64.420,63.456
191,06/13/22 12:30:01 PM,64.589,64.418,64.242,63.305
192,06/13/22 12:45:01 PM,64.459,64.332,64.116,63.169
193,06/13/22 01:00:01 PM,64.375,64.288,63.995,63.046
194,06/13/22 01:15:01 PM,64.247,64.204,63.880,62.934
195,06/13/22 01:30:01 PM,64.117,64.117,63.748,62.855
196,06/13/22 01:45:01 PM,64.033,64.033,63.604,62.829
197,06/13/22 02:00:01 PM,63.946,63.946,63.567,62.722
198,06/13/22 02:15:01 PM,63.946,63.903,63.662,63.159
199,06/13/22 02:30:01 PM,64.033,63.903,63.793,62.072
200,06/13/22 02:45:01 PM,63.990,63.862,63.676,61.746
201,06/13/22 03:00:01 PM,63.946,63.819,63.610,61.604
202,06/13/22 03:15:01 PM,63.903,63.775,63.581,61.488
203,06/13/22 03:30:01 PM,63.862,63.732,63.552,61.410
204,06/13/22 03:45:01 PM,63.819,63.689,63.541,61.321
205,06/13/22 04:00:01 PM,63.819,63.648,63.513,61.238
206,06/13/22 04:15:01 PM,63.775,63.604,63.484,61.173
207,06/13/22 04:30:01 PM,63.775,63.604,63.498,61.471
208,06/13/22 04:45:01 PM,64.332,65.316,64.121,64.141
209,06/13/22 05:00:01 PM,64.288,64.074,64.087,62.795
210,06/13/22 05:15:01 PM,64.204,63.946,63.957,62.806
211,06/13/22 05:30:01 PM,64.288,64.247,64.081,65.000
212,06/13/22 05:45:01 PM,64.418,64.247,64.150,63.772
213,06/13/22 06:00:01 PM,64.459,64.288,64.179,63.381
214,06/13/22 06:15:01 PM,64.546,64.375,64.497,63.082
215,06/13/22 06:30:01 PM,64.717,64.503,65.043,62.420
216,06/13/22 06:45:01 PM,64.845,64.589,65.154,62.226
217,06/13/22 07:00:01 PM,64.931,64.674,65.169,62.185
218,06/13/22 07:15:01 PM,65.017,64.760,65.140,62.202
219,06/13/22 07:30:01 PM,65.059,64.803,65.106,62.242
220,06/13/22 07:45:01 PM,65.102,64.845,65.077,62.281
221,06/13/22 08:00:01 PM,65.102,64.888,65.062,62.319
222,06/13/22 08:15:01 PM,65.145,64.931,65.043,62.351
223,06/13/22 08:30:01 PM,65.188,64.931,65.048,62.391
224,06/13/22 08:45:01 PM,65.188,64.974,65.062,62.428
225,06/13/22 09:00:01 PM,65.230,65.017,65.091,62.457
226,06/13/22 09:15:01 PM,65.273,65.059,65.115,62.478
227,06/13/22 09:30:01 PM,65.316,65.102,65.143,62.480
228,06/13/22 09:45:01 PM,65.316,65.102,65.169,62.489
229,06/13/22 10:00:01 PM,65.359,65.145,65.197,62.475
230,06/13/22 10:15:01 PM,65.403,65.188,65.206,62.446
231,06/13/22 10:30:01 PM,65.403,65.188,65.212,62.432
232,06/13/22 10:45:01 PM,65.403,65.230,65.217,62.425
233,06/13/22 11:00:01 PM,65.403,65.230,65.217,62.419
234,06/13/22 11:15:01 PM,65.444,65.230,65.221,62.402
235,06/13/22 11:30:01 PM,65.444,65.273,65.212,62.382
236,06/13/22 11:45:01 PM,65.444,65.273,65.192,62.367
237,06/14/22 12:00:01 AM,65.444,65.273,65.187,62.353
238,06/14/22 12:15:01 AM,65.403,65.273,65.172,62.345
239,06/14/22 12:30:01 AM,65.403,65.273,65.163,62.353
240,06/14/22 12:45:01 AM,65.403,65.273,65.154,62.353
241,06/14/22 01:00:01 AM,65.403,65.273,65.143,62.351
242,06/14/22 01:15:01 AM,65.403,65.273,65.140,62.351
243,06/14/22 01:30:01 AM,65.359,65.273,65.125,62.350
244,06/14/22 01:45:01 AM,65.359,65.273,65.115,62.347
245,06/14/22 02:00:01 AM,65.359,65.273,65.095,62.335
246,06/14/22 02:15:01 AM,65.316,65.230,65.080,62.325
247,06/14/22 02:30:01 AM,65.316,65.230,65.057,62.309
248,06/14/22 02:45:01 AM,65.273,65.230,65.023,62.286
249,06/14/22 03:00:01 AM,65.230,65.188,64.990,62.272
250,06/14/22 03:15:01 AM,65.230,65.145,64.945,62.261
251,06/14/22 03:30:01 AM,65.188,65.102,64.902,62.248
252,06/14/22 03:45:01 AM,65.145,65.102,64.859,62.228
253,06/14/22 04:00:01 AM,65.102,65.059,64.810,62.223
254,06/14/22 04:15:01 AM,65.059,64.974,64.762,62.211
255,06/14/22 04:30:01 AM,65.017,64.931,64.710,62.200
256,06/14/22 04:45:01 AM,64.931,64.888,64.666,62.194
257,06/14/22 05:00:01 AM,64.888,64.845,64.612,62.182
258,06/14/22 05:15:01 AM,64.845,64.803,64.551,62.170
259,06/14/22 05:30:01 AM,64.803,64.717,64.503,62.135
260,06/14/22 05:45:01 AM,64.717,64.674,64.431,62.118
261,06/14/22 06:00:01 AM,64.674,64.589,64.357,62.119
262,06/14/22 06:15:01 AM,64.632,64.546,64.299,62.116
263,06/14/22 06:30:01 AM,64.546,64.503,64.242,62.103
264,06/14/22 06:45:01 AM,64.503,64.418,64.193,62.113
265,06/14/22 07:00:01 AM,64.459,64.375,64.155,62.109
266,06/14/22 07:15:01 AM,64.418,64.332,64.107,61.964
267,06/14/22 07:30:01 AM,64.332,64.288,63.957,61.596
268,06/14/22 07:45:01 AM,64.161,64.117,63.739,61.590
269,06/14/22 08:00:01 AM,64.033,63.990,63.567,61.721
270,06/14/22 08:15:01 AM,63.903,63.862,63.426,61.616
271,06/14/22 08:30:01 AM,63.689,63.732,63.180,61.280
272,06/14/22 08:45:01 AM,63.433,63.518,62.784,60.797
273,06/14/22 09:00:01 AM,63.133,63.304,62.355,60.722
274,06/14/22 09:15:01 AM,62.748,63.005,61.858,60.226
275,06/14/22 09:30:01 AM,62.362,62.704,61.317,60.102
276,06/14/22 09:45:01 AM,61.977,62.406,60.786,60.166
277,06/14/22 10:00:01 AM,61.547,62.062,60.197,59.683
278,06/14/22 10:15:01 AM,61.119,61.720,59.634,59.980
279,06/14/22 10:30:01 AM,60.647,61.333,59.088,59.785
280,06/14/22 10:45:01 AM,60.217,60.904,58.503,59.663
281,06/14/22 11:00:01 AM,59.788,60.517,57.963,60.175
282,06/14/22 11:15:01 AM,59.401,60.132,57.456,60.294
283,06/14/22 11:30:01 AM,59.014,59.745,56.993,60.432
284,06/14/22 11:45:01 AM,58.626,59.401,56.473,60.197
285,06/14/22 12:00:01 PM,58.152,59.014,55.825,59.783
286,06/14/22 12:15:01 PM,57.592,58.582,55.078,59.771
287,06/14/22 12:30:01 PM,57.031,58.109,54.406,60.047
288,06/14/22 12:45:01 PM,56.469,57.636,53.721,59.879
289,06/14/22 01:00:01 PM,55.863,57.074,53.046,60.165
290,06/14/22 01:15:01 PM,55.256,56.556,52.437,60.320
291,06/14/22 01:30:01 PM,54.734,55.992,51.892,60.572
292,06/14/22 01:45:01 PM,54.212,55.515,51.424,60.722
293,06/14/22 02:00:01 PM,53.733,55.038,50.995,60.861
294,06/14/22 02:15:01 PM,53.384,54.648,50.715,61.048
295,06/14/22 02:30:01 PM,53.035,54.255,50.464,60.940
296,06/14/22 02:45:01 PM,52.641,53.865,50.074,60.609
297,06/14/22 03:00:01 PM,52.160,53.472,49.523,60.589
298,06/14/22 03:15:01 PM,51.721,53.035,48.972,60.816
299,06/14/22 03:30:01 PM,51.325,52.641,48.519,60.995
300,06/14/22 03:45:01 PM,50.974,52.291,48.133,61.074
301,06/14/22 04:00:01 PM,50.709,51.940,47.800,61.529
302,06/14/22 04:15:01 PM,50.223,50.488,47.683,69.485
303,06/14/22 04:30:01 PM,48.850,48.538,47.336,76.944
304,06/14/22 04:45:01 PM,48.094,47.781,47.077,81.318
305,06/14/22 05:00:01 PM,47.647,47.377,46.902,82.634
306,06/14/22 05:15:01 PM,47.377,47.064,46.724,82.728
307,06/14/22 05:30:01 PM,47.109,46.841,46.526,83.401
308,06/14/22 05:45:01 PM,46.931,46.706,46.434,84.059
309,06/14/22 06:00:01 PM,46.796,46.571,46.371,83.862
310,06/14/22 06:15:01 PM,46.526,46.346,45.918,80.961
311,06/14/22 06:30:01 PM,46.211,46.031,45.648,82.702
312,06/14/22 06:45:01 PM,46.031,45.851,45.639,84.648
313,06/14/22 07:00:01 PM,45.896,45.714,45.475,82.573
314,06/14/22 07:15:01 PM,45.579,45.444,45.117,81.459
315,06/14/22 07:30:01 PM,45.354,45.217,44.933,81.953
316,06/14/22 07:45:01 PM,45.172,44.991,44.798,82.812
317,06/14/22 08:00:01 PM,44.991,44.856,44.668,82.811
318,06/14/22 08:15:01 PM,44.856,44.719,44.523,81.868
319,06/14/22 08:30:01 PM,44.627,44.492,44.181,80.298
320,06/14/22 08:45:01 PM,44.400,44.263,44.026,82.109
321,06/14/22 09:00:01 PM,44.173,44.082,43.824,81.544
322,06/14/22 09:15:01 PM,43.990,43.900,43.704,81.201
323,06/14/22 09:30:01 PM,43.763,43.534,43.380,77.881
324,06/14/22 09:45:01 PM,42.939,42.386,42.274,77.075
325,06/14/22 10:00:01 PM,42.525,42.109,41.932,77.107
326,06/14/22 10:15:01 PM,42.341,42.017,42.010,77.250
327,06/14/22 10:30:01 PM,42.386,42.017,42.096,77.348
328,06/14/22 10:45:01 PM,42.386,42.017,41.913,77.601
329,06/14/22 11:00:01 PM,42.202,41.787,41.614,77.435
330,06/14/22 11:15:01 PM,41.925,41.416,41.126,77.450
331,06/14/22 11:30:01 PM,41.508,41.043,40.609,77.557
332,06/14/22 11:45:01 PM,41.184,40.719,40.219,77.475
333,06/15/22 12:00:01 AM,40.905,40.438,40.050,77.159
334,06/15/22 12:15:01 AM,40.672,40.204,39.843,77.542
335,06/15/22 12:30:01 AM,40.438,39.970,39.591,77.995
336,06/15/22 12:45:01 AM,40.204,39.783,39.378,77.710
337,06/15/22 01:00:01 AM,39.970,39.596,39.123,77.894
338,06/15/22 01:15:01 AM,39.783,39.360,38.984,77.499
339,06/15/22 01:30:01 AM,39.549,39.220,38.815,77.362
340,06/15/22 01:45:01 AM,39.360,38.984,38.646,77.215
341,06/15/22 02:00:01 AM,39.220,38.795,38.545,76.997
342,06/15/22 02:15:01 AM,39.031,38.653,38.453,76.779
343,06/15/22 02:30:01 AM,38.889,38.464,38.322,76.761
344,06/15/22 02:45:01 AM,38.700,38.322,38.109,76.910
345,06/15/22 03:00:01 AM,38.511,38.131,37.956,76.844
346,06/15/22 03:15:01 AM,38.368,37.893,37.796,77.359
347,06/15/22 03:30:01 AM,38.179,37.702,37.632,77.899
348,06/15/22 03:45:01 AM,38.037,37.609,37.474,78.302
349,06/15/22 04:00:01 AM,37.942,37.465,37.440,78.506
350,06/15/22 04:15:01 AM,37.846,37.465,37.371,78.512
351,06/15/22 04:30:01 AM,37.846,37.416,37.371,78.761
352,06/15/22 04:45:01 AM,37.846,37.513,37.474,79.339
353,06/15/22 05:00:01 AM,37.989,37.702,37.670,79.852
354,06/15/22 05:15:01 AM,38.226,37.989,38.120,79.605
355,06/15/22 05:30:01 AM,38.464,38.322,38.487,80.098
356,06/15/22 05:45:01 AM,38.795,38.748,38.944,80.963
357,06/15/22 06:00:01 AM,39.220,39.173,39.447,82.348
358,06/15/22 06:15:01 AM,39.690,39.690,40.001,83.441
359,06/15/22 06:30:01 AM,40.158,40.111,40.543,83.671
360,06/15/22 06:45:01 AM,40.672,40.626,41.068,83.928
361,06/15/22 07:00:01 AM,41.184,41.230,41.623,84.019
362,06/15/22 07:15:01 AM,41.740,41.740,42.174,84.450
363,06/15/22 07:30:01 AM,42.202,42.156,42.613,83.767
364,06/15/22 07:45:01 AM,42.663,42.663,43.047,83.230
365,06/15/22 08:00:01 AM,43.351,43.306,43.799,83.598
366,06/15/22 08:15:01 AM,43.853,43.763,44.190,81.701
367,06/15/22 08:30:01 AM,44.037,43.853,44.278,81.752
368,06/15/22 08:45:01 AM,44.127,43.900,44.235,79.254
369,06/15/22 09:00:01 AM,44.127,43.853,44.166,78.866
370,06/15/22 09:15:01 AM,44.218,43.853,44.089,76.727
371,06/15/22 09:30:01 AM,44.173,43.900,44.123,76.808
372,06/15/22 09:45:01 AM,44.310,44.037,44.267,77.182
373,06/15/22 10:00:01 AM,44.492,44.310,44.605,77.704
374,06/15/22 10:15:01 AM,44.674,44.310,44.528,74.899
375,06/15/22 10:30:01 AM,44.674,44.218,44.422,73.866
376,06/15/22 10:45:01 AM,44.719,44.263,44.316,72.425
377,06/15/22 11:00:01 AM,44.764,44.355,44.398,72.587
378,06/15/22 11:15:01 AM,44.901,44.537,44.577,72.033
379,06/15/22 11:30:01 AM,45.082,44.719,44.789,72.172
380,06/15/22 11:45:01 AM,45.489,45.262,45.475,73.959
381,06/15/22 12:00:01 PM,45.806,45.399,45.532,71.563
382,06/15/22 12:15:01 PM,46.346,46.076,46.247,72.711
383,06/15/22 12:30:01 PM,47.064,46.616,46.960,72.195
384,06/15/22 12:45:01 PM,47.602,47.109,47.399,72.520
385,06/15/22 01:00:01 PM,48.315,47.826,48.036,73.462
386,06/15/22 01:15:01 PM,48.983,48.405,48.538,74.051
387,06/15/22 01:30:01 PM,49.516,48.538,48.978,70.124
388,06/15/22 01:45:01 PM,50.356,48.628,49.557,65.937
389,06/15/22 02:00:01 PM,50.268,48.895,49.726,64.352
390,06/15/22 02:15:01 PM,50.047,48.983,49.750,63.633
391,06/15/22 02:30:01 PM,49.959,49.604,49.532,65.545
392,06/15/22 02:45:01 PM,50.797,50.621,51.183,66.651
393,06/15/22 03:00:01 PM,52.203,52.378,53.132,65.774
394,06/15/22 03:15:01 PM,56.079,55.906,54.349,66.976
395,06/15/22 03:30:01 PM,58.885,60.517,59.155,63.041
396,06/15/22 03:45:01 PM,58.669,60.217,59.034,62.814
397,06/15/22 04:00:01 PM,64.375,67.199,66.659,49.895
398,06/15/22 04:15:01 PM,68.828,59.916,59.338,37.914
399,06/15/22 04:30:01 PM,62.105,39.830,59.272,38.053
400,06/15/22 04:45:01 PM,50.180,39.031,52.558,43.691
401,06/15/22 05:00:01 PM,51.895,54.909,51.390,46.224
402,06/15/22 05:15:01 PM,51.764,54.473,50.436,48.209
403,06/15/22 05:30:01 PM,53.559,55.733,51.975,44.863
404,06/15/22 05:45:01 PM,53.035,55.125,51.633,45.609
405,06/15/22 06:00:01 PM,50.621,50.797,49.566,49.194
406,06/15/22 06:15:01 PM,50.709,50.223,49.489,50.062
407,06/15/22 06:30:01 PM,51.501,50.576,49.933,49.638
408,06/15/22 06:45:01 PM,50.752,48.983,49.030,51.807
409,06/15/22 07:00:01 PM,54.387,53.427,51.289,49.107
410,06/15/22 07:15:01 PM,53.427,51.984,51.550,48.075
411,06/15/22 07:30:01 PM,49.959,46.121,48.403,52.880
412,06/15/22 07:45:01 PM,48.672,44.537,47.260,55.041
413,06/15/22 08:00:01 PM,48.450,43.808,47.149,55.538
