Date Time,Temp (°F) LGR S/N: 22133627 c:1,Button Down LGR S/N: 22133627,Button Up LGR S/N: 22133627,Host Connected LGR S/N: 22133627,End Of File LGR S/N: 22133627
05/23/25 18:45:00,48.60,,,,
05/23/25 18:50:00,48.91,,,,
05/23/25 18:55:00,48.60,,,,
05/23/25 19:00:00,48.21,,,,
05/23/25 19:05:00,47.36,,,,
05/23/25 19:10:00,47.05,,,,
05/23/25 19:15:00,46.74,,,,
05/23/25 19:20:00,46.67,,,,
05/23/25 19:25:00,46.59,,,,
05/23/25 19:30:00,46.59,,,,
05/23/25 19:35:00,46.59,,,,
05/23/25 19:40:00,46.82,,,,
05/23/25 19:45:00,46.98,,,,
05/23/25 19:50:00,47.36,,,,
05/23/25 19:55:00,47.83,,,,
05/23/25 20:00:00,47.75,,,,
05/23/25 20:05:00,47.59,,,,
05/23/25 20:10:00,47.59,,,,
05/23/25 20:15:00,47.44,,,,
05/23/25 20:20:00,47.36,,,,
05/23/25 20:25:00,47.13,,,,
05/23/25 20:30:00,46.90,,,,
05/23/25 20:35:00,46.51,,,,
05/23/25 20:40:00,46.05,,,,
05/23/25 20:45:00,45.74,,,,
05/23/25 20:50:00,45.51,,,,
05/23/25 20:55:00,45.35,,,,
05/23/25 21:00:00,45.05,,,,
05/23/25 21:05:00,44.81,,,,
05/23/25 21:10:00,44.81,,,,
05/23/25 21:15:00,44.58,,,,
05/23/25 21:20:00,44.50,,,,
05/23/25 21:25:00,44.35,,,,
05/23/25 21:30:00,44.27,,,,
05/23/25 21:35:00,44.20,,,,
05/23/25 21:40:00,44.04,,,,
05/23/25 21:45:00,43.81,,,,
05/23/25 21:50:00,43.50,,,,
05/23/25 21:55:00,43.35,,,,
05/23/25 22:00:00,43.11,,,,
05/23/25 22:05:00,42.73,,,,
05/23/25 22:10:00,42.42,,,,
05/23/25 22:15:00,42.27,,,,
05/23/25 22:20:00,41.80,,,,
05/23/25 22:25:00,41.49,,,,
05/23/25 22:30:00,41.18,,,,
05/23/25 22:35:00,40.72,,,,
05/23/25 22:40:00,40.33,,,,
05/23/25 22:45:00,40.18,,,,
05/23/25 22:50:00,39.95,,,,
05/23/25 22:55:00,39.64,,,,
05/23/25 23:00:00,39.41,,,,
05/23/25 23:05:00,39.33,,,,
05/23/25 23:10:00,38.94,,,,
05/23/25 23:15:00,38.94,,,,
05/23/25 23:20:00,38.79,,,,
05/23/25 23:25:00,38.71,,,,
05/23/25 23:30:00,38.64,,,,
05/23/25 23:35:00,38.48,,,,
05/23/25 23:40:00,38.10,,,,
05/23/25 23:45:00,37.79,,,,
05/23/25 23:50:00,37.63,,,,
05/23/25 23:55:00,37.40,,,,
05/24/25 00:00:00,37.40,,,,
05/24/25 00:05:00,37.32,,,,
05/24/25 00:10:00,37.17,,,,
05/24/25 00:15:00,37.09,,,,
05/24/25 00:20:00,36.94,,,,
05/24/25 00:25:00,36.63,,,,
05/24/25 00:30:00,36.24,,,,
05/24/25 00:35:00,35.93,,,,
05/24/25 00:40:00,35.78,,,,
05/24/25 00:45:00,35.62,,,,
05/24/25 00:50:00,35.47,,,,
05/24/25 00:55:00,35.62,,,,
05/24/25 01:00:00,35.55,,,,
05/24/25 01:05:00,35.47,,,,
05/24/25 01:10:00,35.08,,,,
05/24/25 01:15:00,35.01,,,,
05/24/25 01:20:00,34.70,,,,
05/24/25 01:25:00,34.62,,,,
05/24/25 01:30:00,34.62,,,,
05/24/25 01:35:00,34.62,,,,
05/24/25 01:40:00,34.70,,,,
05/24/25 01:45:00,34.70,,,,
05/24/25 01:50:00,34.85,,,,
05/24/25 01:55:00,35.01,,,,
05/24/25 02:00:00,34.93,,,,
05/24/25 02:05:00,35.16,,,,
05/24/25 02:10:00,35.24,,,,
05/24/25 02:15:00,35.24,,,,
05/24/25 02:20:00,35.24,,,,
05/24/25 02:25:00,35.24,,,,
05/24/25 02:30:00,35.08,,,,
05/24/25 02:35:00,35.01,,,,
05/24/25 02:40:00,34.85,,,,
05/24/25 02:45:00,34.93,,,,
05/24/25 02:50:00,34.85,,,,
05/24/25 02:55:00,34.77,,,,
05/24/25 03:00:00,34.77,,,,
05/24/25 03:05:00,34.70,,,,
05/24/25 03:10:00,34.77,,,,
05/24/25 03:15:00,34.70,,,,
05/24/25 03:20:00,34.77,,,,
05/24/25 03:25:00,34.70,,,,
05/24/25 03:30:00,34.62,,,,
05/24/25 03:35:00,34.62,,,,
05/24/25 03:40:00,34.54,,,,
05/24/25 03:45:00,34.54,,,,
05/24/25 03:50:00,34.31,,,,
05/24/25 03:55:00,33.93,,,,
05/24/25 04:00:00,33.62,,,,
05/24/25 04:05:00,33.38,,,,
05/24/25 04:10:00,33.38,,,,
05/24/25 04:15:00,33.31,,,,
05/24/25 04:20:00,33.46,,,,
05/24/25 04:25:00,33.38,,,,
05/24/25 04:30:00,33.54,,,,
05/24/25 04:35:00,33.46,,,,
05/24/25 04:40:00,33.38,,,,
05/24/25 04:45:00,33.46,,,,
05/24/25 04:50:00,33.62,,,,
05/24/25 04:55:00,33.77,,,,
05/24/25 05:00:00,33.77,,,,
05/24/25 05:05:00,33.77,,,,
05/24/25 05:10:00,33.85,,,,
05/24/25 05:15:00,33.93,,,,
05/24/25 05:20:00,34.31,,,,
05/24/25 05:25:00,34.54,,,,
05/24/25 05:30:00,34.62,,,,
05/24/25 05:35:00,34.77,,,,
05/24/25 05:40:00,34.85,,,,
05/24/25 05:45:00,34.93,,,,
05/24/25 05:50:00,35.01,,,,
05/24/25 05:55:00,35.16,,,,
05/24/25 06:00:00,35.16,,,,
05/24/25 06:05:00,35.24,,,,
05/24/25 06:10:00,35.47,,,,
05/24/25 06:15:00,35.62,,,,
05/24/25 06:20:00,35.78,,,,
05/24/25 06:25:00,35.93,,,,
05/24/25 06:30:00,36.01,,,,
05/24/25 06:35:00,35.86,,,,
05/24/25 06:40:00,36.09,,,,
05/24/25 06:45:00,36.24,,,,
05/24/25 06:50:00,36.47,,,,
05/24/25 06:55:00,36.63,,,,
05/24/25 07:00:00,37.17,,,,
05/24/25 07:05:00,37.25,,,,
05/24/25 07:10:00,37.32,,,,
05/24/25 07:15:00,37.55,,,,
05/24/25 07:20:00,37.71,,,,
05/24/25 07:25:00,37.86,,,,
05/24/25 07:30:00,38.17,,,,
05/24/25 07:35:00,38.17,,,,
05/24/25 07:40:00,38.33,,,,
05/24/25 07:45:00,38.48,,,,
05/24/25 07:50:00,38.40,,,,
05/24/25 07:55:00,38.64,,,,
05/24/25 08:00:00,38.94,,,,
05/24/25 08:05:00,39.10,,,,
05/24/25 08:10:00,39.25,,,,
05/24/25 08:15:00,39.49,,,,
05/24/25 08:20:00,39.64,,,,
05/24/25 08:25:00,39.95,,,,
05/24/25 08:30:00,40.49,,,,
05/24/25 08:35:00,40.80,,,,
05/24/25 08:40:00,40.95,,,,
05/24/25 08:45:00,41.11,,,,
05/24/25 08:50:00,41.18,,,,
05/24/25 08:55:00,41.18,,,,
05/24/25 09:00:00,41.26,,,,
05/24/25 09:05:00,41.34,,,,
05/24/25 09:10:00,41.65,,,,
05/24/25 09:15:00,42.11,,,,
05/24/25 09:20:00,42.34,,,,
05/24/25 09:25:00,42.42,,,,
05/24/25 09:30:00,42.42,,,,
05/24/25 09:35:00,42.42,,,,
05/24/25 09:40:00,42.34,,,,
05/24/25 09:45:00,42.65,,,,
05/24/25 09:50:00,42.88,,,,
05/24/25 09:55:00,43.35,,,,
05/24/25 10:00:00,43.35,,,,
05/24/25 10:05:00,43.11,,,,
05/24/25 10:10:00,43.19,,,,
05/24/25 10:15:00,43.58,,,,
05/24/25 10:20:00,44.27,,,,
05/24/25 10:25:00,44.43,,,,
05/24/25 10:30:00,44.58,,,,
05/24/25 10:35:00,44.50,,,,
05/24/25 10:40:00,44.50,,,,
05/24/25 10:45:00,44.43,,,,
05/24/25 10:50:00,44.58,,,,
05/24/25 10:55:00,44.89,,,,
05/24/25 11:00:00,44.74,,,,
05/24/25 11:05:00,44.74,,,,
05/24/25 11:10:00,44.43,,,,
05/24/25 11:15:00,44.12,,,,
05/24/25 11:20:00,43.96,,,,
05/24/25 11:25:00,43.50,,,,
05/24/25 11:30:00,43.19,,,,
05/24/25 11:35:00,43.27,,,,
05/24/25 11:40:00,43.11,,,,
05/24/25 11:45:00,42.73,,,,
05/24/25 11:50:00,42.73,,,,
05/24/25 11:55:00,42.73,,,,
05/24/25 12:00:00,43.19,,,,
05/24/25 12:05:00,43.81,,,,
05/24/25 12:10:00,44.58,,,,
05/24/25 12:15:00,45.05,,,,
05/24/25 12:20:00,45.43,,,,
05/24/25 12:25:00,45.66,,,,
05/24/25 12:30:00,46.51,,,,
05/24/25 12:35:00,47.28,,,,
05/24/25 12:40:00,47.67,,,,
05/24/25 12:45:00,47.83,,,,
05/24/25 12:50:00,48.91,,,,
05/24/25 12:55:00,49.14,,,,
05/24/25 13:00:00,48.44,,,,
05/24/25 13:05:00,47.67,,,,
05/24/25 13:10:00,47.83,,,,
05/24/25 13:15:00,48.52,,,,
05/24/25 13:20:00,48.98,,,,
05/24/25 13:25:00,49.22,,,,
05/24/25 13:30:00,49.60,,,,
05/24/25 13:35:00,49.29,,,,
05/24/25 13:40:00,50.06,,,,
05/24/25 13:45:00,50.91,,,,
05/24/25 13:50:00,51.38,,,,
05/24/25 13:55:00,52.07,,,,
05/24/25 14:00:00,51.61,,,,
05/24/25 14:05:00,50.91,,,,
05/24/25 14:10:00,50.76,,,,
05/24/25 14:15:00,50.22,,,,
05/24/25 14:20:00,49.76,,,,
05/24/25 14:25:00,49.52,,,,
05/24/25 14:30:00,50.30,,,,
05/24/25 14:35:00,51.22,,,,
05/24/25 14:40:00,50.76,,,,
05/24/25 14:45:00,51.22,,,,
05/24/25 14:50:00,51.45,,,,
05/24/25 14:55:00,51.38,,,,
05/24/25 15:00:00,51.07,,,,
05/24/25 15:05:00,52.00,,,,
05/24/25 15:10:00,52.54,,,,
05/24/25 15:15:00,53.08,,,,
05/24/25 15:20:00,55.62,,,,
05/24/25 15:25:00,56.86,,,,
05/24/25 15:30:00,57.86,,,,
05/24/25 15:35:00,57.86,,,,
05/24/25 15:40:00,57.71,,,,
05/24/25 15:45:00,58.33,,,,
05/24/25 15:50:00,58.02,,,,
05/24/25 15:55:00,58.64,,,,
05/24/25 16:00:00,59.41,,,,
05/24/25 16:05:00,58.25,,,,
05/24/25 16:10:00,58.64,,,,
05/24/25 16:15:00,59.25,,,,
05/24/25 16:20:00,57.40,,,,
05/24/25 16:25:00,56.55,,,,
05/24/25 16:30:00,54.78,,,,
05/24/25 16:35:00,53.39,,,,
05/24/25 16:40:00,52.84,,,,
05/24/25 16:45:00,52.54,,,,
05/24/25 16:50:00,51.53,,,,
05/24/25 16:55:00,50.61,,,,
05/24/25 17:00:00,50.76,,,,
05/24/25 17:05:00,50.30,,,,
05/24/25 17:10:00,49.99,,,,
05/24/25 17:15:00,49.60,,,,
05/24/25 17:20:00,49.60,,,,
05/24/25 17:25:00,49.14,,,,
05/24/25 17:30:00,49.29,,,,
05/24/25 17:35:00,49.83,,,,
05/24/25 17:40:00,49.83,,,,
05/24/25 17:45:00,49.60,,,,
05/24/25 17:50:00,49.76,,,,
05/24/25 17:55:00,50.45,,,,
05/24/25 18:00:00,50.53,,,,
05/24/25 18:05:00,50.37,,,,
05/24/25 18:10:00,49.83,,,,
05/24/25 18:15:00,49.06,,,,
05/24/25 18:20:00,48.60,,,,
05/24/25 18:25:00,48.29,,,,
05/24/25 18:30:00,47.90,,,,
05/24/25 18:35:00,47.21,,,,
05/24/25 18:40:00,46.59,,,,
05/24/25 18:45:00,46.36,,,,
05/24/25 18:50:00,46.44,,,,
05/24/25 18:55:00,46.36,,,,
05/24/25 19:00:00,46.36,,,,
05/24/25 19:05:00,46.13,,,,
05/24/25 19:10:00,45.89,,,,
05/24/25 19:15:00,45.82,,,,
05/24/25 19:20:00,45.82,,,,
05/24/25 19:25:00,45.66,,,,
05/24/25 19:30:00,45.43,,,,
05/24/25 19:35:00,45.28,,,,
05/24/25 19:40:00,45.35,,,,
05/24/25 19:45:00,45.43,,,,
05/24/25 19:50:00,45.12,,,,
05/24/25 19:55:00,44.97,,,,
05/24/25 20:00:00,44.81,,,,
05/24/25 20:05:00,44.89,,,,
05/24/25 20:10:00,45.05,,,,
05/24/25 20:15:00,45.28,,,,
05/24/25 20:20:00,45.35,,,,
05/24/25 20:25:00,45.12,,,,
05/24/25 20:30:00,44.58,,,,
05/24/25 20:35:00,43.96,,,,
05/24/25 20:40:00,43.35,,,,
05/24/25 20:45:00,42.88,,,,
05/24/25 20:50:00,42.65,,,,
05/24/25 20:55:00,42.34,,,,
05/24/25 21:00:00,42.34,,,,
05/24/25 21:05:00,42.11,,,,
05/24/25 21:10:00,41.80,,,,
05/24/25 21:15:00,41.49,,,,
05/24/25 21:20:00,41.34,,,,
05/24/25 21:25:00,41.18,,,,
05/24/25 21:30:00,41.03,,,,
05/24/25 21:35:00,40.64,,,,
05/24/25 21:40:00,40.33,,,,
05/24/25 21:45:00,40.10,,,,
05/24/25 21:50:00,39.79,,,,
05/24/25 21:55:00,39.64,,,,
05/24/25 22:00:00,39.56,,,,
05/24/25 22:05:00,39.41,,,,
05/24/25 22:10:00,39.25,,,,
05/24/25 22:15:00,39.10,,,,
05/24/25 22:20:00,39.10,,,,
05/24/25 22:25:00,38.94,,,,
05/24/25 22:30:00,38.94,,,,
05/24/25 22:35:00,39.10,,,,
05/24/25 22:40:00,39.02,,,,
05/24/25 22:45:00,38.79,,,,
05/24/25 22:50:00,38.40,,,,
05/24/25 22:55:00,38.02,,,,
05/24/25 23:00:00,37.17,,,,
05/24/25 23:05:00,36.55,,,,
05/24/25 23:10:00,36.24,,,,
05/24/25 23:15:00,36.24,,,,
05/24/25 23:20:00,36.01,,,,
05/24/25 23:25:00,35.78,,,,
05/24/25 23:30:00,35.55,,,,
05/24/25 23:35:00,35.32,,,,
05/24/25 23:40:00,35.32,,,,
05/24/25 23:45:00,35.32,,,,
05/24/25 23:50:00,35.39,,,,
05/24/25 23:55:00,35.70,,,,
05/25/25 00:00:00,35.78,,,,
05/25/25 00:05:00,35.86,,,,
05/25/25 00:10:00,35.86,,,,
05/25/25 00:15:00,36.01,,,,
05/25/25 00:20:00,35.78,,,,
05/25/25 00:25:00,35.55,,,,
05/25/25 00:30:00,35.32,,,,
05/25/25 00:35:00,35.24,,,,
05/25/25 00:40:00,35.16,,,,
05/25/25 00:45:00,34.93,,,,
05/25/25 00:50:00,34.39,,,,
05/25/25 00:55:00,34.39,,,,
05/25/25 01:00:00,34.47,,,,
05/25/25 01:05:00,34.62,,,,
05/25/25 01:10:00,34.54,,,,
05/25/25 01:15:00,34.08,,,,
05/25/25 01:20:00,33.93,,,,
05/25/25 01:25:00,33.62,,,,
05/25/25 01:30:00,33.54,,,,
05/25/25 01:35:00,33.38,,,,
05/25/25 01:40:00,33.23,,,,
05/25/25 01:45:00,33.08,,,,
05/25/25 01:50:00,32.84,,,,
05/25/25 01:55:00,32.84,,,,
05/25/25 02:00:00,32.69,,,,
05/25/25 02:05:00,32.69,,,,
05/25/25 02:10:00,32.54,,,,
05/25/25 02:15:00,32.77,,,,
05/25/25 02:20:00,32.84,,,,
05/25/25 02:25:00,32.77,,,,
05/25/25 02:30:00,32.92,,,,
05/25/25 02:35:00,33.08,,,,
05/25/25 02:40:00,32.92,,,,
05/25/25 02:45:00,32.84,,,,
05/25/25 02:50:00,32.77,,,,
05/25/25 02:55:00,32.77,,,,
05/25/25 03:00:00,32.84,,,,
05/25/25 03:05:00,32.69,,,,
05/25/25 03:10:00,32.84,,,,
05/25/25 03:15:00,33.00,,,,
05/25/25 03:20:00,32.92,,,,
05/25/25 03:25:00,32.92,,,,
05/25/25 03:30:00,32.69,,,,
05/25/25 03:35:00,32.46,,,,
05/25/25 03:40:00,32.61,,,,
05/25/25 03:45:00,32.84,,,,
05/25/25 03:50:00,33.15,,,,
05/25/25 03:55:00,33.46,,,,
05/25/25 04:00:00,33.46,,,,
05/25/25 04:05:00,33.23,,,,
05/25/25 04:10:00,32.77,,,,
05/25/25 04:15:00,32.69,,,,
05/25/25 04:20:00,32.69,,,,
05/25/25 04:25:00,32.77,,,,
05/25/25 04:30:00,32.69,,,,
05/25/25 04:35:00,32.69,,,,
05/25/25 04:40:00,32.69,,,,
05/25/25 04:45:00,32.61,,,,
05/25/25 04:50:00,32.84,,,,
05/25/25 04:55:00,32.84,,,,
05/25/25 05:00:00,32.61,,,,
05/25/25 05:05:00,32.61,,,,
05/25/25 05:10:00,32.61,,,,
05/25/25 05:15:00,32.61,,,,
05/25/25 05:20:00,32.61,,,,
05/25/25 05:25:00,32.38,,,,
05/25/25 05:30:00,32.46,,,,
05/25/25 05:35:00,32.61,,,,
05/25/25 05:40:00,32.61,,,,
05/25/25 05:45:00,32.92,,,,
05/25/25 05:50:00,33.08,,,,
05/25/25 05:55:00,33.23,,,,
05/25/25 06:00:00,33.31,,,,
05/25/25 06:05:00,33.38,,,,
05/25/25 06:10:00,33.38,,,,
05/25/25 06:15:00,33.38,,,,
05/25/25 06:20:00,33.46,,,,
05/25/25 06:25:00,33.69,,,,
05/25/25 06:30:00,33.93,,,,
05/25/25 06:35:00,34.08,,,,
05/25/25 06:40:00,34.31,,,,
05/25/25 06:45:00,34.54,,,,
05/25/25 06:50:00,34.54,,,,
05/25/25 06:55:00,34.62,,,,
05/25/25 07:00:00,34.77,,,,
05/25/25 07:05:00,34.77,,,,
05/25/25 07:10:00,35.01,,,,
05/25/25 07:15:00,35.32,,,,
05/25/25 07:20:00,35.55,,,,
05/25/25 07:25:00,35.78,,,,
05/25/25 07:30:00,36.01,,,,
05/25/25 07:35:00,36.40,,,,
05/25/25 07:40:00,36.63,,,,
05/25/25 07:45:00,36.86,,,,
05/25/25 07:50:00,36.94,,,,
05/25/25 07:55:00,37.01,,,,
05/25/25 08:00:00,37.40,,,,
05/25/25 08:05:00,37.71,,,,
05/25/25 08:10:00,38.02,,,,
05/25/25 08:15:00,38.10,,,,
05/25/25 08:20:00,38.25,,,,
05/25/25 08:25:00,38.25,,,,
05/25/25 08:30:00,38.48,,,,
05/25/25 08:35:00,38.48,,,,
05/25/25 08:40:00,38.17,,,,
05/25/25 08:45:00,37.48,,,,
05/25/25 08:50:00,36.63,,,,
05/25/25 08:55:00,35.39,,,,
05/25/25 09:00:00,35.47,,,,
05/25/25 09:05:00,36.40,,,,
05/25/25 09:10:00,37.48,,,,
05/25/25 09:15:00,38.25,,,,
05/25/25 09:20:00,38.64,,,,
05/25/25 09:25:00,38.87,,,,
05/25/25 09:30:00,39.10,,,,
05/25/25 09:35:00,39.10,,,,
05/25/25 09:40:00,38.94,,,,
05/25/25 09:45:00,38.94,,,,
05/25/25 09:50:00,38.71,,,,
05/25/25 09:55:00,38.56,,,,
05/25/25 10:00:00,38.48,,,,
05/25/25 10:05:00,38.64,,,,
05/25/25 10:10:00,39.10,,,,
05/25/25 10:15:00,39.56,,,,
05/25/25 10:20:00,40.03,,,,
05/25/25 10:25:00,40.03,,,,
05/25/25 10:30:00,40.18,,,,
05/25/25 10:35:00,40.10,,,,
05/25/25 10:40:00,40.03,,,,
05/25/25 10:45:00,39.87,,,,
05/25/25 10:50:00,40.18,,,,
05/25/25 10:55:00,40.95,,,,
05/25/25 11:00:00,41.42,,,,
05/25/25 11:05:00,41.72,,,,
05/25/25 11:10:00,41.65,,,,
05/25/25 11:15:00,41.11,,,,
05/25/25 11:20:00,40.57,,,,
05/25/25 11:25:00,40.49,,,,
05/25/25 11:30:00,40.26,,,,
05/25/25 11:35:00,40.49,,,,
05/25/25 11:40:00,40.64,,,,
05/25/25 11:45:00,40.88,,,,
05/25/25 11:50:00,41.11,,,,
05/25/25 11:55:00,40.95,,,,
05/25/25 12:00:00,40.64,,,,
05/25/25 12:05:00,40.49,,,,
05/25/25 12:10:00,40.49,,,,
05/25/25 12:15:00,41.49,,,,
05/25/25 12:20:00,42.34,,,,
05/25/25 12:25:00,42.34,,,,
05/25/25 12:30:00,43.58,,,,
05/25/25 12:35:00,44.66,,,,
05/25/25 12:40:00,44.89,,,,
05/25/25 12:45:00,45.12,,,,
05/25/25 12:50:00,46.20,,,,
05/25/25 12:55:00,45.89,,,,
05/25/25 13:00:00,46.51,,,,
05/25/25 13:05:00,47.67,,,,
05/25/25 13:10:00,47.98,,,,
05/25/25 13:15:00,47.05,,,,
05/25/25 13:20:00,47.05,,,,
05/25/25 13:25:00,47.83,,,,
05/25/25 13:30:00,48.98,,,,
05/25/25 13:35:00,47.98,,,,
05/25/25 13:40:00,46.90,,,,
05/25/25 13:45:00,46.20,,,,
05/25/25 13:50:00,45.66,,,,
05/25/25 13:55:00,45.74,,,,
05/25/25 14:00:00,46.36,,,,
05/25/25 14:05:00,46.98,,,,
05/25/25 14:10:00,46.74,,,,
05/25/25 14:15:00,46.28,,,,
05/25/25 14:20:00,45.66,,,,
05/25/25 14:25:00,45.43,,,,
05/25/25 14:30:00,44.74,,,,
05/25/25 14:35:00,43.73,,,,
05/25/25 14:40:00,42.73,,,,
05/25/25 14:45:00,42.88,,,,
05/25/25 14:50:00,42.96,,,,
05/25/25 14:55:00,42.88,,,,
05/25/25 15:00:00,43.42,,,,
05/25/25 15:05:00,43.96,,,,
05/25/25 15:10:00,44.89,,,,
05/25/25 15:15:00,46.20,,,,
05/25/25 15:20:00,46.74,,,,
05/25/25 15:25:00,46.82,,,,
05/25/25 15:30:00,46.67,,,,
05/25/25 15:35:00,47.59,,,,
05/25/25 15:40:00,48.52,,,,
05/25/25 15:45:00,49.45,,,,
05/25/25 15:50:00,49.14,,,,
05/25/25 15:55:00,48.60,,,,
05/25/25 16:00:00,49.29,,,,
05/25/25 16:05:00,50.06,,,,
05/25/25 16:10:00,49.22,,,,
05/25/25 16:15:00,48.67,,,,
05/25/25 16:20:00,49.29,,,,
05/25/25 16:25:00,48.52,,,,
05/25/25 16:30:00,48.21,,,,
05/25/25 16:35:00,48.44,,,,
05/25/25 16:40:00,49.37,,,,
05/25/25 16:45:00,50.14,,,,
05/25/25 16:50:00,50.30,,,,
05/25/25 16:55:00,50.22,,,,
05/25/25 17:00:00,50.61,,,,
05/25/25 17:05:00,51.69,,,,
05/25/25 17:10:00,50.99,,,,
05/25/25 17:15:00,50.61,,,,
05/25/25 17:20:00,49.91,,,,
05/25/25 17:25:00,50.30,,,,
05/25/25 17:30:00,50.61,,,,
05/25/25 17:35:00,51.22,,,,
05/25/25 17:40:00,50.68,,,,
05/25/25 17:45:00,50.14,,,,
05/25/25 17:50:00,49.60,,,,
05/25/25 17:55:00,47.98,,,,
05/25/25 18:00:00,46.67,,,,
05/25/25 18:05:00,45.97,,,,
05/25/25 18:10:00,45.20,,,,
05/25/25 18:15:00,44.66,,,,
05/25/25 18:20:00,44.58,,,,
05/25/25 18:25:00,43.50,,,,
05/25/25 18:30:00,41.72,,,,
05/25/25 18:35:00,39.64,,,,
05/25/25 18:40:00,37.94,,,,
05/25/25 18:45:00,37.09,,,,
05/25/25 18:50:00,36.71,,,,
05/25/25 18:55:00,36.24,,,,
05/25/25 19:00:00,35.78,,,,
05/25/25 19:05:00,35.93,,,,
05/25/25 19:10:00,36.63,,,,
05/25/25 19:15:00,37.63,,,,
05/25/25 19:20:00,37.55,,,,
05/25/25 19:25:00,37.55,,,,
05/25/25 19:30:00,37.63,,,,
05/25/25 19:35:00,37.71,,,,
05/25/25 19:40:00,37.63,,,,
05/25/25 19:45:00,37.48,,,,
05/25/25 19:50:00,37.40,,,,
05/25/25 19:55:00,37.63,,,,
05/25/25 20:00:00,38.02,,,,
05/25/25 20:05:00,38.71,,,,
05/25/25 20:10:00,39.02,,,,
05/25/25 20:15:00,38.64,,,,
05/25/25 20:20:00,38.33,,,,
05/25/25 20:25:00,38.25,,,,
05/25/25 20:30:00,38.10,,,,
05/25/25 20:35:00,38.02,,,,
05/25/25 20:40:00,38.10,,,,
05/25/25 20:45:00,38.25,,,,
05/25/25 20:50:00,38.10,,,,
05/25/25 20:55:00,37.94,,,,
05/25/25 21:00:00,37.63,,,,
