"Plot Title: 10908263"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10908263, SEN S/N: 10908263)","End Of File (LGR S/N: 10908263, SEN S/N: 10908263)"
57,07/16/24 05:00:00 AM,71.683,
58,07/16/24 05:15:00 AM,71.512,
59,07/16/24 05:30:00 AM,71.512,
60,07/16/24 05:45:00 AM,71.339,
61,07/16/24 06:00:00 AM,71.339,
62,07/16/24 06:15:00 AM,71.339,
63,07/16/24 06:30:00 AM,71.339,
64,07/16/24 06:45:00 AM,71.168,
65,07/16/24 07:00:00 AM,71.168,
66,07/16/24 07:15:00 AM,71.339,
67,07/16/24 07:30:00 AM,71.339,
68,07/16/24 07:45:00 AM,71.339,
69,07/16/24 08:00:00 AM,71.339,
70,07/16/24 08:15:00 AM,71.339,
71,07/16/24 08:30:00 AM,71.339,
72,07/16/24 08:45:00 AM,71.168,
73,07/16/24 09:00:00 AM,71.168,
74,07/16/24 09:15:00 AM,71.168,
75,07/16/24 09:30:00 AM,71.339,
76,07/16/24 09:45:00 AM,71.512,
77,07/16/24 10:00:00 AM,71.512,
78,07/16/24 10:15:00 AM,71.168,
79,07/16/24 10:30:00 AM,71.168,
80,07/16/24 10:45:00 AM,71.168,
81,07/16/24 11:00:00 AM,71.339,
82,07/16/24 11:15:00 AM,71.339,
83,07/16/24 11:30:00 AM,71.339,
84,07/16/24 11:45:00 AM,71.339,
85,07/16/24 12:00:00 PM,71.339,
86,07/16/24 12:15:00 PM,71.339,
87,07/16/24 12:30:00 PM,71.512,
88,07/16/24 12:45:00 PM,71.683,
89,07/16/24 01:00:00 PM,72.028,
90,07/16/24 01:15:00 PM,73.062,
91,07/16/24 01:30:00 PM,73.407,
92,07/16/24 01:45:00 PM,73.580,
93,07/16/24 02:00:00 PM,73.062,
94,07/16/24 02:15:00 PM,72.891,
95,07/16/24 02:30:00 PM,72.545,
96,07/16/24 02:45:00 PM,72.545,
97,07/16/24 03:00:00 PM,72.718,
98,07/16/24 03:15:00 PM,72.891,
99,07/16/24 03:30:00 PM,70.480,
100,07/16/24 03:45:00 PM,69.964,
101,07/16/24 04:00:00 PM,69.449,
102,07/16/24 04:15:00 PM,68.934,
103,07/16/24 04:30:00 PM,68.934,
104,07/16/24 04:45:00 PM,68.763,
105,07/16/24 05:00:00 PM,68.421,
106,07/16/24 05:15:00 PM,73.753,
107,07/16/24 05:30:00 PM,70.480,
108,07/16/24 05:45:00 PM,69.449,
109,07/16/24 06:00:00 PM,68.934,
110,07/16/24 06:15:00 PM,68.763,
111,07/16/24 06:30:00 PM,68.592,
112,07/16/24 06:45:00 PM,68.592,
113,07/16/24 07:00:00 PM,68.763,
114,07/16/24 07:15:00 PM,68.763,
115,07/16/24 07:30:00 PM,68.592,
116,07/16/24 07:45:00 PM,68.592,
117,07/16/24 08:00:00 PM,68.592,
118,07/16/24 08:15:00 PM,68.592,
119,07/16/24 08:30:00 PM,68.592,
120,07/16/24 08:45:00 PM,68.421,
121,07/16/24 09:00:00 PM,68.421,
122,07/16/24 09:15:00 PM,70.651,
123,07/16/24 09:30:00 PM,69.793,
124,07/16/24 09:45:00 PM,70.824,
125,07/16/24 10:00:00 PM,69.793,
126,07/16/24 10:15:00 PM,69.278,
127,07/16/24 10:30:00 PM,68.934,
128,07/16/24 10:45:00 PM,68.592,
129,07/16/24 11:00:00 PM,68.421,
130,07/16/24 11:15:00 PM,68.421,
131,07/16/24 11:30:00 PM,68.248,
132,07/16/24 11:45:00 PM,68.248,
133,07/17/24 12:00:00 AM,68.248,
134,07/17/24 12:15:00 AM,68.248,
135,07/17/24 12:30:00 AM,68.077,
136,07/17/24 12:45:00 AM,68.077,
137,07/17/24 01:00:00 AM,67.906,
138,07/17/24 01:15:00 AM,67.735,
139,07/17/24 01:30:00 AM,67.735,
140,07/17/24 01:45:00 AM,67.906,
141,07/17/24 02:00:00 AM,67.735,
142,07/17/24 02:15:00 AM,67.564,
143,07/17/24 02:30:00 AM,67.564,
144,07/17/24 02:45:00 AM,67.564,
145,07/17/24 03:00:00 AM,67.392,
146,07/17/24 03:15:00 AM,67.392,
147,07/17/24 03:30:00 AM,67.221,
148,07/17/24 03:45:00 AM,67.221,
149,07/17/24 04:00:00 AM,67.221,
150,07/17/24 04:15:00 AM,67.050,
151,07/17/24 04:30:00 AM,67.050,
152,07/17/24 04:45:00 AM,66.879,
153,07/17/24 05:00:00 AM,66.879,
154,07/17/24 05:15:00 AM,66.879,
155,07/17/24 05:30:00 AM,66.879,
156,07/17/24 05:45:00 AM,66.879,
157,07/17/24 06:00:00 AM,66.879,
158,07/17/24 06:15:00 AM,66.708,
159,07/17/24 06:30:00 AM,66.708,
160,07/17/24 06:45:00 AM,66.708,
161,07/17/24 07:00:00 AM,66.708,
162,07/17/24 07:15:00 AM,66.708,
163,07/17/24 07:30:00 AM,66.366,
164,07/17/24 07:45:00 AM,66.022,
165,07/17/24 08:00:00 AM,66.022,
166,07/17/24 08:15:00 AM,65.851,
167,07/17/24 08:30:00 AM,65.167,
168,07/17/24 08:45:00 AM,65.167,
169,07/17/24 09:00:00 AM,65.509,
170,07/17/24 09:15:00 AM,65.851,
171,07/17/24 09:30:00 AM,65.680,
172,07/17/24 09:45:00 AM,65.851,
173,07/17/24 10:00:00 AM,65.851,
174,07/17/24 10:15:00 AM,66.022,
175,07/17/24 10:30:00 AM,66.366,
176,07/17/24 10:45:00 AM,66.537,
177,07/17/24 11:00:00 AM,66.193,
178,07/17/24 11:15:00 AM,66.022,
179,07/17/24 11:30:00 AM,66.366,
180,07/17/24 11:45:00 AM,67.735,
181,07/17/24 12:00:00 PM,68.763,
182,07/17/24 12:15:00 PM,70.137,
183,07/17/24 12:30:00 PM,69.793,
184,07/17/24 12:45:00 PM,72.545,
185,07/17/24 01:00:00 PM,70.995,
186,07/17/24 01:15:00 PM,70.480,
187,07/17/24 01:30:00 PM,69.793,
188,07/17/24 01:45:00 PM,69.449,
189,07/17/24 02:00:00 PM,67.735,
190,07/17/24 02:15:00 PM,67.221,
191,07/17/24 02:30:00 PM,67.221,
192,07/17/24 02:45:00 PM,67.221,
193,07/17/24 03:00:00 PM,67.735,
194,07/17/24 03:15:00 PM,67.906,
195,07/17/24 03:30:00 PM,67.564,
196,07/17/24 03:45:00 PM,67.392,
197,07/17/24 04:00:00 PM,67.392,
198,07/17/24 04:15:00 PM,68.421,
199,07/17/24 04:30:00 PM,69.107,
200,07/17/24 04:45:00 PM,69.622,
201,07/17/24 05:00:00 PM,69.793,
202,07/17/24 05:15:00 PM,74.619,
203,07/17/24 05:30:00 PM,72.891,
204,07/17/24 05:45:00 PM,71.683,
205,07/17/24 06:00:00 PM,71.339,
206,07/17/24 06:15:00 PM,70.824,
207,07/17/24 06:30:00 PM,70.480,
208,07/17/24 06:45:00 PM,70.308,
209,07/17/24 07:00:00 PM,70.137,
210,07/17/24 07:15:00 PM,70.137,
211,07/17/24 07:30:00 PM,68.934,
212,07/17/24 07:45:00 PM,65.338,
213,07/17/24 08:00:00 PM,62.254,
214,07/17/24 08:15:00 PM,60.195,
215,07/17/24 08:30:00 PM,59.337,
216,07/17/24 08:45:00 PM,58.820,
217,07/17/24 09:00:00 PM,58.131,
218,07/17/24 09:15:00 PM,57.785,
219,07/17/24 09:30:00 PM,57.268,
220,07/17/24 09:45:00 PM,56.577,
221,07/17/24 10:00:00 PM,56.057,
222,07/17/24 10:15:00 PM,55.711,
223,07/17/24 10:30:00 PM,55.017,
224,07/17/24 10:45:00 PM,54.495,
225,07/17/24 11:00:00 PM,53.973,
226,07/17/24 11:15:00 PM,53.274,
227,07/17/24 11:30:00 PM,52.401,
228,07/17/24 11:45:00 PM,51.346,
229,07/18/24 12:00:00 AM,50.643,
230,07/18/24 12:15:00 AM,49.937,
231,07/18/24 12:30:00 AM,49.582,
232,07/18/24 12:45:00 AM,49.050,
233,07/18/24 01:00:00 AM,48.695,
234,07/18/24 01:15:00 AM,48.339,
235,07/18/24 01:30:00 AM,47.982,
236,07/18/24 01:45:00 AM,47.624,
237,07/18/24 02:00:00 AM,47.266,
238,07/18/24 02:15:00 AM,47.088,
239,07/18/24 02:30:00 AM,46.728,
240,07/18/24 02:45:00 AM,46.369,
241,07/18/24 03:00:00 AM,46.008,
242,07/18/24 03:15:00 AM,45.648,
243,07/18/24 03:30:00 AM,45.466,
244,07/18/24 03:45:00 AM,45.286,
245,07/18/24 04:00:00 AM,45.104,
246,07/18/24 04:15:00 AM,44.922,
247,07/18/24 04:30:00 AM,44.922,
248,07/18/24 04:45:00 AM,44.742,
249,07/18/24 05:00:00 AM,44.742,
250,07/18/24 05:15:00 AM,44.560,
251,07/18/24 05:30:00 AM,44.560,
252,07/18/24 05:45:00 AM,44.560,
253,07/18/24 06:00:00 AM,44.560,
254,07/18/24 06:15:00 AM,44.742,
255,07/18/24 06:30:00 AM,44.922,
256,07/18/24 06:45:00 AM,45.104,
257,07/18/24 07:00:00 AM,45.466,
258,07/18/24 07:15:00 AM,45.828,
259,07/18/24 07:30:00 AM,46.369,
260,07/18/24 07:45:00 AM,46.908,
261,07/18/24 08:00:00 AM,47.624,
262,07/18/24 08:15:00 AM,48.695,
263,07/18/24 08:30:00 AM,50.290,
264,07/18/24 08:45:00 AM,51.699,
265,07/18/24 09:00:00 AM,53.100,
266,07/18/24 09:15:00 AM,55.537,
267,07/18/24 09:30:00 AM,58.993,
268,07/18/24 09:45:00 AM,58.647,
269,07/18/24 10:00:00 AM,58.476,
270,07/18/24 10:15:00 AM,58.647,
271,07/18/24 10:30:00 AM,58.647,
272,07/18/24 10:45:00 AM,59.164,
273,07/18/24 11:00:00 AM,61.054,
274,07/18/24 11:15:00 AM,56.750,
275,07/18/24 11:30:00 AM,44.195,
276,07/18/24 11:45:00 AM,45.104,
277,07/18/24 12:00:00 PM,58.131,
278,07/18/24 12:15:00 PM,62.598,
279,07/18/24 12:30:00 PM,63.968,
280,07/18/24 12:45:00 PM,61.912,
281,07/18/24 01:00:00 PM,62.769,
282,07/18/24 01:15:00 PM,61.398,
283,07/18/24 01:30:00 PM,60.712,
284,07/18/24 01:45:00 PM,60.712,
285,07/18/24 02:00:00 PM,59.680,
286,07/18/24 02:15:00 PM,57.785,
287,07/18/24 02:30:00 PM,60.024,
288,07/18/24 02:45:00 PM,59.164,
289,07/18/24 03:00:00 PM,59.680,
290,07/18/24 03:15:00 PM,60.712,
291,07/18/24 03:30:00 PM,60.883,
292,07/18/24 03:45:00 PM,60.368,
293,07/18/24 04:00:00 PM,59.337,
294,07/18/24 04:15:00 PM,59.337,
295,07/18/24 04:30:00 PM,58.303,
296,07/18/24 04:45:00 PM,58.820,
297,07/18/24 05:00:00 PM,58.131,
298,07/18/24 05:15:00 PM,54.147,
299,07/18/24 05:30:00 PM,51.172,
300,07/18/24 05:45:00 PM,48.339,
301,07/18/24 06:00:00 PM,47.446,
302,07/18/24 06:15:00 PM,46.728,
303,07/18/24 06:30:00 PM,46.008,
304,07/18/24 06:45:00 PM,46.008,
305,07/18/24 07:00:00 PM,45.466,
306,07/18/24 07:15:00 PM,45.466,
307,07/18/24 07:30:00 PM,45.286,
308,07/18/24 07:45:00 PM,45.104,
309,07/18/24 08:00:00 PM,45.104,
310,07/18/24 08:15:00 PM,45.104,
311,07/18/24 08:30:00 PM,45.104,
312,07/18/24 08:45:00 PM,45.286,
313,07/18/24 09:00:00 PM,45.466,
314,07/18/24 09:15:00 PM,45.466,
315,07/18/24 09:30:00 PM,45.466,
316,07/18/24 09:45:00 PM,45.286,
317,07/18/24 10:00:00 PM,45.286,
318,07/18/24 10:15:00 PM,45.104,
319,07/18/24 10:30:00 PM,44.922,
320,07/18/24 10:45:00 PM,45.104,
321,07/18/24 11:00:00 PM,45.104,
322,07/18/24 11:15:00 PM,45.104,
323,07/18/24 11:30:00 PM,45.286,
324,07/18/24 11:45:00 PM,45.286,
325,07/19/24 12:00:00 AM,45.466,
326,07/19/24 12:15:00 AM,45.466,
327,07/19/24 12:30:00 AM,45.466,
328,07/19/24 12:45:00 AM,45.648,
329,07/19/24 01:00:00 AM,45.648,
330,07/19/24 01:15:00 AM,45.648,
331,07/19/24 01:30:00 AM,45.648,
332,07/19/24 01:45:00 AM,45.828,
333,07/19/24 02:00:00 AM,45.828,
334,07/19/24 02:15:00 AM,45.828,
335,07/19/24 02:30:00 AM,45.828,
336,07/19/24 02:45:00 AM,46.008,
337,07/19/24 03:00:00 AM,46.008,
338,07/19/24 03:15:00 AM,46.008,
339,07/19/24 03:30:00 AM,46.008,
340,07/19/24 03:45:00 AM,46.008,
341,07/19/24 04:00:00 AM,46.008,
342,07/19/24 04:15:00 AM,46.008,
343,07/19/24 04:30:00 AM,46.008,
344,07/19/24 04:45:00 AM,46.008,
345,07/19/24 05:00:00 AM,46.008,
346,07/19/24 05:15:00 AM,46.008,
347,07/19/24 05:30:00 AM,46.008,
348,07/19/24 05:45:00 AM,46.008,
349,07/19/24 06:00:00 AM,46.008,
350,07/19/24 06:15:00 AM,46.008,
351,07/19/24 06:30:00 AM,46.188,
352,07/19/24 06:45:00 AM,46.188,
353,07/19/24 07:00:00 AM,46.188,
354,07/19/24 07:15:00 AM,46.369,
355,07/19/24 07:30:00 AM,46.369,
356,07/19/24 07:45:00 AM,46.369,
357,07/19/24 08:00:00 AM,46.369,
358,07/19/24 08:15:00 AM,46.369,
359,07/19/24 08:30:00 AM,46.369,
360,07/19/24 08:45:00 AM,46.548,
361,07/19/24 09:00:00 AM,46.548,
362,07/19/24 09:15:00 AM,46.908,
363,07/19/24 09:30:00 AM,46.908,
364,07/19/24 09:45:00 AM,47.088,
365,07/19/24 10:00:00 AM,47.266,
366,07/19/24 10:15:00 AM,47.266,
367,07/19/24 10:30:00 AM,46.908,
368,07/19/24 10:45:00 AM,46.548,
369,07/19/24 11:00:00 AM,47.624,
370,07/19/24 11:15:00 AM,50.290,
371,07/19/24 11:30:00 AM,49.404,
372,07/19/24 11:45:00 AM,49.759,
373,07/19/24 12:00:00 PM,49.759,
374,07/19/24 12:15:00 PM,50.995,
375,07/19/24 12:30:00 PM,54.842,
376,07/19/24 12:45:00 PM,55.711,
377,07/19/24 01:00:00 PM,55.364,
378,07/19/24 01:15:00 PM,58.820,
379,07/19/24 01:30:00 PM,54.842,
380,07/19/24 01:45:00 PM,50.995,
381,07/19/24 02:00:00 PM,50.290,
382,07/19/24 02:15:00 PM,51.699,
383,07/19/24 02:30:00 PM,54.322,
384,07/19/24 02:45:00 PM,55.537,
385,07/19/24 03:00:00 PM,56.750,
386,07/19/24 03:15:00 PM,56.230,
387,07/19/24 03:30:00 PM,54.842,
388,07/19/24 03:45:00 PM,55.189,
389,07/19/24 04:00:00 PM,54.322,
390,07/19/24 04:15:00 PM,53.798,
391,07/19/24 04:30:00 PM,57.785,
392,07/19/24 04:45:00 PM,57.096,
393,07/19/24 05:00:00 PM,54.147,
394,07/19/24 05:15:00 PM,51.346,
395,07/19/24 05:30:00 PM,52.925,
396,07/19/24 05:45:00 PM,54.147,
397,07/19/24 06:00:00 PM,53.973,
398,07/19/24 06:15:00 PM,53.449,
399,07/19/24 06:30:00 PM,55.189,
400,07/19/24 06:45:00 PM,54.322,
401,07/19/24 07:00:00 PM,55.017,
402,07/19/24 07:15:00 PM,56.057,
403,07/19/24 07:30:00 PM,56.923,
404,07/19/24 07:45:00 PM,55.537,
405,07/19/24 08:00:00 PM,54.495,
406,07/19/24 08:15:00 PM,53.798,
407,07/19/24 08:30:00 PM,53.274,
408,07/19/24 08:45:00 PM,53.100,
409,07/19/24 09:00:00 PM,52.925,
410,07/19/24 09:15:00 PM,51.874,
411,07/19/24 09:30:00 PM,49.404,
412,07/19/24 09:45:00 PM,49.228,
413,07/19/24 10:00:00 PM,49.759,
414,07/19/24 10:15:00 PM,49.404,
415,07/19/24 10:30:00 PM,48.339,
416,07/19/24 10:45:00 PM,48.160,
417,07/19/24 11:00:00 PM,47.802,
418,07/19/24 11:15:00 PM,48.517,
419,07/19/24 11:30:00 PM,49.050,
420,07/19/24 11:45:00 PM,49.404,
421,07/20/24 12:00:00 AM,49.759,
422,07/20/24 12:15:00 AM,48.871,
423,07/20/24 12:30:00 AM,49.582,
424,07/20/24 12:45:00 AM,50.113,
425,07/20/24 01:00:00 AM,50.290,
426,07/20/24 01:15:00 AM,48.517,
427,07/20/24 01:30:00 AM,49.050,
428,07/20/24 01:45:00 AM,49.759,
429,07/20/24 02:00:00 AM,47.982,
430,07/20/24 02:15:00 AM,48.517,
431,07/20/24 02:30:00 AM,47.266,
432,07/20/24 02:45:00 AM,47.624,
433,07/20/24 03:00:00 AM,48.339,
434,07/20/24 03:15:00 AM,48.695,
435,07/20/24 03:30:00 AM,48.695,
436,07/20/24 03:45:00 AM,48.517,
437,07/20/24 04:00:00 AM,48.695,
438,07/20/24 04:15:00 AM,48.871,
439,07/20/24 04:30:00 AM,49.759,
440,07/20/24 04:45:00 AM,49.050,
441,07/20/24 05:00:00 AM,48.871,
442,07/20/24 05:15:00 AM,49.228,
443,07/20/24 05:30:00 AM,49.937,
444,07/20/24 05:45:00 AM,48.871,
445,07/20/24 06:00:00 AM,49.228,
446,07/20/24 06:15:00 AM,49.228,
447,07/20/24 06:30:00 AM,50.643,
448,07/20/24 06:45:00 AM,51.874,
449,07/20/24 07:00:00 AM,52.401,
450,07/20/24 07:15:00 AM,50.995,
451,07/20/24 07:30:00 AM,49.937,
452,07/20/24 07:45:00 AM,52.050,
453,07/20/24 08:00:00 AM,52.750,
454,07/20/24 08:15:00 AM,51.874,
455,07/20/24 08:30:00 AM,50.995,
456,07/20/24 08:45:00 AM,50.995,
457,07/20/24 09:00:00 AM,53.798,
458,07/20/24 09:15:00 AM,53.623,
459,07/20/24 09:30:00 AM,55.364,
460,07/20/24 09:45:00 AM,55.364,
461,07/20/24 10:00:00 AM,53.973,
462,07/20/24 10:15:00 AM,53.274,
463,07/20/24 10:30:00 AM,54.669,
464,07/20/24 10:45:00 AM,57.785,
465,07/20/24 11:00:00 AM,59.680,
466,07/20/24 11:15:00 AM,60.024,
467,07/20/24 11:30:00 AM,60.712,
468,07/20/24 11:45:00 AM,63.626,
469,07/20/24 12:00:00 PM,63.626,
470,07/20/24 12:15:00 PM,65.338,
471,07/20/24 12:30:00 PM,66.708,
472,07/20/24 12:45:00 PM,66.879,
473,07/20/24 01:00:00 PM,66.193,
474,07/20/24 01:15:00 PM,66.879,
475,07/20/24 01:30:00 PM,67.906,
476,07/20/24 01:45:00 PM,65.509,
477,07/20/24 02:00:00 PM,64.139,
478,07/20/24 02:15:00 PM,65.509,
479,07/20/24 02:30:00 PM,64.652,
480,07/20/24 02:45:00 PM,68.077,
481,07/20/24 03:00:00 PM,68.934,
482,07/20/24 03:15:00 PM,67.735,
483,07/20/24 03:30:00 PM,66.537,
484,07/20/24 03:45:00 PM,66.366,
485,07/20/24 04:00:00 PM,67.735,
486,07/20/24 04:15:00 PM,64.481,
487,07/20/24 04:30:00 PM,65.851,
488,07/20/24 04:45:00 PM,67.735,
489,07/20/24 05:00:00 PM,68.592,
490,07/20/24 05:15:00 PM,63.626,
491,07/20/24 05:30:00 PM,63.455,
492,07/20/24 05:45:00 PM,65.167,
493,07/20/24 06:00:00 PM,67.906,
494,07/20/24 06:15:00 PM,67.050,
495,07/20/24 06:30:00 PM,67.906,
496,07/20/24 06:45:00 PM,63.968,
497,07/20/24 07:00:00 PM,61.912,
498,07/20/24 07:15:00 PM,62.425,
499,07/20/24 07:30:00 PM,61.912,
500,07/20/24 07:45:00 PM,61.227,
501,07/20/24 08:00:00 PM,59.680,
502,07/20/24 08:15:00 PM,58.820,
503,07/20/24 08:30:00 PM,58.131,
504,07/20/24 08:45:00 PM,57.958,
505,07/20/24 09:00:00 PM,57.785,
506,07/20/24 09:15:00 PM,57.614,
507,07/20/24 09:30:00 PM,57.441,
508,07/20/24 09:45:00 PM,57.268,
509,07/20/24 10:00:00 PM,56.750,
510,07/20/24 10:15:00 PM,56.404,
511,07/20/24 10:30:00 PM,56.750,
512,07/20/24 10:45:00 PM,56.230,
513,07/20/24 11:00:00 PM,56.404,
514,07/20/24 11:15:00 PM,56.057,
515,07/20/24 11:30:00 PM,56.057,
516,07/20/24 11:45:00 PM,55.884,
517,07/21/24 12:00:00 AM,56.057,
518,07/21/24 12:15:00 AM,56.230,
519,07/21/24 12:30:00 AM,56.750,
520,07/21/24 12:45:00 AM,56.923,
521,07/21/24 01:00:00 AM,56.404,
522,07/21/24 01:15:00 AM,56.404,
523,07/21/24 01:30:00 AM,56.230,
524,07/21/24 01:45:00 AM,55.884,
525,07/21/24 02:00:00 AM,56.230,
526,07/21/24 02:15:00 AM,55.711,
527,07/21/24 02:30:00 AM,56.230,
528,07/21/24 02:45:00 AM,56.577,
529,07/21/24 03:00:00 AM,56.577,
530,07/21/24 03:15:00 AM,57.441,
531,07/21/24 03:30:00 AM,57.096,
532,07/21/24 03:45:00 AM,56.230,
533,07/21/24 04:00:00 AM,56.750,
534,07/21/24 04:15:00 AM,55.711,
535,07/21/24 04:30:00 AM,55.364,
536,07/21/24 04:45:00 AM,55.189,
537,07/21/24 05:00:00 AM,54.842,
538,07/21/24 05:15:00 AM,54.322,
539,07/21/24 05:30:00 AM,55.884,
540,07/21/24 05:45:00 AM,56.750,
541,07/21/24 06:00:00 AM,56.750,
542,07/21/24 06:15:00 AM,56.750,
543,07/21/24 06:30:00 AM,56.923,
544,07/21/24 06:45:00 AM,57.096,
545,07/21/24 07:00:00 AM,57.441,
546,07/21/24 07:15:00 AM,57.785,
547,07/21/24 07:30:00 AM,58.131,
548,07/21/24 07:45:00 AM,57.785,
549,07/21/24 08:00:00 AM,58.131,
550,07/21/24 08:15:00 AM,60.368,
551,07/21/24 08:30:00 AM,61.741,
552,07/21/24 08:45:00 AM,61.741,
553,07/21/24 09:00:00 AM,63.111,
554,07/21/24 09:15:00 AM,64.652,
555,07/21/24 09:30:00 AM,64.825,
556,07/21/24 09:45:00 AM,64.996,
557,07/21/24 10:00:00 AM,63.282,
558,07/21/24 10:15:00 AM,62.083,
559,07/21/24 10:30:00 AM,65.338,
560,07/21/24 10:45:00 AM,65.851,
561,07/21/24 11:00:00 AM,67.221,
562,07/21/24 11:15:00 AM,67.050,
563,07/21/24 11:30:00 AM,66.879,
564,07/21/24 11:45:00 AM,68.421,
565,07/21/24 12:00:00 PM,69.449,
566,07/21/24 12:15:00 PM,71.856,
567,07/21/24 12:30:00 PM,72.028,
568,07/21/24 12:45:00 PM,71.856,
569,07/21/24 01:00:00 PM,72.372,
570,07/21/24 01:15:00 PM,71.512,
571,07/21/24 01:30:00 PM,73.753,
572,07/21/24 01:45:00 PM,74.098,
573,07/21/24 02:00:00 PM,75.832,
574,07/21/24 02:15:00 PM,75.139,
575,07/21/24 02:30:00 PM,75.139,
576,07/21/24 02:45:00 PM,75.659,
577,07/21/24 03:00:00 PM,75.139,
578,07/21/24 03:15:00 PM,71.339,
579,07/21/24 03:30:00 PM,71.512,
580,07/21/24 03:45:00 PM,68.592,
581,07/21/24 04:00:00 PM,67.564,
582,07/21/24 04:15:00 PM,69.107,
583,07/21/24 04:30:00 PM,68.077,
584,07/21/24 04:45:00 PM,68.421,
585,07/21/24 05:00:00 PM,67.221,
586,07/21/24 05:15:00 PM,66.366,
587,07/21/24 05:30:00 PM,60.368,
588,07/21/24 05:45:00 PM,58.993,
589,07/21/24 06:00:00 PM,60.712,
590,07/21/24 06:15:00 PM,57.441,
591,07/21/24 06:30:00 PM,57.096,
592,07/21/24 06:45:00 PM,56.230,
593,07/21/24 07:00:00 PM,55.189,
594,07/21/24 07:15:00 PM,54.495,
595,07/21/24 07:30:00 PM,53.100,
596,07/21/24 07:45:00 PM,52.050,
597,07/21/24 08:00:00 PM,52.225,
598,07/21/24 08:15:00 PM,51.523,
599,07/21/24 08:30:00 PM,51.346,
600,07/21/24 08:45:00 PM,50.819,
601,07/21/24 09:00:00 PM,50.819,
602,07/21/24 09:15:00 PM,50.995,
603,07/21/24 09:30:00 PM,51.874,
604,07/21/24 09:45:00 PM,52.225,
605,07/21/24 10:00:00 PM,51.346,
606,07/21/24 10:15:00 PM,50.995,
607,07/21/24 10:30:00 PM,50.995,
608,07/21/24 10:45:00 PM,51.172,
609,07/21/24 11:00:00 PM,51.172,
610,07/21/24 11:15:00 PM,51.346,
611,07/21/24 11:30:00 PM,51.523,
612,07/21/24 11:45:00 PM,51.346,
613,07/22/24 12:00:00 AM,51.346,
614,07/22/24 12:15:00 AM,50.995,
615,07/22/24 12:30:00 AM,50.466,
616,07/22/24 12:45:00 AM,49.937,
617,07/22/24 01:00:00 AM,49.937,
618,07/22/24 01:15:00 AM,49.937,
619,07/22/24 01:30:00 AM,49.228,
620,07/22/24 01:45:00 AM,48.339,
621,07/22/24 02:00:00 AM,48.339,
622,07/22/24 02:15:00 AM,47.982,
623,07/22/24 02:30:00 AM,47.446,
624,07/22/24 02:45:00 AM,47.088,
625,07/22/24 03:00:00 AM,47.266,
626,07/22/24 03:15:00 AM,47.266,
627,07/22/24 03:30:00 AM,46.728,
628,07/22/24 03:45:00 AM,46.548,
