"Plot Title: 22008796"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 22008796, SEN S/N: 22008796)","Coupler Detached (LGR S/N: 22008796, SEN S/N: 22008796)","Coupler Attached (LGR S/N: 22008796, SEN S/N: 22008796)","Host Connected (LGR S/N: 22008796, SEN S/N: 22008796)","Stopped (LGR S/N: 22008796, SEN S/N: 22008796)","End Of File (LGR S/N: 22008796, SEN S/N: 22008796)"
64,07/12/24 03:54:24 AM,40.881,,,,,
65,07/12/24 04:09:24 AM,40.696,,,,,
66,07/12/24 04:24:24 AM,40.696,,,,,
67,07/12/24 04:39:24 AM,40.696,,,,,
68,07/12/24 04:54:24 AM,40.696,,,,,
69,07/12/24 05:09:24 AM,40.881,,,,,
70,07/12/24 05:24:24 AM,40.881,,,,,
71,07/12/24 05:39:24 AM,40.881,,,,,
72,07/12/24 05:54:24 AM,41.067,,,,,
73,07/12/24 06:09:24 AM,41.067,,,,,
74,07/12/24 06:24:24 AM,41.439,,,,,
75,07/12/24 06:39:24 AM,41.254,,,,,
76,07/12/24 06:54:24 AM,41.625,,,,,
77,07/12/24 07:09:24 AM,42.363,,,,,
78,07/12/24 07:24:24 AM,42.179,,,,,
79,07/12/24 07:39:24 AM,41.810,,,,,
80,07/12/24 07:54:24 AM,42.363,,,,,
81,07/12/24 08:09:24 AM,43.099,,,,,
82,07/12/24 08:24:24 AM,43.466,,,,,
83,07/12/24 08:39:24 AM,43.099,,,,,
84,07/12/24 08:54:24 AM,44.922,,,,,
85,07/12/24 09:09:24 AM,45.828,,,,,
86,07/12/24 09:24:24 AM,46.008,,,,,
87,07/12/24 09:39:24 AM,46.908,,,,,
88,07/12/24 09:54:24 AM,46.548,,,,,
89,07/12/24 10:09:24 AM,46.908,,,,,
90,07/12/24 10:24:24 AM,46.369,,,,,
91,07/12/24 10:39:24 AM,46.908,,,,,
92,07/12/24 10:54:24 AM,48.517,,,,,
93,07/12/24 11:09:24 AM,47.624,,,,,
94,07/12/24 11:24:24 AM,48.160,,,,,
95,07/12/24 11:39:24 AM,49.050,,,,,
96,07/12/24 11:54:24 AM,48.160,,,,,
97,07/12/24 12:09:24 PM,48.695,,,,,
98,07/12/24 12:24:24 PM,47.446,,,,,
99,07/12/24 12:39:24 PM,47.266,,,,,
100,07/12/24 12:54:24 PM,48.339,,,,,
101,07/12/24 01:09:24 PM,47.802,,,,,
102,07/12/24 01:24:24 PM,47.982,,,,,
103,07/12/24 01:39:24 PM,48.695,,,,,
104,07/12/24 01:54:24 PM,47.802,,,,,
105,07/12/24 02:09:24 PM,48.339,,,,,
106,07/12/24 02:24:24 PM,47.446,,,,,
107,07/12/24 02:39:24 PM,47.802,,,,,
108,07/12/24 02:54:24 PM,47.088,,,,,
109,07/12/24 03:09:24 PM,46.728,,,,,
110,07/12/24 03:24:24 PM,46.728,,,,,
111,07/12/24 03:39:24 PM,47.266,,,,,
112,07/12/24 03:54:24 PM,48.695,,,,,
113,07/12/24 04:09:24 PM,47.446,,,,,
114,07/12/24 04:24:24 PM,46.188,,,,,
115,07/12/24 04:39:24 PM,46.008,,,,,
116,07/12/24 04:54:24 PM,46.008,,,,,
117,07/12/24 05:09:24 PM,47.624,,,,,
118,07/12/24 05:24:24 PM,48.695,,,,,
119,07/12/24 05:39:24 PM,46.548,,,,,
120,07/12/24 05:54:24 PM,46.728,,,,,
121,07/12/24 06:09:24 PM,45.648,,,,,
122,07/12/24 06:24:24 PM,47.266,,,,,
123,07/12/24 06:39:24 PM,46.728,,,,,
124,07/12/24 06:54:24 PM,46.008,,,,,
125,07/12/24 07:09:24 PM,46.188,,,,,
126,07/12/24 07:24:24 PM,46.908,,,,,
127,07/12/24 07:39:24 PM,46.188,,,,,
128,07/12/24 07:54:24 PM,45.828,,,,,
129,07/12/24 08:09:24 PM,44.742,,,,,
130,07/12/24 08:24:24 PM,43.831,,,,,
131,07/12/24 08:39:24 PM,44.195,,,,,
132,07/12/24 08:54:24 PM,43.466,,,,,
133,07/12/24 09:09:24 PM,42.915,,,,,
134,07/12/24 09:24:24 PM,42.363,,,,,
135,07/12/24 09:39:24 PM,42.732,,,,,
136,07/12/24 09:54:24 PM,42.363,,,,,
137,07/12/24 10:09:24 PM,42.179,,,,,
138,07/12/24 10:24:24 PM,42.179,,,,,
139,07/12/24 10:39:24 PM,41.625,,,,,
140,07/12/24 10:54:24 PM,41.254,,,,,
141,07/12/24 11:09:24 PM,41.625,,,,,
142,07/12/24 11:24:24 PM,41.625,,,,,
143,07/12/24 11:39:24 PM,41.810,,,,,
144,07/12/24 11:54:24 PM,41.067,,,,,
145,07/13/24 12:09:24 AM,40.696,,,,,
146,07/13/24 12:24:24 AM,41.067,,,,,
147,07/13/24 12:39:24 AM,41.439,,,,,
148,07/13/24 12:54:24 AM,41.254,,,,,
149,07/13/24 01:09:24 AM,41.439,,,,,
150,07/13/24 01:24:24 AM,41.439,,,,,
151,07/13/24 01:39:24 AM,41.254,,,,,
152,07/13/24 01:54:24 AM,41.067,,,,,
153,07/13/24 02:09:24 AM,40.881,,,,,
154,07/13/24 02:24:24 AM,40.696,,,,,
155,07/13/24 02:39:24 AM,40.696,,,,,
156,07/13/24 02:54:24 AM,40.509,,,,,
157,07/13/24 03:09:24 AM,40.509,,,,,
158,07/13/24 03:24:24 AM,40.696,,,,,
159,07/13/24 03:39:24 AM,40.696,,,,,
160,07/13/24 03:54:24 AM,40.696,,,,,
161,07/13/24 04:09:24 AM,40.881,,,,,
162,07/13/24 04:24:24 AM,40.696,,,,,
163,07/13/24 04:39:24 AM,40.881,,,,,
164,07/13/24 04:54:24 AM,41.067,,,,,
165,07/13/24 05:09:24 AM,41.625,,,,,
166,07/13/24 05:24:24 AM,41.439,,,,,
167,07/13/24 05:39:24 AM,41.254,,,,,
168,07/13/24 05:54:24 AM,41.254,,,,,
169,07/13/24 06:09:24 AM,41.625,,,,,
170,07/13/24 06:24:24 AM,41.994,,,,,
171,07/13/24 06:39:24 AM,42.179,,,,,
172,07/13/24 06:54:24 AM,43.099,,,,,
173,07/13/24 07:09:24 AM,42.363,,,,,
174,07/13/24 07:24:24 AM,42.548,,,,,
175,07/13/24 07:39:24 AM,42.363,,,,,
176,07/13/24 07:54:24 AM,42.732,,,,,
177,07/13/24 08:09:24 AM,43.099,,,,,
178,07/13/24 08:24:24 AM,43.099,,,,,
179,07/13/24 08:39:24 AM,42.548,,,,,
180,07/13/24 08:54:24 AM,42.548,,,,,
181,07/13/24 09:09:24 AM,42.915,,,,,
182,07/13/24 09:24:24 AM,42.548,,,,,
183,07/13/24 09:39:24 AM,42.915,,,,,
184,07/13/24 09:54:24 AM,43.099,,,,,
185,07/13/24 10:09:24 AM,43.466,,,,,
186,07/13/24 10:24:24 AM,43.648,,,,,
187,07/13/24 10:39:24 AM,44.195,,,,,
188,07/13/24 10:54:24 AM,44.379,,,,,
189,07/13/24 11:09:24 AM,44.742,,,,,
190,07/13/24 11:24:24 AM,45.286,,,,,
191,07/13/24 11:39:24 AM,45.828,,,,,
192,07/13/24 11:54:24 AM,45.466,,,,,
193,07/13/24 12:09:24 PM,45.648,,,,,
194,07/13/24 12:24:24 PM,45.648,,,,,
195,07/13/24 12:39:24 PM,46.008,,,,,
196,07/13/24 12:54:24 PM,45.286,,,,,
197,07/13/24 01:09:24 PM,45.466,,,,,
198,07/13/24 01:24:24 PM,45.286,,,,,
199,07/13/24 01:39:24 PM,44.922,,,,,
200,07/13/24 01:54:24 PM,44.922,,,,,
201,07/13/24 02:09:24 PM,45.104,,,,,
202,07/13/24 02:24:24 PM,45.286,,,,,
203,07/13/24 02:39:24 PM,45.286,,,,,
204,07/13/24 02:54:24 PM,44.742,,,,,
205,07/13/24 03:09:24 PM,44.379,,,,,
206,07/13/24 03:24:24 PM,44.560,,,,,
207,07/13/24 03:39:24 PM,44.560,,,,,
208,07/13/24 03:54:24 PM,44.922,,,,,
209,07/13/24 04:09:24 PM,45.466,,,,,
210,07/13/24 04:24:24 PM,45.286,,,,,
211,07/13/24 04:39:24 PM,44.922,,,,,
212,07/13/24 04:54:24 PM,44.742,,,,,
213,07/13/24 05:09:24 PM,45.286,,,,,
214,07/13/24 05:24:24 PM,45.286,,,,,
215,07/13/24 05:39:24 PM,44.922,,,,,
216,07/13/24 05:54:24 PM,44.742,,,,,
217,07/13/24 06:09:24 PM,44.560,,,,,
218,07/13/24 06:24:24 PM,44.195,,,,,
219,07/13/24 06:39:24 PM,44.379,,,,,
220,07/13/24 06:54:24 PM,44.013,,,,,
221,07/13/24 07:09:24 PM,44.013,,,,,
222,07/13/24 07:24:24 PM,44.013,,,,,
223,07/13/24 07:39:24 PM,44.013,,,,,
224,07/13/24 07:54:24 PM,43.831,,,,,
225,07/13/24 08:09:24 PM,43.831,,,,,
226,07/13/24 08:24:24 PM,43.648,,,,,
227,07/13/24 08:39:24 PM,43.831,,,,,
228,07/13/24 08:54:24 PM,43.831,,,,,
229,07/13/24 09:09:24 PM,43.648,,,,,
230,07/13/24 09:24:24 PM,43.648,,,,,
231,07/13/24 09:39:24 PM,43.831,,,,,
232,07/13/24 09:54:24 PM,43.831,,,,,
233,07/13/24 10:09:24 PM,43.831,,,,,
234,07/13/24 10:24:24 PM,43.831,,,,,
235,07/13/24 10:39:24 PM,44.013,,,,,
236,07/13/24 10:54:24 PM,44.013,,,,,
237,07/13/24 11:09:24 PM,44.013,,,,,
238,07/13/24 11:24:24 PM,44.013,,,,,
239,07/13/24 11:39:24 PM,44.013,,,,,
240,07/13/24 11:54:24 PM,44.195,,,,,
241,07/14/24 12:09:24 AM,44.195,,,,,
242,07/14/24 12:24:24 AM,44.379,,,,,
243,07/14/24 12:39:24 AM,44.195,,,,,
244,07/14/24 12:54:24 AM,44.560,,,,,
245,07/14/24 01:09:24 AM,44.560,,,,,
246,07/14/24 01:24:24 AM,44.560,,,,,
247,07/14/24 01:39:24 AM,44.560,,,,,
248,07/14/24 01:54:24 AM,44.560,,,,,
249,07/14/24 02:09:24 AM,44.560,,,,,
250,07/14/24 02:24:24 AM,44.560,,,,,
251,07/14/24 02:39:24 AM,44.560,,,,,
252,07/14/24 02:54:24 AM,44.560,,,,,
253,07/14/24 03:09:24 AM,44.560,,,,,
254,07/14/24 03:24:24 AM,44.560,,,,,
255,07/14/24 03:39:24 AM,44.560,,,,,
256,07/14/24 03:54:24 AM,44.560,,,,,
257,07/14/24 04:09:24 AM,44.379,,,,,
258,07/14/24 04:24:24 AM,44.560,,,,,
259,07/14/24 04:39:24 AM,44.742,,,,,
260,07/14/24 04:54:24 AM,44.560,,,,,
261,07/14/24 05:09:24 AM,44.742,,,,,
262,07/14/24 05:24:24 AM,44.560,,,,,
263,07/14/24 05:39:24 AM,44.742,,,,,
264,07/14/24 05:54:24 AM,44.922,,,,,
265,07/14/24 06:09:24 AM,44.922,,,,,
266,07/14/24 06:24:24 AM,45.104,,,,,
267,07/14/24 06:39:24 AM,45.286,,,,,
268,07/14/24 06:54:24 AM,45.466,,,,,
269,07/14/24 07:09:24 AM,45.828,,,,,
270,07/14/24 07:24:24 AM,46.008,,,,,
271,07/14/24 07:39:24 AM,46.188,,,,,
272,07/14/24 07:54:24 AM,46.188,,,,,
273,07/14/24 08:09:24 AM,45.828,,,,,
274,07/14/24 08:24:24 AM,46.188,,,,,
275,07/14/24 08:39:24 AM,46.548,,,,,
276,07/14/24 08:54:24 AM,46.728,,,,,
277,07/14/24 09:09:24 AM,46.728,,,,,
278,07/14/24 09:24:24 AM,46.548,,,,,
279,07/14/24 09:39:24 AM,46.728,,,,,
280,07/14/24 09:54:24 AM,46.908,,,,,
281,07/14/24 10:09:24 AM,47.088,,,,,
282,07/14/24 10:24:24 AM,47.624,,,,,
283,07/14/24 10:39:24 AM,47.802,,,,,
284,07/14/24 10:54:24 AM,48.339,,,,,
285,07/14/24 11:09:24 AM,47.982,,,,,
286,07/14/24 11:24:24 AM,48.517,,,,,
287,07/14/24 11:39:24 AM,48.695,,,,,
288,07/14/24 11:54:24 AM,48.695,,,,,
289,07/14/24 12:09:24 PM,49.228,,,,,
290,07/14/24 12:24:24 PM,48.695,,,,,
291,07/14/24 12:39:24 PM,48.695,,,,,
292,07/14/24 12:54:24 PM,49.050,,,,,
293,07/14/24 01:09:24 PM,49.228,,,,,
294,07/14/24 01:24:24 PM,49.404,,,,,
295,07/14/24 01:39:24 PM,50.113,,,,,
296,07/14/24 01:54:24 PM,50.466,,,,,
297,07/14/24 02:09:24 PM,49.582,,,,,
298,07/14/24 02:24:24 PM,50.113,,,,,
299,07/14/24 02:39:24 PM,50.113,,,,,
300,07/14/24 02:54:24 PM,50.113,,,,,
301,07/14/24 03:09:24 PM,49.759,,,,,
302,07/14/24 03:24:24 PM,49.759,,,,,
303,07/14/24 03:39:24 PM,48.871,,,,,
304,07/14/24 03:54:24 PM,49.404,,,,,
305,07/14/24 04:09:24 PM,49.050,,,,,
306,07/14/24 04:24:24 PM,48.871,,,,,
307,07/14/24 04:39:24 PM,48.695,,,,,
308,07/14/24 04:54:24 PM,48.339,,,,,
309,07/14/24 05:09:24 PM,48.339,,,,,
310,07/14/24 05:24:24 PM,48.339,,,,,
311,07/14/24 05:39:24 PM,48.160,,,,,
312,07/14/24 05:54:24 PM,48.160,,,,,
313,07/14/24 06:09:24 PM,47.982,,,,,
314,07/14/24 06:24:24 PM,48.339,,,,,
315,07/14/24 06:39:24 PM,47.982,,,,,
316,07/14/24 06:54:24 PM,47.266,,,,,
317,07/14/24 07:09:24 PM,47.088,,,,,
318,07/14/24 07:24:24 PM,46.908,,,,,
319,07/14/24 07:39:24 PM,46.728,,,,,
320,07/14/24 07:54:24 PM,46.728,,,,,
321,07/14/24 08:09:24 PM,46.548,,,,,
322,07/14/24 08:24:24 PM,46.548,,,,,
323,07/14/24 08:39:24 PM,46.369,,,,,
324,07/14/24 08:54:24 PM,46.369,,,,,
325,07/14/24 09:09:24 PM,46.369,,,,,
326,07/14/24 09:24:24 PM,46.188,,,,,
327,07/14/24 09:39:24 PM,46.008,,,,,
328,07/14/24 09:54:24 PM,46.008,,,,,
329,07/14/24 10:09:24 PM,46.008,,,,,
330,07/14/24 10:24:24 PM,46.008,,,,,
331,07/14/24 10:39:24 PM,46.008,,,,,
332,07/14/24 10:54:24 PM,46.008,,,,,
333,07/14/24 11:09:24 PM,46.008,,,,,
334,07/14/24 11:24:24 PM,46.008,,,,,
335,07/14/24 11:39:24 PM,46.008,,,,,
336,07/14/24 11:54:24 PM,46.008,,,,,
337,07/15/24 12:09:24 AM,46.008,,,,,
338,07/15/24 12:24:24 AM,46.188,,,,,
339,07/15/24 12:39:24 AM,46.188,,,,,
340,07/15/24 12:54:24 AM,46.008,,,,,
341,07/15/24 01:09:24 AM,46.188,,,,,
342,07/15/24 01:24:24 AM,46.008,,,,,
343,07/15/24 01:39:24 AM,46.008,,,,,
344,07/15/24 01:54:24 AM,46.008,,,,,
345,07/15/24 02:09:24 AM,46.008,,,,,
346,07/15/24 02:24:24 AM,46.008,,,,,
347,07/15/24 02:39:24 AM,46.008,,,,,
348,07/15/24 02:54:24 AM,45.828,,,,,
349,07/15/24 03:09:24 AM,45.828,,,,,
350,07/15/24 03:24:24 AM,45.828,,,,,
351,07/15/24 03:39:24 AM,45.828,,,,,
352,07/15/24 03:54:24 AM,45.828,,,,,
353,07/15/24 04:09:24 AM,45.648,,,,,
354,07/15/24 04:24:24 AM,45.648,,,,,
355,07/15/24 04:39:24 AM,46.008,,,,,
356,07/15/24 04:54:24 AM,45.828,,,,,
357,07/15/24 05:09:24 AM,46.188,,,,,
358,07/15/24 05:24:24 AM,46.188,,,,,
359,07/15/24 05:39:24 AM,46.369,,,,,
360,07/15/24 05:54:24 AM,46.188,,,,,
361,07/15/24 06:09:24 AM,46.548,,,,,
362,07/15/24 06:24:24 AM,46.728,,,,,
363,07/15/24 06:39:24 AM,46.728,,,,,
364,07/15/24 06:54:24 AM,47.266,,,,,
365,07/15/24 07:09:24 AM,47.446,,,,,
366,07/15/24 07:24:24 AM,47.802,,,,,
367,07/15/24 07:39:24 AM,47.982,,,,,
368,07/15/24 07:54:24 AM,48.339,,,,,
369,07/15/24 08:09:24 AM,48.517,,,,,
370,07/15/24 08:24:24 AM,48.517,,,,,
371,07/15/24 08:39:24 AM,48.695,,,,,
372,07/15/24 08:54:24 AM,48.871,,,,,
373,07/15/24 09:09:24 AM,49.582,,,,,
374,07/15/24 09:24:24 AM,49.404,,,,,
375,07/15/24 09:39:24 AM,49.759,,,,,
376,07/15/24 09:54:24 AM,49.759,,,,,
377,07/15/24 10:09:24 AM,50.290,,,,,
378,07/15/24 10:24:24 AM,50.290,,,,,
379,07/15/24 10:39:24 AM,49.937,,,,,
380,07/15/24 10:54:24 AM,49.937,,,,,
381,07/15/24 11:09:24 AM,50.466,,,,,
382,07/15/24 11:24:24 AM,50.466,,,,,
383,07/15/24 11:39:24 AM,50.643,,,,,
384,07/15/24 11:54:24 AM,51.523,,,,,
385,07/15/24 12:09:24 PM,52.050,,,,,
386,07/15/24 12:24:24 PM,52.225,,,,,
387,07/15/24 12:39:24 PM,52.401,,,,,
388,07/15/24 12:54:24 PM,52.225,,,,,
389,07/15/24 01:09:24 PM,52.401,,,,,
390,07/15/24 01:24:24 PM,52.225,,,,,
391,07/15/24 01:39:24 PM,52.050,,,,,
392,07/15/24 01:54:24 PM,51.523,,,,,
393,07/15/24 02:09:24 PM,51.523,,,,,
394,07/15/24 02:24:24 PM,51.346,,,,,
395,07/15/24 02:39:24 PM,50.290,,,,,
396,07/15/24 02:54:24 PM,50.466,,,,,
397,07/15/24 03:09:24 PM,50.819,,,,,
398,07/15/24 03:24:24 PM,50.290,,,,,
399,07/15/24 03:39:24 PM,49.937,,,,,
400,07/15/24 03:54:24 PM,49.404,,,,,
401,07/15/24 04:09:24 PM,49.404,,,,,
402,07/15/24 04:24:24 PM,49.228,,,,,
403,07/15/24 04:39:24 PM,48.695,,,,,
404,07/15/24 04:54:24 PM,48.339,,,,,
405,07/15/24 05:09:24 PM,48.160,,,,,
406,07/15/24 05:24:24 PM,48.160,,,,,
407,07/15/24 05:39:24 PM,48.160,,,,,
408,07/15/24 05:54:24 PM,47.982,,,,,
409,07/15/24 06:09:24 PM,47.802,,,,,
410,07/15/24 06:24:24 PM,48.871,,,,,
411,07/15/24 06:39:24 PM,48.160,,,,,
412,07/15/24 06:54:24 PM,47.802,,,,,
413,07/15/24 07:09:24 PM,47.446,,,,,
414,07/15/24 07:24:24 PM,47.266,,,,,
415,07/15/24 07:39:24 PM,46.908,,,,,
416,07/15/24 07:54:24 PM,46.548,,,,,
417,07/15/24 08:09:24 PM,46.188,,,,,
418,07/15/24 08:24:24 PM,46.548,,,,,
419,07/15/24 08:39:24 PM,46.369,,,,,
420,07/15/24 08:54:24 PM,46.188,,,,,
421,07/15/24 09:09:24 PM,46.008,,,,,
422,07/15/24 09:24:24 PM,45.828,,,,,
423,07/15/24 09:39:24 PM,45.648,,,,,
424,07/15/24 09:54:24 PM,45.648,,,,,
425,07/15/24 10:09:24 PM,45.466,,,,,
426,07/15/24 10:24:24 PM,45.286,,,,,
427,07/15/24 10:39:24 PM,45.466,,,,,
428,07/15/24 10:54:24 PM,45.648,,,,,
429,07/15/24 11:09:24 PM,45.466,,,,,
430,07/15/24 11:24:24 PM,45.466,,,,,
431,07/15/24 11:39:24 PM,45.466,,,,,
432,07/15/24 11:54:24 PM,45.648,,,,,
433,07/16/24 12:09:24 AM,45.466,,,,,
434,07/16/24 12:24:24 AM,45.466,,,,,
435,07/16/24 12:39:24 AM,45.286,,,,,
436,07/16/24 12:54:24 AM,45.466,,,,,
437,07/16/24 01:09:24 AM,45.286,,,,,
438,07/16/24 01:24:24 AM,45.466,,,,,
439,07/16/24 01:39:24 AM,45.466,,,,,
440,07/16/24 01:54:24 AM,45.466,,,,,
441,07/16/24 02:09:24 AM,45.466,,,,,
442,07/16/24 02:24:24 AM,45.466,,,,,
443,07/16/24 02:39:24 AM,44.922,,,,,
444,07/16/24 02:54:24 AM,45.104,,,,,
445,07/16/24 03:09:24 AM,45.104,,,,,
446,07/16/24 03:24:24 AM,45.286,,,,,
447,07/16/24 03:39:24 AM,45.104,,,,,
448,07/16/24 03:54:24 AM,45.286,,,,,
449,07/16/24 04:09:24 AM,45.286,,,,,
450,07/16/24 04:24:24 AM,45.104,,,,,
451,07/16/24 04:39:24 AM,45.286,,,,,
452,07/16/24 04:54:24 AM,44.922,,,,,
453,07/16/24 05:09:24 AM,44.922,,,,,
454,07/16/24 05:24:24 AM,44.922,,,,,
455,07/16/24 05:39:24 AM,44.922,,,,,
456,07/16/24 05:54:24 AM,45.104,,,,,
457,07/16/24 06:09:24 AM,44.922,,,,,
458,07/16/24 06:24:24 AM,44.922,,,,,
459,07/16/24 06:39:24 AM,44.922,,,,,
460,07/16/24 06:54:24 AM,44.922,,,,,
461,07/16/24 07:09:24 AM,45.286,,,,,
462,07/16/24 07:24:24 AM,45.648,,,,,
463,07/16/24 07:39:24 AM,45.648,,,,,
464,07/16/24 07:54:24 AM,45.286,,,,,
465,07/16/24 08:09:24 AM,45.466,,,,,
466,07/16/24 08:24:24 AM,45.648,,,,,
467,07/16/24 08:39:24 AM,45.286,,,,,
468,07/16/24 08:54:24 AM,45.466,,,,,
469,07/16/24 09:09:24 AM,45.104,,,,,
470,07/16/24 09:24:24 AM,45.466,,,,,
471,07/16/24 09:39:24 AM,45.466,,,,,
472,07/16/24 09:54:24 AM,45.286,,,,,
473,07/16/24 10:09:24 AM,45.286,,,,,
474,07/16/24 10:24:24 AM,45.828,,,,,
475,07/16/24 10:39:24 AM,46.548,,,,,
476,07/16/24 10:54:24 AM,46.188,,,,,
477,07/16/24 11:09:24 AM,45.828,,,,,
478,07/16/24 11:24:24 AM,46.188,,,,,
479,07/16/24 11:39:24 AM,46.188,,,,,
480,07/16/24 11:54:24 AM,46.908,,,,,
481,07/16/24 12:09:24 PM,47.266,,,,,
482,07/16/24 12:24:24 PM,47.266,,,,,
483,07/16/24 12:39:24 PM,47.624,,,,,
484,07/16/24 12:54:24 PM,48.517,,,,,
485,07/16/24 01:09:24 PM,48.517,,,,,
486,07/16/24 01:24:24 PM,48.160,,,,,
487,07/16/24 01:39:24 PM,46.369,,,,,
488,07/16/24 01:54:24 PM,47.802,,,,,
489,07/16/24 02:09:24 PM,48.517,,,,,
490,07/16/24 02:24:24 PM,49.937,,,,,
491,07/16/24 02:39:24 PM,50.113,,,,,
492,07/16/24 02:54:24 PM,50.995,,,,,
493,07/16/24 03:09:24 PM,51.172,,,,,
494,07/16/24 03:24:24 PM,50.290,,,,,
495,07/16/24 03:39:24 PM,51.346,,,,,
496,07/16/24 03:54:24 PM,51.523,,,,,
497,07/16/24 04:09:24 PM,50.995,,,,,
498,07/16/24 04:24:24 PM,50.643,,,,,
499,07/16/24 04:39:24 PM,50.995,,,,,
500,07/16/24 04:54:24 PM,51.699,,,,,
501,07/16/24 05:09:24 PM,51.523,,,,,
502,07/16/24 05:24:24 PM,49.404,,,,,
503,07/16/24 05:39:24 PM,48.160,,,,,
504,07/16/24 05:54:24 PM,48.695,,,,,
505,07/16/24 06:09:24 PM,47.982,,,,,
506,07/16/24 06:24:24 PM,47.446,,,,,
507,07/16/24 06:39:24 PM,46.728,,,,,
508,07/16/24 06:54:24 PM,46.908,,,,,
509,07/16/24 07:09:24 PM,47.088,,,,,
510,07/16/24 07:24:24 PM,46.369,,,,,
511,07/16/24 07:39:24 PM,45.828,,,,,
512,07/16/24 07:54:24 PM,45.828,,,,,
513,07/16/24 08:09:24 PM,45.648,,,,,
514,07/16/24 08:24:24 PM,44.742,,,,,
515,07/16/24 08:39:24 PM,44.922,,,,,
516,07/16/24 08:54:24 PM,44.742,,,,,
517,07/16/24 09:09:24 PM,44.560,,,,,
518,07/16/24 09:24:24 PM,44.379,,,,,
519,07/16/24 09:39:24 PM,44.195,,,,,
520,07/16/24 09:54:24 PM,44.013,,,,,
521,07/16/24 10:09:24 PM,44.013,,,,,
