"Plot Title: 10908277"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10908277, SEN S/N: 10908277)","Bad Battery (LGR S/N: 10908277, SEN S/N: 10908277)","End Of File (LGR S/N: 10908277, SEN S/N: 10908277)"
56,07/16/24 04:45:00 AM,71.856,,
57,07/16/24 05:00:00 AM,71.856,,
58,07/16/24 05:15:00 AM,71.683,,
59,07/16/24 05:30:00 AM,71.683,,
60,07/16/24 05:45:00 AM,71.683,,
61,07/16/24 06:00:00 AM,71.683,,
62,07/16/24 06:15:00 AM,71.512,,
63,07/16/24 06:30:00 AM,71.512,,
64,07/16/24 06:45:00 AM,71.512,,
65,07/16/24 07:00:00 AM,71.512,,
66,07/16/24 07:15:00 AM,71.512,,
67,07/16/24 07:30:00 AM,71.512,,
68,07/16/24 07:45:00 AM,71.512,,
69,07/16/24 08:00:00 AM,71.512,,
70,07/16/24 08:15:00 AM,71.512,,
71,07/16/24 08:30:00 AM,71.512,,
72,07/16/24 08:45:00 AM,71.339,,
73,07/16/24 09:00:00 AM,71.339,,
74,07/16/24 09:15:00 AM,71.339,,
75,07/16/24 09:30:00 AM,71.512,,
76,07/16/24 09:45:00 AM,71.512,,
77,07/16/24 10:00:00 AM,71.683,,
78,07/16/24 10:15:00 AM,71.856,,
79,07/16/24 10:30:00 AM,71.856,,
80,07/16/24 10:45:00 AM,71.856,,
81,07/16/24 11:00:00 AM,71.856,,
82,07/16/24 11:15:00 AM,71.856,,
83,07/16/24 11:30:00 AM,71.856,,
84,07/16/24 11:45:00 AM,71.856,,
85,07/16/24 12:00:00 PM,71.856,,
86,07/16/24 12:15:00 PM,72.028,,
87,07/16/24 12:30:00 PM,72.028,,
88,07/16/24 12:45:00 PM,72.199,,
89,07/16/24 01:00:00 PM,72.718,,
90,07/16/24 01:15:00 PM,73.753,,
91,07/16/24 01:30:00 PM,73.926,,
92,07/16/24 01:45:00 PM,73.926,,
93,07/16/24 02:00:00 PM,73.407,,
94,07/16/24 02:15:00 PM,73.234,,
95,07/16/24 02:30:00 PM,73.062,,
96,07/16/24 02:45:00 PM,73.062,,
97,07/16/24 03:00:00 PM,73.234,,
98,07/16/24 03:15:00 PM,73.234,,
99,07/16/24 03:30:00 PM,71.512,,
100,07/16/24 03:45:00 PM,70.308,,
101,07/16/24 04:00:00 PM,69.449,,
102,07/16/24 04:15:00 PM,69.278,,
103,07/16/24 04:30:00 PM,69.107,,
104,07/16/24 04:45:00 PM,68.934,,
105,07/16/24 05:00:00 PM,68.763,,
106,07/16/24 05:15:00 PM,73.926,,
107,07/16/24 05:30:00 PM,70.651,,
108,07/16/24 05:45:00 PM,69.449,,
109,07/16/24 06:00:00 PM,68.934,,
110,07/16/24 06:15:00 PM,68.763,,
111,07/16/24 06:30:00 PM,68.592,,
112,07/16/24 06:45:00 PM,68.592,,
113,07/16/24 07:00:00 PM,68.763,,
114,07/16/24 07:15:00 PM,68.934,,
115,07/16/24 07:30:00 PM,68.763,,
116,07/16/24 07:45:00 PM,68.763,,
117,07/16/24 08:00:00 PM,68.934,,
118,07/16/24 08:15:00 PM,68.763,,
119,07/16/24 08:30:00 PM,68.763,,
120,07/16/24 08:45:00 PM,68.592,,
121,07/16/24 09:00:00 PM,68.592,,
122,07/16/24 09:15:00 PM,69.964,,
123,07/16/24 09:30:00 PM,69.964,,
124,07/16/24 09:45:00 PM,70.480,,
125,07/16/24 10:00:00 PM,68.934,,
126,07/16/24 10:15:00 PM,68.592,,
127,07/16/24 10:30:00 PM,68.421,,
128,07/16/24 10:45:00 PM,68.248,,
129,07/16/24 11:00:00 PM,68.077,,
130,07/16/24 11:15:00 PM,68.077,,
131,07/16/24 11:30:00 PM,67.906,,
132,07/16/24 11:45:00 PM,68.077,,
133,07/17/24 12:00:00 AM,68.077,,
134,07/17/24 12:15:00 AM,68.077,,
135,07/17/24 12:30:00 AM,67.906,,
136,07/17/24 12:45:00 AM,67.906,,
137,07/17/24 01:00:00 AM,67.735,,
138,07/17/24 01:15:00 AM,67.735,,
139,07/17/24 01:30:00 AM,67.735,,
140,07/17/24 01:45:00 AM,67.735,,
141,07/17/24 02:00:00 AM,67.735,,
142,07/17/24 02:15:00 AM,67.564,,
143,07/17/24 02:30:00 AM,67.564,,
144,07/17/24 02:45:00 AM,67.392,,
145,07/17/24 03:00:00 AM,67.392,,
146,07/17/24 03:15:00 AM,67.221,,
147,07/17/24 03:30:00 AM,67.221,,
148,07/17/24 03:45:00 AM,67.050,,
149,07/17/24 04:00:00 AM,67.050,,
150,07/17/24 04:15:00 AM,67.050,,
151,07/17/24 04:30:00 AM,66.879,,
152,07/17/24 04:45:00 AM,66.879,,
153,07/17/24 05:00:00 AM,66.708,,
154,07/17/24 05:15:00 AM,66.708,,
155,07/17/24 05:30:00 AM,66.708,,
156,07/17/24 05:45:00 AM,66.708,,
157,07/17/24 06:00:00 AM,66.708,,
158,07/17/24 06:15:00 AM,66.708,,
159,07/17/24 06:30:00 AM,66.708,,
160,07/17/24 06:45:00 AM,66.537,,
161,07/17/24 07:00:00 AM,66.708,,
162,07/17/24 07:15:00 AM,66.537,,
163,07/17/24 07:30:00 AM,66.366,,
164,07/17/24 07:45:00 AM,66.022,,
165,07/17/24 08:00:00 AM,65.851,,
166,07/17/24 08:15:00 AM,65.851,,
167,07/17/24 08:30:00 AM,64.825,,
168,07/17/24 08:45:00 AM,64.996,,
169,07/17/24 09:00:00 AM,66.022,,
170,07/17/24 09:15:00 AM,66.708,,
171,07/17/24 09:30:00 AM,66.708,,
172,07/17/24 09:45:00 AM,66.708,,
173,07/17/24 10:00:00 AM,66.708,,
174,07/17/24 10:15:00 AM,66.879,,
175,07/17/24 10:30:00 AM,67.050,,
176,07/17/24 10:45:00 AM,67.221,,
177,07/17/24 11:00:00 AM,67.050,,
178,07/17/24 11:15:00 AM,67.050,,
179,07/17/24 11:30:00 AM,67.392,,
180,07/17/24 11:45:00 AM,67.906,,
181,07/17/24 12:00:00 PM,68.934,,
182,07/17/24 12:15:00 PM,69.793,,
183,07/17/24 12:30:00 PM,69.793,,
184,07/17/24 12:45:00 PM,72.545,,
185,07/17/24 01:00:00 PM,71.339,,
186,07/17/24 01:15:00 PM,70.651,,
187,07/17/24 01:30:00 PM,70.137,,
188,07/17/24 01:45:00 PM,69.964,,
189,07/17/24 02:00:00 PM,69.793,,
190,07/17/24 02:15:00 PM,68.248,,
191,07/17/24 02:30:00 PM,68.077,,
192,07/17/24 02:45:00 PM,67.906,,
193,07/17/24 03:00:00 PM,67.564,,
194,07/17/24 03:15:00 PM,67.735,,
195,07/17/24 03:30:00 PM,67.392,,
196,07/17/24 03:45:00 PM,67.392,,
197,07/17/24 04:00:00 PM,67.392,,
198,07/17/24 04:15:00 PM,67.564,,
199,07/17/24 04:30:00 PM,69.107,,
200,07/17/24 04:45:00 PM,69.622,,
201,07/17/24 05:00:00 PM,72.545,,
202,07/17/24 05:15:00 PM,73.234,,
203,07/17/24 05:30:00 PM,71.856,,
204,07/17/24 05:45:00 PM,71.339,,
205,07/17/24 06:00:00 PM,70.995,,
206,07/17/24 06:15:00 PM,70.824,,
207,07/17/24 06:30:00 PM,70.480,,
208,07/17/24 06:45:00 PM,70.308,,
209,07/17/24 07:00:00 PM,70.308,,
210,07/17/24 07:15:00 PM,70.308,,
211,07/17/24 07:30:00 PM,67.564,,
212,07/17/24 07:45:00 PM,61.741,,
213,07/17/24 08:00:00 PM,58.820,,
214,07/17/24 08:15:00 PM,57.785,,
215,07/17/24 08:30:00 PM,57.441,,
216,07/17/24 08:45:00 PM,57.441,,
217,07/17/24 09:00:00 PM,56.923,,
218,07/17/24 09:15:00 PM,56.577,,
219,07/17/24 09:30:00 PM,56.230,,
220,07/17/24 09:45:00 PM,55.884,,
221,07/17/24 10:00:00 PM,55.364,,
222,07/17/24 10:15:00 PM,54.842,,
223,07/17/24 10:30:00 PM,54.495,,
224,07/17/24 10:45:00 PM,54.669,,
225,07/17/24 11:00:00 PM,54.669,,
226,07/17/24 11:15:00 PM,53.623,,
227,07/17/24 11:30:00 PM,52.925,,
228,07/17/24 11:45:00 PM,52.050,,
229,07/18/24 12:00:00 AM,51.346,,
230,07/18/24 12:15:00 AM,50.643,,
231,07/18/24 12:30:00 AM,50.113,,
232,07/18/24 12:45:00 AM,49.759,,
233,07/18/24 01:00:00 AM,49.228,,
234,07/18/24 01:15:00 AM,48.871,,
235,07/18/24 01:30:00 AM,48.517,,
236,07/18/24 01:45:00 AM,48.160,,
237,07/18/24 02:00:00 AM,47.802,,
238,07/18/24 02:15:00 AM,47.624,,
239,07/18/24 02:30:00 AM,47.266,,
240,07/18/24 02:45:00 AM,46.908,,
241,07/18/24 03:00:00 AM,46.548,,
242,07/18/24 03:15:00 AM,46.188,,
243,07/18/24 03:30:00 AM,45.828,,
244,07/18/24 03:45:00 AM,45.648,,
245,07/18/24 04:00:00 AM,45.466,,
246,07/18/24 04:15:00 AM,45.286,,
247,07/18/24 04:30:00 AM,45.104,,
248,07/18/24 04:45:00 AM,45.104,,
249,07/18/24 05:00:00 AM,44.922,,
250,07/18/24 05:15:00 AM,44.922,,
251,07/18/24 05:30:00 AM,44.922,,
252,07/18/24 05:45:00 AM,44.742,,
253,07/18/24 06:00:00 AM,44.742,,
254,07/18/24 06:15:00 AM,44.922,,
255,07/18/24 06:30:00 AM,45.104,,
256,07/18/24 06:45:00 AM,45.286,,
257,07/18/24 07:00:00 AM,45.466,,
258,07/18/24 07:15:00 AM,45.828,,
259,07/18/24 07:30:00 AM,46.548,,
260,07/18/24 07:45:00 AM,47.266,,
261,07/18/24 08:00:00 AM,47.982,,
262,07/18/24 08:15:00 AM,48.871,,
263,07/18/24 08:30:00 AM,50.290,,
264,07/18/24 08:45:00 AM,51.523,,
265,07/18/24 09:00:00 AM,52.750,,
266,07/18/24 09:15:00 AM,54.669,,
267,07/18/24 09:30:00 AM,57.785,,
268,07/18/24 09:45:00 AM,58.303,,
269,07/18/24 10:00:00 AM,58.303,,
270,07/18/24 10:15:00 AM,58.476,,
271,07/18/24 10:30:00 AM,58.820,,
272,07/18/24 10:45:00 AM,58.993,,
273,07/18/24 11:00:00 AM,59.851,,
274,07/18/24 11:15:00 AM,56.577,,
275,07/18/24 11:30:00 AM,44.560,,
276,07/18/24 11:45:00 AM,42.915,,
277,07/18/24 12:00:00 PM,51.172,,
278,07/18/24 12:15:00 PM,55.364,,
279,07/18/24 12:30:00 PM,57.268,,
280,07/18/24 12:45:00 PM,56.577,,
281,07/18/24 01:00:00 PM,57.096,,
282,07/18/24 01:15:00 PM,56.923,,
283,07/18/24 01:30:00 PM,56.577,,
284,07/18/24 01:45:00 PM,56.230,,
285,07/18/24 02:00:00 PM,56.057,,
286,07/18/24 02:15:00 PM,55.537,,
287,07/18/24 02:30:00 PM,56.750,,
288,07/18/24 02:45:00 PM,56.750,,
289,07/18/24 03:00:00 PM,57.785,,
290,07/18/24 03:15:00 PM,59.164,,
291,07/18/24 03:30:00 PM,59.680,,
292,07/18/24 03:45:00 PM,59.508,,
293,07/18/24 04:00:00 PM,59.508,,
294,07/18/24 04:15:00 PM,59.851,,
295,07/18/24 04:30:00 PM,57.785,,
296,07/18/24 04:45:00 PM,57.958,,
297,07/18/24 05:00:00 PM,58.476,,
298,07/18/24 05:15:00 PM,54.842,,
299,07/18/24 05:30:00 PM,52.925,,
300,07/18/24 05:45:00 PM,50.290,,
301,07/18/24 06:00:00 PM,48.695,,
302,07/18/24 06:15:00 PM,47.446,,
303,07/18/24 06:30:00 PM,46.728,,
304,07/18/24 06:45:00 PM,46.369,,
305,07/18/24 07:00:00 PM,46.008,,
306,07/18/24 07:15:00 PM,45.648,,
307,07/18/24 07:30:00 PM,45.648,,
308,07/18/24 07:45:00 PM,45.466,,
309,07/18/24 08:00:00 PM,45.466,,
310,07/18/24 08:15:00 PM,45.466,,
311,07/18/24 08:30:00 PM,45.286,,
312,07/18/24 08:45:00 PM,45.466,,
313,07/18/24 09:00:00 PM,45.466,,
314,07/18/24 09:15:00 PM,45.648,,
315,07/18/24 09:30:00 PM,45.648,,
316,07/18/24 09:45:00 PM,45.648,,
317,07/18/24 10:00:00 PM,45.648,,
318,07/18/24 10:15:00 PM,45.466,,
319,07/18/24 10:30:00 PM,45.466,,
320,07/18/24 10:45:00 PM,45.466,,
321,07/18/24 11:00:00 PM,45.466,,
322,07/18/24 11:15:00 PM,45.466,,
323,07/18/24 11:30:00 PM,45.466,,
324,07/18/24 11:45:00 PM,45.648,,
325,07/19/24 12:00:00 AM,45.648,,
326,07/19/24 12:15:00 AM,45.648,,
327,07/19/24 12:30:00 AM,45.828,,
328,07/19/24 12:45:00 AM,45.828,,
329,07/19/24 01:00:00 AM,45.828,,
330,07/19/24 01:15:00 AM,46.008,,
331,07/19/24 01:30:00 AM,46.008,,
332,07/19/24 01:45:00 AM,46.008,,
333,07/19/24 02:00:00 AM,46.008,,
334,07/19/24 02:15:00 AM,46.008,,
335,07/19/24 02:30:00 AM,46.008,,
336,07/19/24 02:45:00 AM,46.188,,
337,07/19/24 03:00:00 AM,46.188,,
338,07/19/24 03:15:00 AM,46.188,,
339,07/19/24 03:30:00 AM,46.188,,
340,07/19/24 03:45:00 AM,46.188,,
341,07/19/24 04:00:00 AM,46.188,,
342,07/19/24 04:15:00 AM,46.188,,
343,07/19/24 04:30:00 AM,46.188,,
344,07/19/24 04:45:00 AM,46.188,,
345,07/19/24 05:00:00 AM,46.188,,
346,07/19/24 05:15:00 AM,46.188,,
347,07/19/24 05:30:00 AM,46.188,,
348,07/19/24 05:45:00 AM,46.188,,
349,07/19/24 06:00:00 AM,46.188,,
350,07/19/24 06:15:00 AM,46.188,,
351,07/19/24 06:30:00 AM,46.188,,
352,07/19/24 06:45:00 AM,46.369,,
353,07/19/24 07:00:00 AM,46.369,,
354,07/19/24 07:15:00 AM,46.369,,
355,07/19/24 07:30:00 AM,46.369,,
356,07/19/24 07:45:00 AM,46.548,,
357,07/19/24 08:00:00 AM,46.548,,
358,07/19/24 08:15:00 AM,46.548,,
359,07/19/24 08:30:00 AM,46.548,,
360,07/19/24 08:45:00 AM,46.728,,
361,07/19/24 09:00:00 AM,46.728,,
362,07/19/24 09:15:00 AM,47.088,,
363,07/19/24 09:30:00 AM,47.088,,
364,07/19/24 09:45:00 AM,47.266,,
365,07/19/24 10:00:00 AM,47.446,,
366,07/19/24 10:15:00 AM,47.446,,
367,07/19/24 10:30:00 AM,47.088,,
368,07/19/24 10:45:00 AM,46.728,,
369,07/19/24 11:00:00 AM,46.908,,
370,07/19/24 11:15:00 AM,47.088,,
371,07/19/24 11:30:00 AM,47.266,,
372,07/19/24 11:45:00 AM,47.446,,
373,07/19/24 12:00:00 PM,47.802,,
374,07/19/24 12:15:00 PM,47.982,,
375,07/19/24 12:30:00 PM,48.160,,
376,07/19/24 12:45:00 PM,48.695,,
377,07/19/24 01:00:00 PM,48.517,,
378,07/19/24 01:15:00 PM,48.695,,
379,07/19/24 01:30:00 PM,48.695,,
380,07/19/24 01:45:00 PM,48.517,,
381,07/19/24 02:00:00 PM,48.517,,
382,07/19/24 02:15:00 PM,48.517,,
383,07/19/24 02:30:00 PM,48.871,,
384,07/19/24 02:45:00 PM,49.404,,
385,07/19/24 03:00:00 PM,49.404,,
386,07/19/24 03:15:00 PM,49.582,,
387,07/19/24 03:30:00 PM,49.582,,
388,07/19/24 03:45:00 PM,49.582,,
389,07/19/24 04:00:00 PM,49.582,,
390,07/19/24 04:15:00 PM,49.582,,
391,07/19/24 04:30:00 PM,49.582,,
392,07/19/24 04:45:00 PM,49.582,,
393,07/19/24 05:00:00 PM,49.759,,
394,07/19/24 05:15:00 PM,49.759,,
395,07/19/24 05:30:00 PM,49.582,,
396,07/19/24 05:45:00 PM,49.759,,
397,07/19/24 06:00:00 PM,49.582,,
398,07/19/24 06:15:00 PM,49.582,,
399,07/19/24 06:30:00 PM,49.404,,
400,07/19/24 06:45:00 PM,49.404,,
401,07/19/24 07:00:00 PM,49.404,,
402,07/19/24 07:15:00 PM,49.404,,
403,07/19/24 07:30:00 PM,49.404,,
404,07/19/24 07:45:00 PM,49.404,,
405,07/19/24 08:00:00 PM,49.404,,
406,07/19/24 08:15:00 PM,49.404,,
407,07/19/24 08:30:00 PM,49.228,,
408,07/19/24 08:45:00 PM,49.228,,
409,07/19/24 09:00:00 PM,49.050,,
410,07/19/24 09:15:00 PM,49.050,,
411,07/19/24 09:30:00 PM,49.050,,
412,07/19/24 09:45:00 PM,48.695,,
413,07/19/24 10:00:00 PM,48.339,,
414,07/19/24 10:15:00 PM,47.982,,
415,07/19/24 10:30:00 PM,47.624,,
416,07/19/24 10:45:00 PM,46.908,,
417,07/19/24 11:00:00 PM,46.728,,
418,07/19/24 11:15:00 PM,46.908,,
419,07/19/24 11:30:00 PM,47.088,,
420,07/19/24 11:45:00 PM,47.266,,
421,07/20/24 12:00:00 AM,47.266,,
422,07/20/24 12:15:00 AM,47.446,,
423,07/20/24 12:30:00 AM,47.088,,
424,07/20/24 12:45:00 AM,47.088,,
425,07/20/24 01:00:00 AM,47.088,,
426,07/20/24 01:15:00 AM,47.266,,
427,07/20/24 01:30:00 AM,47.266,,
428,07/20/24 01:45:00 AM,47.266,,
429,07/20/24 02:00:00 AM,47.266,,
430,07/20/24 02:15:00 AM,46.728,,
431,07/20/24 02:30:00 AM,46.369,,
432,07/20/24 02:45:00 AM,46.369,,
433,07/20/24 03:00:00 AM,46.548,,
434,07/20/24 03:15:00 AM,46.728,,
435,07/20/24 03:30:00 AM,46.728,,
436,07/20/24 03:45:00 AM,46.908,,
437,07/20/24 04:00:00 AM,47.088,,
438,07/20/24 04:15:00 AM,47.088,,
439,07/20/24 04:30:00 AM,47.266,,
440,07/20/24 04:45:00 AM,47.624,,
441,07/20/24 05:00:00 AM,47.624,,
442,07/20/24 05:15:00 AM,47.802,,
443,07/20/24 05:30:00 AM,47.982,,
444,07/20/24 05:45:00 AM,48.160,,
445,07/20/24 06:00:00 AM,48.160,,
446,07/20/24 06:15:00 AM,47.982,,
447,07/20/24 06:30:00 AM,48.160,,
448,07/20/24 06:45:00 AM,48.160,,
449,07/20/24 07:00:00 AM,47.982,,
450,07/20/24 07:15:00 AM,47.982,,
451,07/20/24 07:30:00 AM,47.624,,
452,07/20/24 07:45:00 AM,47.802,,
453,07/20/24 08:00:00 AM,47.802,,
454,07/20/24 08:15:00 AM,47.624,,
455,07/20/24 08:30:00 AM,47.266,,
456,07/20/24 08:45:00 AM,47.266,,
457,07/20/24 09:00:00 AM,47.446,,
458,07/20/24 09:15:00 AM,47.624,,
459,07/20/24 09:30:00 AM,47.802,,
460,07/20/24 09:45:00 AM,48.160,,
461,07/20/24 10:00:00 AM,48.339,,
462,07/20/24 10:15:00 AM,48.339,,
463,07/20/24 10:30:00 AM,48.517,,
464,07/20/24 10:45:00 AM,48.517,,
465,07/20/24 11:00:00 AM,48.871,,
466,07/20/24 11:15:00 AM,49.228,,
467,07/20/24 11:30:00 AM,49.404,,
468,07/20/24 11:45:00 AM,49.404,,
469,07/20/24 12:00:00 PM,49.759,,
470,07/20/24 12:15:00 PM,50.290,,
471,07/20/24 12:30:00 PM,50.643,,
472,07/20/24 12:45:00 PM,50.643,,
473,07/20/24 01:00:00 PM,50.995,,
474,07/20/24 01:15:00 PM,51.346,,
475,07/20/24 01:30:00 PM,51.523,,
476,07/20/24 01:45:00 PM,52.050,,
477,07/20/24 02:00:00 PM,52.750,,
478,07/20/24 02:15:00 PM,53.100,,
479,07/20/24 02:30:00 PM,53.274,,
480,07/20/24 02:45:00 PM,53.973,,
481,07/20/24 03:00:00 PM,54.495,,
482,07/20/24 03:15:00 PM,54.669,,
483,07/20/24 03:30:00 PM,54.669,,
484,07/20/24 03:45:00 PM,54.669,,
485,07/20/24 04:00:00 PM,54.842,,
486,07/20/24 04:15:00 PM,55.189,,
487,07/20/24 04:30:00 PM,55.537,,
488,07/20/24 04:45:00 PM,55.711,,
489,07/20/24 05:00:00 PM,55.711,,
490,07/20/24 05:15:00 PM,55.711,,
491,07/20/24 05:30:00 PM,55.537,,
492,07/20/24 05:45:00 PM,55.537,,
493,07/20/24 06:00:00 PM,55.364,,
494,07/20/24 06:15:00 PM,55.189,,
495,07/20/24 06:30:00 PM,55.189,,
496,07/20/24 06:45:00 PM,55.017,,
497,07/20/24 07:00:00 PM,55.017,,
498,07/20/24 07:15:00 PM,54.842,,
499,07/20/24 07:30:00 PM,54.495,,
500,07/20/24 07:45:00 PM,54.322,,
501,07/20/24 08:00:00 PM,53.973,,
502,07/20/24 08:15:00 PM,53.623,,
503,07/20/24 08:30:00 PM,53.449,,
504,07/20/24 08:45:00 PM,53.274,,
505,07/20/24 09:00:00 PM,53.100,,
506,07/20/24 09:15:00 PM,53.100,,
507,07/20/24 09:30:00 PM,52.925,,
508,07/20/24 09:45:00 PM,52.750,,
509,07/20/24 10:00:00 PM,52.576,,
510,07/20/24 10:15:00 PM,52.401,,
511,07/20/24 10:30:00 PM,52.401,,
512,07/20/24 10:45:00 PM,52.225,,
513,07/20/24 11:00:00 PM,52.050,,
514,07/20/24 11:15:00 PM,51.874,,
515,07/20/24 11:30:00 PM,51.699,,
516,07/20/24 11:45:00 PM,51.699,,
517,07/21/24 12:00:00 AM,51.523,,
518,07/21/24 12:15:00 AM,51.523,,
519,07/21/24 12:30:00 AM,51.523,,
520,07/21/24 12:45:00 AM,51.523,,
521,07/21/24 01:00:00 AM,51.699,,
522,07/21/24 01:15:00 AM,51.699,,
523,07/21/24 01:30:00 AM,51.523,,
524,07/21/24 01:45:00 AM,51.346,,
525,07/21/24 02:00:00 AM,51.346,,
526,07/21/24 02:15:00 AM,51.523,,
527,07/21/24 02:30:00 AM,51.346,,
528,07/21/24 02:45:00 AM,51.346,,
529,07/21/24 03:00:00 AM,51.523,,
530,07/21/24 03:15:00 AM,51.699,,
531,07/21/24 03:30:00 AM,51.874,,
532,07/21/24 03:45:00 AM,51.874,,
533,07/21/24 04:00:00 AM,51.874,,
534,07/21/24 04:15:00 AM,51.699,,
535,07/21/24 04:30:00 AM,51.523,,
536,07/21/24 04:45:00 AM,51.346,,
537,07/21/24 05:00:00 AM,50.995,,
538,07/21/24 05:15:00 AM,50.643,,
539,07/21/24 05:30:00 AM,50.290,,
540,07/21/24 05:45:00 AM,49.937,,
541,07/21/24 06:00:00 AM,49.582,,
542,07/21/24 06:15:00 AM,49.759,,
543,07/21/24 06:30:00 AM,49.759,,
544,07/21/24 06:45:00 AM,50.113,,
545,07/21/24 07:00:00 AM,50.290,,
546,07/21/24 07:15:00 AM,50.290,,
547,07/21/24 07:30:00 AM,50.290,,
548,07/21/24 07:45:00 AM,50.643,,
549,07/21/24 08:00:00 AM,50.995,,
550,07/21/24 08:15:00 AM,51.346,,
551,07/21/24 08:30:00 AM,51.699,,
552,07/21/24 08:45:00 AM,52.050,,
553,07/21/24 09:00:00 AM,52.401,,
554,07/21/24 09:15:00 AM,52.401,,
555,07/21/24 09:30:00 AM,52.925,,
556,07/21/24 09:45:00 AM,53.449,,
557,07/21/24 10:00:00 AM,53.623,,
558,07/21/24 10:15:00 AM,53.449,,
559,07/21/24 10:30:00 AM,53.274,,
560,07/21/24 10:45:00 AM,53.274,,
561,07/21/24 11:00:00 AM,53.274,,
562,07/21/24 11:15:00 AM,53.274,,
563,07/21/24 11:30:00 AM,53.274,,
564,07/21/24 11:45:00 AM,53.449,,
565,07/21/24 12:00:00 PM,53.623,,
566,07/21/24 12:15:00 PM,53.623,,
567,07/21/24 12:30:00 PM,53.623,,
568,07/21/24 12:45:00 PM,53.798,,
569,07/21/24 01:00:00 PM,53.798,,
570,07/21/24 01:15:00 PM,53.973,,
571,07/21/24 01:30:00 PM,54.147,,
572,07/21/24 01:45:00 PM,54.322,,
573,07/21/24 02:00:00 PM,54.669,,
574,07/21/24 02:15:00 PM,55.017,,
575,07/21/24 02:30:00 PM,55.189,,
576,07/21/24 02:45:00 PM,55.189,,
577,07/21/24 03:00:00 PM,55.537,,
578,07/21/24 03:15:00 PM,55.884,,
579,07/21/24 03:30:00 PM,56.404,,
580,07/21/24 03:45:00 PM,56.923,,
581,07/21/24 04:00:00 PM,57.268,,
582,07/21/24 04:15:00 PM,57.785,,
583,07/21/24 04:30:00 PM,57.958,,
584,07/21/24 04:45:00 PM,58.303,,
585,07/21/24 05:00:00 PM,58.647,,
586,07/21/24 05:15:00 PM,58.993,,
587,07/21/24 05:30:00 PM,58.820,,
588,07/21/24 05:45:00 PM,58.131,,
589,07/21/24 06:00:00 PM,57.614,,
590,07/21/24 06:15:00 PM,57.441,,
591,07/21/24 06:30:00 PM,56.750,,
592,07/21/24 06:45:00 PM,56.230,,
593,07/21/24 07:00:00 PM,55.711,,
594,07/21/24 07:15:00 PM,54.842,,
595,07/21/24 07:30:00 PM,54.322,,
596,07/21/24 07:45:00 PM,53.623,,
597,07/21/24 08:00:00 PM,53.100,,
