"Plot Title: 20422703"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20422703, SEN S/N: 20422703)","Host Connected (LGR S/N: 20422703, SEN S/N: 20422703)","Coupler Detached (LGR S/N: 20422703, SEN S/N: 20422703)","Bad Battery (LGR S/N: 20422703, SEN S/N: 20422703)","End Of File (LGR S/N: 20422703, SEN S/N: 20422703)"
44,07/11/24 10:22:06 PM,38.440,,,,
45,07/11/24 10:37:06 PM,38.629,,,,
46,07/11/24 10:52:06 PM,38.818,,,,
47,07/11/24 11:07:06 PM,38.629,,,,
48,07/11/24 11:22:06 PM,38.440,,,,
49,07/11/24 11:37:06 PM,38.629,,,,
50,07/11/24 11:52:06 PM,38.629,,,,
51,07/12/24 12:07:06 AM,38.250,,,,
52,07/12/24 12:22:06 AM,38.440,,,,
53,07/12/24 12:37:06 AM,38.440,,,,
54,07/12/24 12:52:06 AM,38.440,,,,
55,07/12/24 01:07:06 AM,38.440,,,,
56,07/12/24 01:22:06 AM,38.440,,,,
57,07/12/24 01:37:06 AM,38.440,,,,
58,07/12/24 01:52:06 AM,38.629,,,,
59,07/12/24 02:07:06 AM,38.440,,,,
60,07/12/24 02:22:06 AM,38.629,,,,
61,07/12/24 02:37:06 AM,38.629,,,,
62,07/12/24 02:52:06 AM,39.007,,,,
63,07/12/24 03:07:06 AM,38.818,,,,
64,07/12/24 03:22:06 AM,38.629,,,,
65,07/12/24 03:37:06 AM,38.629,,,,
66,07/12/24 03:52:06 AM,38.440,,,,
67,07/12/24 04:07:06 AM,38.440,,,,
68,07/12/24 04:22:06 AM,38.440,,,,
69,07/12/24 04:37:06 AM,38.440,,,,
70,07/12/24 04:52:06 AM,38.440,,,,
71,07/12/24 05:07:06 AM,38.440,,,,
72,07/12/24 05:22:06 AM,38.440,,,,
73,07/12/24 05:37:06 AM,38.440,,,,
74,07/12/24 05:52:06 AM,38.440,,,,
75,07/12/24 06:07:06 AM,38.440,,,,
76,07/12/24 06:22:06 AM,38.629,,,,
77,07/12/24 06:37:06 AM,38.629,,,,
78,07/12/24 06:52:06 AM,38.818,,,,
79,07/12/24 07:07:06 AM,39.007,,,,
80,07/12/24 07:22:06 AM,39.007,,,,
81,07/12/24 07:37:06 AM,39.007,,,,
82,07/12/24 07:52:06 AM,39.007,,,,
83,07/12/24 08:07:06 AM,39.384,,,,
84,07/12/24 08:22:06 AM,39.760,,,,
85,07/12/24 08:37:06 AM,39.573,,,,
86,07/12/24 08:52:06 AM,40.321,,,,
87,07/12/24 09:07:06 AM,40.881,,,,
88,07/12/24 09:22:06 AM,40.881,,,,
89,07/12/24 09:37:06 AM,41.625,,,,
90,07/12/24 09:52:06 AM,41.067,,,,
91,07/12/24 10:07:06 AM,41.810,,,,
92,07/12/24 10:22:06 AM,42.179,,,,
93,07/12/24 10:37:06 AM,41.994,,,,
94,07/12/24 10:52:06 AM,42.732,,,,
95,07/12/24 11:07:06 AM,42.915,,,,
96,07/12/24 11:22:06 AM,42.548,,,,
97,07/12/24 11:37:06 AM,42.915,,,,
98,07/12/24 11:52:06 AM,42.363,,,,
99,07/12/24 12:07:06 PM,42.548,,,,
100,07/12/24 12:22:06 PM,42.179,,,,
101,07/12/24 12:37:06 PM,42.548,,,,
102,07/12/24 12:52:06 PM,42.548,,,,
103,07/12/24 01:07:06 PM,43.282,,,,
104,07/12/24 01:22:06 PM,42.548,,,,
105,07/12/24 01:37:06 PM,42.915,,,,
106,07/12/24 01:52:06 PM,42.548,,,,
107,07/12/24 02:07:06 PM,42.915,,,,
108,07/12/24 02:22:06 PM,43.099,,,,
109,07/12/24 02:37:06 PM,42.548,,,,
110,07/12/24 02:52:06 PM,42.732,,,,
111,07/12/24 03:07:06 PM,42.732,,,,
112,07/12/24 03:22:06 PM,43.099,,,,
113,07/12/24 03:37:06 PM,43.099,,,,
114,07/12/24 03:52:06 PM,44.195,,,,
115,07/12/24 04:07:06 PM,42.915,,,,
116,07/12/24 04:22:06 PM,42.179,,,,
117,07/12/24 04:37:06 PM,42.179,,,,
118,07/12/24 04:52:06 PM,42.363,,,,
119,07/12/24 05:07:06 PM,42.363,,,,
120,07/12/24 05:22:06 PM,42.732,,,,
121,07/12/24 05:37:06 PM,43.648,,,,
122,07/12/24 05:52:06 PM,43.099,,,,
123,07/12/24 06:07:06 PM,42.548,,,,
124,07/12/24 06:22:06 PM,41.810,,,,
125,07/12/24 06:37:06 PM,42.179,,,,
126,07/12/24 06:52:06 PM,43.099,,,,
127,07/12/24 07:07:06 PM,42.363,,,,
128,07/12/24 07:22:06 PM,42.363,,,,
129,07/12/24 07:37:06 PM,42.548,,,,
130,07/12/24 07:52:06 PM,42.548,,,,
131,07/12/24 08:07:06 PM,42.548,,,,
132,07/12/24 08:22:06 PM,42.363,,,,
133,07/12/24 08:37:06 PM,42.548,,,,
134,07/12/24 08:52:06 PM,41.439,,,,
135,07/12/24 09:07:06 PM,40.321,,,,
136,07/12/24 09:22:06 PM,39.573,,,,
137,07/12/24 09:37:06 PM,39.760,,,,
138,07/12/24 09:52:06 PM,39.760,,,,
139,07/12/24 10:07:06 PM,39.760,,,,
140,07/12/24 10:22:06 PM,39.760,,,,
141,07/12/24 10:37:06 PM,39.573,,,,
142,07/12/24 10:52:06 PM,38.818,,,,
143,07/12/24 11:07:06 PM,38.629,,,,
144,07/12/24 11:22:06 PM,38.440,,,,
145,07/12/24 11:37:06 PM,38.250,,,,
146,07/12/24 11:52:06 PM,38.250,,,,
147,07/13/24 12:07:06 AM,38.061,,,,
148,07/13/24 12:22:06 AM,38.061,,,,
149,07/13/24 12:37:06 AM,38.061,,,,
150,07/13/24 12:52:06 AM,38.440,,,,
151,07/13/24 01:07:06 AM,39.007,,,,
152,07/13/24 01:22:06 AM,38.818,,,,
153,07/13/24 01:37:06 AM,38.629,,,,
154,07/13/24 01:52:06 AM,38.818,,,,
155,07/13/24 02:07:06 AM,38.440,,,,
156,07/13/24 02:22:06 AM,38.440,,,,
157,07/13/24 02:37:06 AM,38.250,,,,
158,07/13/24 02:52:06 AM,38.250,,,,
159,07/13/24 03:07:06 AM,38.629,,,,
160,07/13/24 03:22:06 AM,38.629,,,,
161,07/13/24 03:37:06 AM,38.250,,,,
162,07/13/24 03:52:06 AM,38.440,,,,
163,07/13/24 04:07:06 AM,38.629,,,,
164,07/13/24 04:22:06 AM,38.629,,,,
165,07/13/24 04:37:06 AM,38.629,,,,
166,07/13/24 04:52:06 AM,38.818,,,,
167,07/13/24 05:07:06 AM,39.007,,,,
168,07/13/24 05:22:06 AM,39.007,,,,
169,07/13/24 05:37:06 AM,39.196,,,,
170,07/13/24 05:52:06 AM,38.818,,,,
171,07/13/24 06:07:06 AM,39.007,,,,
172,07/13/24 06:22:06 AM,39.196,,,,
173,07/13/24 06:37:06 AM,39.384,,,,
174,07/13/24 06:52:06 AM,39.760,,,,
175,07/13/24 07:07:06 AM,39.573,,,,
176,07/13/24 07:22:06 AM,39.384,,,,
177,07/13/24 07:37:06 AM,39.573,,,,
178,07/13/24 07:52:06 AM,39.760,,,,
179,07/13/24 08:07:06 AM,39.947,,,,
180,07/13/24 08:22:06 AM,39.947,,,,
181,07/13/24 08:37:06 AM,39.384,,,,
182,07/13/24 08:52:06 AM,39.573,,,,
183,07/13/24 09:07:06 AM,39.760,,,,
184,07/13/24 09:22:06 AM,39.573,,,,
185,07/13/24 09:37:06 AM,39.573,,,,
186,07/13/24 09:52:06 AM,39.760,,,,
187,07/13/24 10:07:06 AM,39.760,,,,
188,07/13/24 10:22:06 AM,39.947,,,,
189,07/13/24 10:37:06 AM,40.134,,,,
190,07/13/24 10:52:06 AM,40.321,,,,
191,07/13/24 11:07:06 AM,40.696,,,,
192,07/13/24 11:22:06 AM,40.881,,,,
193,07/13/24 11:37:06 AM,41.254,,,,
194,07/13/24 11:52:06 AM,41.625,,,,
195,07/13/24 12:07:06 PM,41.254,,,,
196,07/13/24 12:22:06 PM,40.881,,,,
197,07/13/24 12:37:06 PM,41.067,,,,
198,07/13/24 12:52:06 PM,41.254,,,,
199,07/13/24 01:07:06 PM,41.254,,,,
200,07/13/24 01:22:06 PM,41.254,,,,
201,07/13/24 01:37:06 PM,41.254,,,,
202,07/13/24 01:52:06 PM,41.254,,,,
203,07/13/24 02:07:06 PM,41.254,,,,
204,07/13/24 02:22:06 PM,41.439,,,,
205,07/13/24 02:37:06 PM,41.439,,,,
206,07/13/24 02:52:06 PM,41.067,,,,
207,07/13/24 03:07:06 PM,41.067,,,,
208,07/13/24 03:22:06 PM,40.881,,,,
209,07/13/24 03:37:06 PM,41.067,,,,
210,07/13/24 03:52:06 PM,41.254,,,,
211,07/13/24 04:07:06 PM,41.439,,,,
212,07/13/24 04:22:06 PM,41.439,,,,
213,07/13/24 04:37:06 PM,41.254,,,,
214,07/13/24 04:52:06 PM,41.254,,,,
215,07/13/24 05:07:06 PM,41.254,,,,
216,07/13/24 05:22:06 PM,41.254,,,,
217,07/13/24 05:37:06 PM,41.439,,,,
218,07/13/24 05:52:06 PM,41.067,,,,
219,07/13/24 06:07:06 PM,41.254,,,,
220,07/13/24 06:22:06 PM,41.067,,,,
221,07/13/24 06:37:06 PM,41.254,,,,
222,07/13/24 06:52:06 PM,41.067,,,,
223,07/13/24 07:07:06 PM,41.067,,,,
224,07/13/24 07:22:06 PM,41.067,,,,
225,07/13/24 07:37:06 PM,41.067,,,,
226,07/13/24 07:52:06 PM,41.067,,,,
227,07/13/24 08:07:06 PM,41.067,,,,
228,07/13/24 08:22:06 PM,41.254,,,,
229,07/13/24 08:37:06 PM,41.254,,,,
230,07/13/24 08:52:06 PM,41.254,,,,
231,07/13/24 09:07:06 PM,41.439,,,,
232,07/13/24 09:22:06 PM,41.439,,,,
233,07/13/24 09:37:06 PM,41.439,,,,
234,07/13/24 09:52:06 PM,41.625,,,,
235,07/13/24 10:07:06 PM,41.625,,,,
236,07/13/24 10:22:06 PM,41.810,,,,
237,07/13/24 10:37:06 PM,41.810,,,,
238,07/13/24 10:52:06 PM,41.810,,,,
239,07/13/24 11:07:06 PM,41.810,,,,
240,07/13/24 11:22:06 PM,41.994,,,,
241,07/13/24 11:37:06 PM,41.994,,,,
242,07/13/24 11:52:06 PM,41.994,,,,
243,07/14/24 12:07:06 AM,41.994,,,,
244,07/14/24 12:22:06 AM,42.179,,,,
245,07/14/24 12:37:06 AM,42.363,,,,
246,07/14/24 12:52:06 AM,42.179,,,,
247,07/14/24 01:07:06 AM,42.179,,,,
248,07/14/24 01:22:06 AM,42.363,,,,
249,07/14/24 01:37:06 AM,42.363,,,,
250,07/14/24 01:52:06 AM,42.179,,,,
251,07/14/24 02:07:06 AM,42.179,,,,
252,07/14/24 02:22:06 AM,42.179,,,,
253,07/14/24 02:37:06 AM,42.179,,,,
254,07/14/24 02:52:06 AM,42.363,,,,
255,07/14/24 03:07:06 AM,42.548,,,,
256,07/14/24 03:22:06 AM,42.363,,,,
257,07/14/24 03:37:06 AM,42.732,,,,
258,07/14/24 03:52:06 AM,42.732,,,,
259,07/14/24 04:07:06 AM,42.548,,,,
260,07/14/24 04:22:06 AM,42.732,,,,
261,07/14/24 04:37:06 AM,42.732,,,,
262,07/14/24 04:52:06 AM,42.732,,,,
263,07/14/24 05:07:06 AM,42.732,,,,
264,07/14/24 05:22:06 AM,42.915,,,,
265,07/14/24 05:37:06 AM,42.732,,,,
266,07/14/24 05:52:06 AM,42.732,,,,
267,07/14/24 06:07:06 AM,42.548,,,,
268,07/14/24 06:22:06 AM,42.732,,,,
269,07/14/24 06:37:06 AM,42.732,,,,
270,07/14/24 06:52:06 AM,42.915,,,,
271,07/14/24 07:07:06 AM,43.099,,,,
272,07/14/24 07:22:06 AM,43.282,,,,
273,07/14/24 07:37:06 AM,43.466,,,,
274,07/14/24 07:52:06 AM,43.466,,,,
275,07/14/24 08:07:06 AM,43.282,,,,
276,07/14/24 08:22:06 AM,43.466,,,,
277,07/14/24 08:37:06 AM,43.831,,,,
278,07/14/24 08:52:06 AM,43.831,,,,
279,07/14/24 09:07:06 AM,43.831,,,,
280,07/14/24 09:22:06 AM,43.831,,,,
281,07/14/24 09:37:06 AM,43.831,,,,
282,07/14/24 09:52:06 AM,44.013,,,,
283,07/14/24 10:07:06 AM,44.013,,,,
284,07/14/24 10:22:06 AM,44.379,,,,
285,07/14/24 10:37:06 AM,44.379,,,,
286,07/14/24 10:52:06 AM,44.560,,,,
287,07/14/24 11:07:06 AM,44.742,,,,
288,07/14/24 11:22:06 AM,44.742,,,,
289,07/14/24 11:37:06 AM,45.104,,,,
290,07/14/24 11:52:06 AM,44.922,,,,
291,07/14/24 12:07:06 PM,45.286,,,,
292,07/14/24 12:22:06 PM,45.104,,,,
293,07/14/24 12:37:06 PM,45.286,,,,
294,07/14/24 12:52:06 PM,45.286,,,,
295,07/14/24 01:07:06 PM,45.286,,,,
296,07/14/24 01:22:06 PM,45.466,,,,
297,07/14/24 01:37:06 PM,45.466,,,,
298,07/14/24 01:52:06 PM,46.369,,,,
299,07/14/24 02:07:06 PM,45.286,,,,
300,07/14/24 02:22:06 PM,45.828,,,,
301,07/14/24 02:37:06 PM,45.828,,,,
302,07/14/24 02:52:06 PM,45.828,,,,
303,07/14/24 03:07:06 PM,45.828,,,,
304,07/14/24 03:22:06 PM,45.466,,,,
305,07/14/24 03:37:06 PM,45.286,,,,
306,07/14/24 03:52:06 PM,45.286,,,,
307,07/14/24 04:07:06 PM,45.466,,,,
308,07/14/24 04:22:06 PM,44.922,,,,
309,07/14/24 04:37:06 PM,44.922,,,,
310,07/14/24 04:52:06 PM,45.104,,,,
311,07/14/24 05:07:06 PM,44.922,,,,
312,07/14/24 05:22:06 PM,45.104,,,,
313,07/14/24 05:37:06 PM,45.104,,,,
314,07/14/24 05:52:06 PM,45.104,,,,
315,07/14/24 06:07:06 PM,45.104,,,,
316,07/14/24 06:22:06 PM,44.922,,,,
317,07/14/24 06:37:06 PM,44.742,,,,
318,07/14/24 06:52:06 PM,44.379,,,,
319,07/14/24 07:07:06 PM,44.379,,,,
320,07/14/24 07:22:06 PM,44.195,,,,
321,07/14/24 07:37:06 PM,44.195,,,,
322,07/14/24 07:52:06 PM,44.195,,,,
323,07/14/24 08:07:06 PM,44.379,,,,
324,07/14/24 08:22:06 PM,44.195,,,,
325,07/14/24 08:37:06 PM,44.013,,,,
326,07/14/24 08:52:06 PM,44.013,,,,
327,07/14/24 09:07:06 PM,44.013,,,,
328,07/14/24 09:22:06 PM,44.013,,,,
329,07/14/24 09:37:06 PM,44.013,,,,
330,07/14/24 09:52:06 PM,43.831,,,,
331,07/14/24 10:07:06 PM,43.831,,,,
332,07/14/24 10:22:06 PM,43.831,,,,
333,07/14/24 10:37:06 PM,43.831,,,,
334,07/14/24 10:52:06 PM,43.831,,,,
335,07/14/24 11:07:06 PM,44.013,,,,
336,07/14/24 11:22:06 PM,43.831,,,,
337,07/14/24 11:37:06 PM,44.013,,,,
338,07/14/24 11:52:06 PM,43.831,,,,
339,07/15/24 12:07:06 AM,44.013,,,,
340,07/15/24 12:22:06 AM,43.831,,,,
341,07/15/24 12:37:06 AM,43.831,,,,
342,07/15/24 12:52:06 AM,43.831,,,,
343,07/15/24 01:07:06 AM,43.831,,,,
344,07/15/24 01:22:06 AM,44.195,,,,
345,07/15/24 01:37:06 AM,44.013,,,,
346,07/15/24 01:52:06 AM,43.831,,,,
347,07/15/24 02:07:06 AM,43.648,,,,
348,07/15/24 02:22:06 AM,44.013,,,,
349,07/15/24 02:37:06 AM,43.831,,,,
350,07/15/24 02:52:06 AM,44.013,,,,
351,07/15/24 03:07:06 AM,43.466,,,,
352,07/15/24 03:22:06 AM,43.466,,,,
353,07/15/24 03:37:06 AM,43.648,,,,
354,07/15/24 03:52:06 AM,43.831,,,,
355,07/15/24 04:07:06 AM,44.013,,,,
356,07/15/24 04:22:06 AM,43.831,,,,
357,07/15/24 04:37:06 AM,43.831,,,,
358,07/15/24 04:52:06 AM,44.195,,,,
359,07/15/24 05:07:06 AM,44.013,,,,
360,07/15/24 05:22:06 AM,44.195,,,,
361,07/15/24 05:37:06 AM,44.379,,,,
362,07/15/24 05:52:06 AM,44.379,,,,
363,07/15/24 06:07:06 AM,44.379,,,,
364,07/15/24 06:22:06 AM,44.560,,,,
365,07/15/24 06:37:06 AM,44.560,,,,
366,07/15/24 06:52:06 AM,44.560,,,,
367,07/15/24 07:07:06 AM,44.742,,,,
368,07/15/24 07:22:06 AM,44.922,,,,
369,07/15/24 07:37:06 AM,44.922,,,,
370,07/15/24 07:52:06 AM,45.104,,,,
371,07/15/24 08:07:06 AM,45.286,,,,
372,07/15/24 08:22:06 AM,45.104,,,,
373,07/15/24 08:37:06 AM,45.466,,,,
374,07/15/24 08:52:06 AM,45.648,,,,
375,07/15/24 09:07:06 AM,46.008,,,,
376,07/15/24 09:22:06 AM,46.008,,,,
377,07/15/24 09:37:06 AM,46.008,,,,
378,07/15/24 09:52:06 AM,46.188,,,,
379,07/15/24 10:07:06 AM,46.369,,,,
380,07/15/24 10:22:06 AM,46.188,,,,
381,07/15/24 10:37:06 AM,46.008,,,,
382,07/15/24 10:52:06 AM,46.188,,,,
383,07/15/24 11:07:06 AM,46.188,,,,
384,07/15/24 11:22:06 AM,46.369,,,,
385,07/15/24 11:37:06 AM,46.548,,,,
386,07/15/24 11:52:06 AM,46.908,,,,
387,07/15/24 12:07:06 PM,46.908,,,,
388,07/15/24 12:22:06 PM,47.266,,,,
389,07/15/24 12:37:06 PM,47.266,,,,
390,07/15/24 12:52:06 PM,47.266,,,,
391,07/15/24 01:07:06 PM,47.446,,,,
392,07/15/24 01:22:06 PM,47.446,,,,
393,07/15/24 01:37:06 PM,47.266,,,,
394,07/15/24 01:52:06 PM,46.908,,,,
395,07/15/24 02:07:06 PM,47.088,,,,
396,07/15/24 02:22:06 PM,46.908,,,,
397,07/15/24 02:37:06 PM,46.908,,,,
398,07/15/24 02:52:06 PM,46.908,,,,
399,07/15/24 03:07:06 PM,46.908,,,,
400,07/15/24 03:22:06 PM,46.728,,,,
401,07/15/24 03:37:06 PM,46.548,,,,
402,07/15/24 03:52:06 PM,46.548,,,,
403,07/15/24 04:07:06 PM,46.548,,,,
404,07/15/24 04:22:06 PM,46.369,,,,
405,07/15/24 04:37:06 PM,46.188,,,,
406,07/15/24 04:52:06 PM,46.008,,,,
407,07/15/24 05:07:06 PM,46.008,,,,
408,07/15/24 05:22:06 PM,46.008,,,,
409,07/15/24 05:37:06 PM,46.008,,,,
410,07/15/24 05:52:06 PM,45.648,,,,
411,07/15/24 06:07:06 PM,45.648,,,,
412,07/15/24 06:22:06 PM,45.828,,,,
413,07/15/24 06:37:06 PM,45.648,,,,
414,07/15/24 06:52:06 PM,45.286,,,,
415,07/15/24 07:07:06 PM,45.104,,,,
416,07/15/24 07:22:06 PM,44.922,,,,
417,07/15/24 07:37:06 PM,44.560,,,,
418,07/15/24 07:52:06 PM,44.560,,,,
419,07/15/24 08:07:06 PM,44.560,,,,
420,07/15/24 08:22:06 PM,44.379,,,,
421,07/15/24 08:37:06 PM,44.379,,,,
422,07/15/24 08:52:06 PM,44.195,,,,
423,07/15/24 09:07:06 PM,44.013,,,,
424,07/15/24 09:22:06 PM,43.831,,,,
425,07/15/24 09:37:06 PM,43.466,,,,
426,07/15/24 09:52:06 PM,43.648,,,,
427,07/15/24 10:07:06 PM,43.648,,,,
428,07/15/24 10:22:06 PM,43.282,,,,
429,07/15/24 10:37:06 PM,43.282,,,,
430,07/15/24 10:52:06 PM,43.466,,,,
431,07/15/24 11:07:06 PM,43.466,,,,
432,07/15/24 11:22:06 PM,43.282,,,,
433,07/15/24 11:37:06 PM,43.466,,,,
434,07/15/24 11:52:06 PM,43.466,,,,
435,07/16/24 12:07:06 AM,43.466,,,,
436,07/16/24 12:22:06 AM,44.013,,,,
437,07/16/24 12:37:06 AM,43.831,,,,
438,07/16/24 12:52:06 AM,43.831,,,,
439,07/16/24 01:07:06 AM,43.831,,,,
440,07/16/24 01:22:06 AM,43.831,,,,
441,07/16/24 01:37:06 AM,43.648,,,,
442,07/16/24 01:52:06 AM,43.648,,,,
443,07/16/24 02:07:06 AM,43.466,,,,
444,07/16/24 02:22:06 AM,43.466,,,,
445,07/16/24 02:37:06 AM,43.282,,,,
446,07/16/24 02:52:06 AM,43.282,,,,
447,07/16/24 03:07:06 AM,43.466,,,,
448,07/16/24 03:22:06 AM,43.466,,,,
449,07/16/24 03:37:06 AM,43.648,,,,
450,07/16/24 03:52:06 AM,43.466,,,,
451,07/16/24 04:07:06 AM,43.466,,,,
452,07/16/24 04:22:06 AM,43.466,,,,
453,07/16/24 04:37:06 AM,43.282,,,,
454,07/16/24 04:52:06 AM,43.282,,,,
455,07/16/24 05:07:06 AM,43.282,,,,
456,07/16/24 05:22:06 AM,43.099,,,,
457,07/16/24 05:37:06 AM,43.099,,,,
458,07/16/24 05:52:06 AM,43.099,,,,
459,07/16/24 06:07:06 AM,43.099,,,,
460,07/16/24 06:22:06 AM,42.915,,,,
461,07/16/24 06:37:06 AM,42.915,,,,
462,07/16/24 06:52:06 AM,42.732,,,,
463,07/16/24 07:07:06 AM,42.915,,,,
464,07/16/24 07:22:06 AM,42.915,,,,
465,07/16/24 07:37:06 AM,43.099,,,,
466,07/16/24 07:52:06 AM,42.915,,,,
467,07/16/24 08:07:06 AM,42.732,,,,
468,07/16/24 08:22:06 AM,42.915,,,,
469,07/16/24 08:37:06 AM,42.732,,,,
470,07/16/24 08:52:06 AM,42.732,,,,
471,07/16/24 09:07:06 AM,42.548,,,,
472,07/16/24 09:22:06 AM,42.732,,,,
473,07/16/24 09:37:06 AM,42.732,,,,
474,07/16/24 09:52:06 AM,42.732,,,,
475,07/16/24 10:07:06 AM,42.732,,,,
476,07/16/24 10:22:06 AM,42.915,,,,
477,07/16/24 10:37:06 AM,43.099,,,,
478,07/16/24 10:52:06 AM,43.282,,,,
479,07/16/24 11:07:06 AM,43.099,,,,
480,07/16/24 11:22:06 AM,43.282,,,,
481,07/16/24 11:37:06 AM,43.282,,,,
482,07/16/24 11:52:06 AM,43.466,,,,
483,07/16/24 12:07:06 PM,44.013,,,,
484,07/16/24 12:22:06 PM,44.013,,,,
485,07/16/24 12:37:06 PM,43.831,,,,
486,07/16/24 12:52:06 PM,44.195,,,,
487,07/16/24 01:07:06 PM,44.560,,,,
488,07/16/24 01:22:06 PM,44.742,,,,
489,07/16/24 01:37:06 PM,44.560,,,,
490,07/16/24 01:52:06 PM,44.560,,,,
491,07/16/24 02:07:06 PM,44.742,,,,
492,07/16/24 02:22:06 PM,45.104,,,,
493,07/16/24 02:37:06 PM,45.466,,,,
494,07/16/24 02:52:06 PM,45.828,,,,
495,07/16/24 03:07:06 PM,45.828,,,,
496,07/16/24 03:22:06 PM,46.008,,,,
497,07/16/24 03:37:06 PM,45.828,,,,
498,07/16/24 03:52:06 PM,45.648,,,,
499,07/16/24 04:07:06 PM,46.369,,,,
500,07/16/24 04:22:06 PM,46.369,,,,
501,07/16/24 04:37:06 PM,46.728,,,,
502,07/16/24 04:52:06 PM,48.160,,,,
503,07/16/24 05:07:06 PM,48.695,,,,
504,07/16/24 05:22:06 PM,47.088,,,,
505,07/16/24 05:37:06 PM,45.828,,,,
506,07/16/24 05:52:06 PM,45.286,,,,
507,07/16/24 06:07:06 PM,44.742,,,,
508,07/16/24 06:22:06 PM,44.379,,,,
509,07/16/24 06:37:06 PM,43.831,,,,
510,07/16/24 06:52:06 PM,43.466,,,,
511,07/16/24 07:07:06 PM,43.466,,,,
512,07/16/24 07:22:06 PM,43.282,,,,
513,07/16/24 07:37:06 PM,43.099,,,,
514,07/16/24 07:52:06 PM,42.915,,,,
515,07/16/24 08:07:06 PM,42.915,,,,
516,07/16/24 08:22:06 PM,42.548,,,,
517,07/16/24 08:37:06 PM,42.548,,,,
518,07/16/24 08:52:06 PM,42.363,,,,
519,07/16/24 09:07:06 PM,41.994,,,,
520,07/16/24 09:22:06 PM,41.810,,,,
521,07/16/24 09:37:06 PM,41.625,,,,
522,07/16/24 09:52:06 PM,41.439,,,,
523,07/16/24 10:07:06 PM,41.625,,,,
524,07/16/24 10:22:06 PM,41.625,,,,
525,07/16/24 10:37:06 PM,41.625,,,,
526,07/16/24 10:52:06 PM,41.254,,,,
527,07/16/24 11:07:06 PM,40.881,,,,
528,07/16/24 11:22:06 PM,40.881,,,,
529,07/16/24 11:37:06 PM,40.881,,,,
530,07/16/24 11:52:06 PM,40.509,,,,
531,07/17/24 12:07:06 AM,40.509,,,,
532,07/17/24 12:22:06 AM,40.509,,,,
533,07/17/24 12:37:06 AM,40.696,,,,
534,07/17/24 12:52:06 AM,40.696,,,,
535,07/17/24 01:07:06 AM,40.696,,,,
536,07/17/24 01:22:06 AM,41.067,,,,
537,07/17/24 01:37:06 AM,41.067,,,,
538,07/17/24 01:52:06 AM,41.439,,,,
539,07/17/24 02:07:06 AM,41.439,,,,
540,07/17/24 02:22:06 AM,41.810,,,,
541,07/17/24 02:37:06 AM,41.625,,,,
542,07/17/24 02:52:06 AM,41.254,,,,
543,07/17/24 03:07:06 AM,41.254,,,,
544,07/17/24 03:22:06 AM,41.625,,,,
